wallet_address,malicious,malicious_type,bitcoin_spent,bitcoin_received,total_balance,total_transactions
15w8KYwC76vDRiSZD2LK6dEbHvs7N38mh6,TRUE,5,33377914,33377914,0,4
1HcM1GjrkZotQrAj3tTRwHLZqWc7YoiGVt,TRUE,5,0,0,0,0
1KUhjQXx9mtvo7vvAtHnJox36qkjySV2Bu,TRUE,4,19764699,19764699,0,2
1DkaC3PDyTtK6fUsicsTk8Gb2wn9rnQGQB,TRUE,5,0,0,0,0
18Vfo2iD5gnhDnttt9B3f7C6EB8MqekT9r,TRUE,5,0,0,0,0
1HANedUDKRzxHYvdk8JtarGAiP7ZuaSTTr,TRUE,4,0,0,0,0
1PdoLVW7rhRthfVJYKtsLFVyd6RGo3mNaQ,TRUE,4,21831220,21831220,0,4
1DFg5wLmJWqFLgT8YXzhN6DaxQDejuCdAp,TRUE,4,0,0,0,0
1LB1fMXYDBnifw9SNDswfVnNjFDjACgk7n,TRUE,1,0,0,0,0
1NSKrBdUvQd5mBqXqEFNWKqvxg6GGAUNea,TRUE,5,0,0,0,0
17rsytJ9rnBJCs8VaGMj3sER5DSK9UgmU6,TRUE,5,0,0,0,0
15WGVWt16CzuK3opvJHg6i1XSstbXGEPcZ,TRUE,5,66430707,66430707,0,4
14Hd4etgAyeA2MY1R8ESryrRvTDHUW2dvC,TRUE,5,0,0,0,0
194SVumofCepLMrtLGAavvoNox8e9VWv3B,TRUE,1,0,0,0,0
17LiPp5SEEnMdhrTFwYJsvKx9qrEWmg1s6,TRUE,4,20100000,20100000,0,5
1HYfCuh3t75bgP7KBQguuiq238sdYZCsvk,TRUE,4,0,0,0,0
19V75RNbNjumsFvfCxMG57WmexxztJHg79,TRUE,5,0,0,0,0
14Ux9uYVhP3S5dtKMSXW8cApvDwg9EKezU,TRUE,4,0,0,0,0
1457Q4wGCPKKDCtTKxrMyNreMkXxAJAQmJ,TRUE,5,0,0,0,0
1HKiPVRAiw7Sny36HUJr9cAFpka3jBMhsd,TRUE,4,0,0,0,0
1Fjg3Q89MawTyfNcMbX6MUnfT923icRuMy,TRUE,4,16824590,16824590,0,3
1LH6PhEPTpz5CV4BuWFhW21b6DAiHzFPMC,TRUE,4,208480939,208480939,0,19
1EMzDTxTMy3bJLof6yLVU8jC2T92j89rse,TRUE,4,0,0,0,0
19PfETozXdAPmznsUtcLxwg894YKnHvmAs,TRUE,4,15054920,15054920,0,3
1BYamnmKJmDE5ftfi73FgpjWhFPBs7ojzJ,TRUE,1,0,0,0,0
19prTXkytust42RFUZvwMzSbfaw4zUrG7R,TRUE,5,7627546,7627546,0,2
1BfoxgnYsknnBFUuiyoYXKWBBeTmyCFcns,TRUE,5,0,0,0,0
14cp2dFitGfgqCXht8KMCe3bKHbw51Jqpj,TRUE,5,6882931,6882931,0,4
1KTkfCtqKQbcZi6EbHuEBGq4QgaiYNEgks,TRUE,4,0,0,0,0
1LgH3CmckPsCUwTcU6LEa9qSeSBuJTXqFg,TRUE,4,10793065,10793065,0,5
1Q9QmbRyHu89jWKwVXgkvTMNDuEags5kdq,TRUE,4,0,0,0,0
1KD21HrQT9mmPYSH6y1eA9b9MroQANaZBx,TRUE,4,0,0,0,0
13i31QoZKzo4DkB7ewHvFuHN5hDnztfRUe,TRUE,4,66186951,66186951,0,12
1HYNo6iaNs4kVsCzFEgKTmkhGr88HjPhP6,TRUE,5,0,0,0,0
1398YzNJ7mRFHSyGCGReEcNHJvuvkiHMnj,TRUE,4,0,0,0,0
1MKGm1H1Y9jRgqRpZYCSeT3EeL6Ut4hnzF,TRUE,1,0,0,0,0
1FuCAwBtLJTzxPNs7JPFVKTksZNcqFzvS6,TRUE,5,19527106,19527106,0,2
1MeJ1F2i2416ejEMPfjc1bmL1EMjcXMyUx,TRUE,5,0,0,0,0
18cBSQPKQp4vj9uxkeYstfpiBpk18sRuZs,TRUE,4,38636159,38636159,0,4
1GjEZT6r1ZZPEBqixpXKuFT4TjxGixnq67,TRUE,5,0,0,0,0
15jfjQMd1aJTNqGa9Eh2jn3xr57nu3vzMz,TRUE,4,0,0,0,0
114h48jc81nwFbDFvm3mdUUto9iGLJDwCU,TRUE,4,59177603,59177603,0,5
1FxTZa3PM4dS9MoTAcWHHyQefW6WqpsLCM,TRUE,4,0,0,0,0
1FNf6TUsAdQdzRRPjNSX7uDsJ3T8AgF8Af,TRUE,4,283427,283427,0,2
1DgssF53kcLhDxP7F5QwsVm3W4sXtGV4AC,TRUE,4,0,0,0,0
1LcevLvG9bS2xPKQkD2kiUZTord8ar9Es9,TRUE,5,0,0,0,0
1DpFZwfeSDd8cPi4US6DY6oh9Crbk8YEay,TRUE,4,0,0,0,0
16CCgXSVPYdMLzArwMVGr5bq1LGSS2apqE,TRUE,4,0,0,0,0
1Jsws8ST3FqxgAbHYKbMLDqy9nwdbE2nS8,TRUE,5,19000000,19000000,0,2
1PcfLAYxg4yv6M2gCTtps4PrAHzUfnsD1,TRUE,4,54632982,54632982,0,5
1EaiS79szV5eTME4gb8LhaQ21zv9QryDWF,TRUE,5,31980000,31980000,0,5
1KNGr3eWyhpbeQYmXsNga8j38v368xj8uy,TRUE,5,0,0,0,0
1Popvoz6chXsWEekyFk9gb4FqN3fiaPkFe,TRUE,5,0,0,0,0
1DQ3gwPVpE7bwLkgrU1aUd67zLfccGVXCt,TRUE,4,16166156,16166156,0,4
14s6sjVPchUdkRYhDhYj3c8eSAnFzizNqa,TRUE,4,19600000,19600000,0,2
1BpwthndBC2aDHiztoMtMBnq7ejmNkHnSV,TRUE,4,25592471,25592471,0,4
1GLvEgpHZxBMhkcoUXP69owPTbHs51mHGe,TRUE,4,95178258,95178258,0,8
17tJ177oJedMADuc5yFFnnrk7QSRDRgYXA,TRUE,4,339011,339011,0,2
143RTPNZEbLMTPagX72jA2QxL5z7EyLshu,TRUE,1,19994997,19994997,0,4
1BqjLmHkzWdbhGysPmPrhcjMr5skKmtn5u,TRUE,5,0,0,0,0
17v35QnAre7Vd2T74SD9xhEGJVwYfTPDhN,TRUE,4,86811787,86811787,0,14
1ES14c7qLb5CYhLMUekctxLgc1FV2Ti9DA,TRUE,1,53557,74825,21268,5
1EnVwSYoCQ5hA6fqCxh56Dzqh17BydBnCy,TRUE,4,6751100,6751100,0,3
1CNjS2AugMAF8N6USZjiPP5RYT6i2xQDT9,TRUE,5,10514043,10514043,0,2
14M9iKoZ6eqv33Nnh86cruPgXXfFtajSkN,TRUE,4,11900000,11900000,0,2
14D7QW3DWbT2ZjYzdqTnnkpc9MVEifAJ6v,TRUE,5,0,0,0,0
1BUYc4Gjk1tRzgLkpcpkVAG3Vd5kLtysez,TRUE,4,0,0,0,0
171HVt81b7huYtYHMDWoWqv6vPY8XJtXAd,TRUE,4,0,0,0,0
1FsQ6ofgshD6bR5V1X5LG1iF5Am5zNgrTL,TRUE,4,7457122,7458122,1000,3
15PeB2Cp6PCB44gjeUaLtbkC4v21jjBheU,TRUE,4,10820000,10820000,0,2
1N9bYPC1jbnXeYjWyRxirBwKQmkgT9Ajxx,TRUE,4,10151367,10151367,0,6
16m1NLzSaxvgnnM4xZ2Eav1wyE6DbzGdgX,TRUE,4,9094468,9094468,0,3
1Jr1BeJryvonjMXi5su6PieTAdFAfYPgE4,TRUE,4,114354033,114354033,0,10
14poC1Jg97vuvsyoKSZYz7h276LoAZcrtn,TRUE,5,32348300,32348300,0,2
13HffyTVP8qcYzd5tga4Bc6rCGETNbbZuD,TRUE,1,3664995,3664995,0,2
173erao4LFbm3Trh86hPJeA8rxQsQ6BZ5z,TRUE,4,0,0,0,0
1HB3KtKoguFuZ4BdmCv9Fc4tYTwDQgmqmW,TRUE,4,120378906,122814147,2435241,11
1EGgvLwVTQ3UGnjk4LzcPwyXaEk2Fioqd5,TRUE,4,12530000,12530000,0,2
1GacVCWZbqGDcSc8eYVwgo1tL3ebdt7V6G,TRUE,1,0,0,0,0
1CE9VHmHrk7m1vzW48Gnr3cPeNfQjSKzUQ,TRUE,5,0,0,0,0
1DoGrV5vXwgcvXcCbSxhgx9St2mWTPeRAz,TRUE,4,0,0,0,0
1AFRP8kxiCReg1XDHW6jNF9ZZrtcdyVhHR,TRUE,4,0,0,0,0
1JHePxmiJh11EuEZfNpooWLC4bwf8g5T3e,TRUE,4,22682148,22682148,0,3
1Cxs4uBoqTnYVE1Kmj3Y4WokvgESyqfj9J,TRUE,4,0,0,0,0
1AwmzEoTmc93yYfPtghQngSSjcPbXA2YaF,TRUE,4,0,0,0,0
1Nbo89UQsvZZczDsuevJoRrScc7Yg4DUPp,TRUE,4,21538431,21538431,0,4
15J1XZBGRcgQgE4HmTBzzKw6LDzazJRAiU,TRUE,4,0,0,0,0
1Fua7YXc9KYJ7uYFLNfz5rQWcgN7nQVfrs,TRUE,4,7407300,7407300,0,2
16wssaUQ1thukJvwV9YRBKzxzy18n47dY8,TRUE,1,34952221,34952221,0,6
17rDr5mbXjLdegWDFuWd61Ymhwm54GjtNK,TRUE,1,252355862,252355862,0,34
13PSVJZzLRCkXVhNUzLxcJ75LR8ecH1FQF,TRUE,5,0,0,0,0
13PVSAhx3Pbzg654qK4ZuXXsg8GM7LV5on,TRUE,4,50171590,50171590,0,4
14h7aDAzMkH43d7Gnq9UAdba6iqfXVshJj,TRUE,4,0,0,0,0
1ErzuvARrM1b923842RqMTCAMobbiZneJ3,TRUE,4,0,0,0,0
14VYd5JrPrrXD1qiMxZ5An2VsU5db5ZqS7,TRUE,5,18938360,18938360,0,2
1BKPVUtG8p73eiiAZFZSPjhuBqqjWHaUiX,TRUE,5,0,0,0,0
1GnYadGkeD1qyJQn3JHkMdG3uMKoy4yz6d,TRUE,4,0,0,0,0
1714HuhzpM7BjRAFnckn979GUzvwji7Y84,TRUE,4,3172697,3172697,0,2
1Ftorn5y2sUqCoL23R1ixpWKRNzk7BZq2T,TRUE,4,0,0,0,0
1FqAEDNBFFjBZuVzk7V94tKgGwhVa8qABt,TRUE,5,5575892,5575892,0,2
16nZdojVVnDPejBYXV2Kt9ixthg88gaCfG,TRUE,5,0,0,0,0
1BDePsBcraa7qgPZNcU2PK5QgbpBarRGZc,TRUE,4,57170583,57170583,0,7
1EZ2rV5gkwWyd3C4Z1Qn1dXrCm2z6c2bkc,TRUE,5,9069330,9069330,0,2
1Lz3ELjZ8CPqN1XpPJEc8cQbEHKdVxKqTU,TRUE,4,15488242,15488242,0,4
14TEGtZa4cVQpoqx7HyhxvDmGSyikW39Ug,TRUE,5,0,0,0,0
1EWC67MSLiYRt2nNU5UWVMSxGG4b9RocUc,TRUE,4,0,0,0,0
1E9qZgNC9KRnJfwZChcBtXN8D4g17T51p7,TRUE,4,12194433,12194433,0,4
14qixGAfScu6ij4Ybwgcf9tmnQnNh7Bcx5,TRUE,1,0,0,0,0
3BWbaM4Dy4o4EMVE2CNDAQmS9kws2hukpY,TRUE,1,0,0,0,0
1F73edsje5GbjqybTgKAesWfihvp4Q59Eq,TRUE,4,35886416,35886416,0,4
19xT2Piyd9fg1Z3HNwX1SYkxSPaXeeBqZK,TRUE,4,9508093,9508093,0,2
16JApT2K6Z9AirkMeBSWyhwuJ8dCfRhY9U,TRUE,5,3671200,3671200,0,2
1LCmNKBd4RC4aJJDxGSeFEQfjA3sUsQXum,TRUE,4,0,0,0,0
1GH42zWNAoFWVC6UyNut9aJDi2u83sqSeu,TRUE,1,58054392,58054392,0,12
3Qy6kwPinZP4qkKiDRtyLUU3v237iy2gex,TRUE,4,0,0,0,0
16tXVLEfm2rNdMdiBxPRzyZbmkyMCZ8iBq,TRUE,3,0,0,0,0
1DLtwtp3fD8YS9JgR9syANQWtRQiRaxmG3,TRUE,4,135082640,135082640,0,77
1JvJEsdV3eMDaFWbS5LBpUVS5AquYnfSV4,TRUE,4,0,0,0,0
1Edb5AExsfL2vDGEGVAiVX4dNn7BvKtCGV,TRUE,5,0,0,0,0
1Mh8T6eVbP8zCRPzUqbb7b9PiW6Wv3mRPY,TRUE,4,13190313,13190313,0,2
1DZNohaDckSxJu6YxfeGkqCtxDAhtFP3Jq,TRUE,4,44394538,44394538,0,6
1DKt6VkH5ahsj4JDcfyiUhAUPj3tc7XjsH,TRUE,1,0,0,0,0
1EXcxFVuvbCoBtjkX9XhhEoUfuVbxdqmPD,TRUE,5,0,0,0,0
1EnUefZSzRq2Fvy8DLDE9TAtNHt3beipXT,TRUE,4,0,0,0,0
19YUVoTgf7YPKj2ygfr174jqCuasXrmZVq,TRUE,1,0,0,0,0
1NfX7Z8oTLo3CpcHYZETv4b88VGuXm7DgW,TRUE,4,0,0,0,0
1CgQwvgA2UKBDSwtyCrdHptkiMk7JGNCPZ,TRUE,1,0,0,0,0
1LZStbAiQYiBGUTEH8mbTYu8pbvmrDprZQ,TRUE,5,2149033,2160055,11022,3
1LwoM3aSGNhtPyGrH9XAZWMAxmjkFe6zLa,TRUE,4,27246037,27246037,0,6
12PNJ8BT7sTNMJdDRtEExbqWnP7SQGhMry,TRUE,4,0,0,0,0
1EeBv6HshJ1QPbobgzyyK1YUekNmZ57V6k,TRUE,5,0,0,0,0
1HrQYZRewTNKFSd1kVYSMyNdqppA8udfjX,TRUE,4,0,0,0,0
1JtTm5eCxqj94Pb4d58pWGZjLUMYHuC6yX,TRUE,4,0,0,0,0
1MAD8bCzX6smejaowNLgQtQBF3apRHLBMZ,TRUE,4,14742445,14742445,0,5
1PVQiw71TuiwytfGSCGyGfDWrb8sap6GG7,TRUE,4,12365200,12365200,0,2
1NiDJxCEzhvtBSREmXmQzQ27qtbpk7eZLF,TRUE,4,19459480,19459480,0,3
1LrENQVrc9DC8WtQRhmC2ZnFFEWD1quEHQ,TRUE,4,6807554,6807554,0,5
19aT6f2hkZ8AGDYhFAdYtVYRj7kFhLBuVV,TRUE,4,25710,25710,0,3
19ckouUP2E22aJR5BPFdf7jP2oNXR3bezL,TRUE,4,0,0,0,0
14t1ovSs6XGBCi6BwZAQ4kPCJ3dnUapQTv,TRUE,4,546,546,0,2
1DMnzmuVegUZhrWsEqxRZyw63u1vF5NXF5,TRUE,4,0,0,0,0
179UHmZhfhaRg1mMTHjgjR1VXP514YzZj,TRUE,4,50097807,50097807,0,8
1JxHYktLvFf3uZvo2GhZSGVnXXPDPJCRny,TRUE,5,23168878,23168878,0,6
12ZyXPMJBAFCfpyYTYo8V6QcG653Lcs9oj,TRUE,4,47142630,47142630,0,6
1L9H1CtLsDCTtuvdE9hqpm9BD72jYBtvDF,TRUE,5,138988033,138988033,0,7
19b8tg5x4vnQ6zvRBrZN4uVR3FqJQRNfbf,TRUE,5,75946151,75946151,0,14
15EtsMMBi7QhDUP2Gyr8W87nromw3prVmi,TRUE,4,0,0,0,0
3CsUsdNuWXfpYsQQboxUKeW6xPEvYo9RaY,TRUE,1,5498080,5498080,0,2
1LNcUGLunEpDMo4sxNAgAKAGk8eAddTGW,TRUE,4,0,0,0,0
147aShnhFe34zDMsLFKbMzDrAHJu7HkB5v,TRUE,5,0,0,0,0
14rW9h88Aj8Mzf6w4C7c7mKzFmCH4A8m5A,TRUE,5,5241900,5241900,0,2
1CWHmuF8dHt7HBGx5RKKLgg9QA2GmE3UyL,TRUE,4,23316271,23316271,0,6
1HwJeZ5uyNJ6Peq8x1wixKVnurY1yURK8P,TRUE,4,11707884,11707884,0,2
19KakbKXS8h1mHPFYomUKF9cpT7uVWqmvN,TRUE,4,26306924,26306924,0,7
1PGdhEdFmocDYsBnrz41MZ7WduqKc9rZoY,TRUE,1,0,0,0,0
1LeZJ57A6UjdaNmZ5hvYQtWMejfuYRzDaD,TRUE,5,0,0,0,0
12YfqqLP4qAeENmnuW7sB8oC8T6TFLawE5,TRUE,4,129204525,129204525,0,50
13NQ6VfaEx2w9AeFV7Xgiq7R8MxmDBbniT,TRUE,4,1928142,1928142,0,2
19iHbuwE21MpfjDcLY5qb7teH8RrKoPKGd,TRUE,5,0,0,0,0
1NS3tVpJx8YXS2SuMiNr7z1otiuYo6jfSc,TRUE,4,29152796,29152796,0,2
1LvejdwQJQi7DzhTYsgWZkD3ax7Cjzcp4K,TRUE,5,13293529,13293529,0,8
1PTRVNCpo2zkz58hBHzGSNwS92pL9gSp2F,TRUE,4,0,0,0,0
3F4hqV3BRYf9JkPasL8yUPSQ5ks3FF3tS1,TRUE,1,28000,28000,0,2
1Ft77awv6QNpwaqM5iRyN7U6YCfrCKo8fb,TRUE,4,0,0,0,0
17FfUak3iDDKCvz9yoW9bGCZJH8nN9hkjB,TRUE,4,0,0,0,0
174M3zsEYS4d8xyGpR6yzB296BfoFHn5QU,TRUE,4,10212857,10212857,0,4
13ZWrsmjccTcJcFLDXkjKCUHrBynoboTKV,TRUE,4,0,0,0,0
17n3hE7ZcEjt3r7bPXs1YZmLaWU5mTeetc,TRUE,4,30154531,30154531,0,10
1ATRekEFnMKAZq9LwsvB6inY4n68GLYHm3,TRUE,4,34141583,34141583,0,11
3AUeZYQswo2GdhRWdVQC9ajqARuHPdBYkb,TRUE,5,0,0,0,0
38VEtbjeRwoBM4tVnaF8Maton86vcx9QGj,TRUE,5,0,0,0,0
18GdtimT6neuWA2Wxg2uv3Q5mdgGM5yZBH,TRUE,5,0,0,0,0
1J9gKEbqW9tu7B94csvMBdwgVBF8cfq8Ed,TRUE,4,6622000,6622000,0,2
1477K4LWQU6X9kXjpkbLcAyjVQ5spFdd6L,TRUE,5,36614119,36614119,0,11
126Hr6go8WkTJnJ5HPTZ28snUtGYKxXoua,TRUE,5,5681415,5681415,0,2
1CQEDB7k1hPhfFhFpgRXwsh7cpV4DNe8Vk,TRUE,5,9484037,9484037,0,5
19razyqXme4evPi2wS9Zf8kor3VaYG8dTN,TRUE,5,24317082,24317082,0,12
1GmebPccNzPrkFiWknizbsCfzgXv27JGZP,TRUE,4,0,0,0,0
13vL3fM77TTZFsPG8Y76bSWHrDyCK3GrvF,TRUE,4,0,0,0,0
1J3xUWqjnDG5otximv6CcJ2bwEqggzBt3s,TRUE,1,0,0,0,0
1MeSv4fBS9BPEV5N5oySxDqnR2JLbchqF9,TRUE,5,30967494,30967494,0,8
1NmBjDaL3ytr57vNY2zedpYLruZHnApzkE,TRUE,4,0,0,0,0
19LUyZMinQye3bySqj4GkpMJXnMK7WQsMY,TRUE,4,0,0,0,0
1Q59mQkLHwmkzkKqgAde7ZQPD5cemd6goq,TRUE,1,0,0,0,0
1PzrJSAhZSiYK93qLZnKsRzQzS49j5Ugzc,TRUE,5,10102945,10102945,0,4
1PU4mriXGixx4dKFwV8VRdQAsobavaPdLB,TRUE,5,0,0,0,0
1DfeiqAVbyNPLSZ8CDEg12tLV5BUvgcxa9,TRUE,5,0,0,0,0
1FydD9kxn6rn7CdindJPcEtGNXNY7UeP2N,TRUE,4,9034583,9034583,0,3
1NKSptmiwmgz9kBi8s8g2tWHeMjWSs6HRa,TRUE,5,201885,201885,0,3
1Hfv1dr2F4waTCSGN45vEVb1sZQ9KcSHe4,TRUE,4,0,0,0,0
1NLrNFRdJX3uCuhmkW33H3UbFKf4tJ3gdc,TRUE,4,5851607,5851607,0,2
1DZs3Qng8jR5tnLRFbHz5AT9Go6SV25FR3,TRUE,5,11682970,11682970,0,6
1PcZSbbc4u4juK64mpFSWwcR9hESPboRH8,TRUE,4,26772,26772,0,2
1EHzCPjaLuBfuMmBKdCjkr6a1ZDNmzK8JT,TRUE,5,4259243,4259243,0,2
1BdMo6PKJCR9S6FzLDtE4ChszHdrJdbWJ7,TRUE,5,14633115,14633115,0,3
1NVgW5fVRXmcdYmgaJhrLg6ZLQaxnLwAR,TRUE,5,0,0,0,0
1Msg3ribW4CpEUgCJwdLVhN4p3fuHWpXLy,TRUE,1,16010000,16010000,0,9
1DXthf2Wp4qNieKcQkjFrtJLwdue5jcNZj,TRUE,5,7400000,7400000,0,3
1K75LGyfBewpanhYRzViP4cL4uK96zCQee,TRUE,1,4997554,4997554,0,2
1HL5AATz2H9j8bSnnt6qeqRtdzkFSrSjQw,TRUE,4,0,0,0,0
1DEbZ7uqJYZpVcB3tBH2kGe9bucBjX3buS,TRUE,5,0,0,0,0
1BWhRdSYcaqYP2NmeEdekusBhPon2tFHMa,TRUE,5,5300020,5300020,0,4
18JK7BTJkcQL8v2BHtRpwZAvXE4Sgn8jBL,TRUE,1,12240567,12240567,0,7
17ac9tXHxu1nxdLgLu9WYk7vR8ggFN5GkH,TRUE,99,2.10E+12,2.45E+12,3.56E+11,4344
149zSza4sduAThkNwrCk7VjdUKgetkXsAF,TRUE,4,6673300,6673300,0,3
15fMst5RDPCrBsRhZpoeXFqSrqvE94BEgE,TRUE,4,0,0,0,0
1Bt4fFwoF3p6KMfM7ET5d66GxWPg2Mdd3r,TRUE,5,0,0,0,0
14qdpR8q1hkrm1rEmJYS6hcC4RyotdwGV5,TRUE,4,27304862,27304862,0,7
15jzkibyFxrB5pYzG7rCkbgSocMyZe52aL,TRUE,4,18295179,18295179,0,9
18B3au9ye5YKbck9b27x3apqSSxgo49tx1,TRUE,4,0,0,0,0
1CtHDWMLGGNGh3ymndGpUtxnU6J74WBqhm,TRUE,4,0,0,0,0
3M3hV7jmSFD7PyddJGcwkAbWaJ5ZbEHKMH,TRUE,4,0,0,0,0
1HdiBQmKWqiX4R2Jzv6GqLRJUt1EQzPekH,TRUE,4,0,0,0,0
1Pn75nAXcD3RLJVaBdARVYnqTwWwvn2yjR,TRUE,4,45929,45929,0,3
1ArPzEkLjDNHEx3PvYWfH3q73EmE54q3vi,TRUE,5,0,0,0,0
1Pkc6LMwD5uu32vkFF4WowD4USjaZs7t9U,TRUE,4,0,0,0,0
18ojqUHceu7QW1V6hY6e8T7jKrPJQ8q6hM,TRUE,4,0,0,0,0
1Jf6E3iVDF43M4ea7RF6n2YNj4K93Um93f,TRUE,4,0,0,0,0
1CNvLWYTchNAbfSY36PrQ269hMB5rEf4V7,TRUE,4,0,0,0,0
1JXe1a5aVR5igCtxnGSnEyZN6ikMr175Qm,TRUE,5,0,0,0,0
1HayjuuZ5U8qHPWh5GFWAqSZ3hPGnTuo8p,TRUE,5,6752644,6752644,0,2
19mcp1x1LbmHJHo8Jctvg4DDAryFfXDzcc,TRUE,4,0,0,0,0
12Zypri1ZCYfKSsCyiFbKy54p5gWMvyfon,TRUE,5,48604616,48604616,0,2
1E47GEWay4sfHwgGbejKotmryzLs3r7Tv2,TRUE,4,0,0,0,0
1Pi8S5MvTs2uF1rvHiPeAJoS8nasMGj361,TRUE,4,0,0,0,0
18ZghEcidKCzcKQ69VCDwU9bQK55na52WG,TRUE,5,0,0,0,0
1QBfCvZUuA3fbXX9bHeeTpqzkYgikvhtXR,TRUE,5,8108000,8108546,546,3
13kjWbj1h8Vbx66XsNNg9UrGW9vmvgGeNt,TRUE,5,0,0,0,0
15dut9dbaZbSKZq27tyuLkjhCEiRaewvvh,TRUE,4,12965713,12965713,0,2
15hcdsqcsH2QoevpuHRM45xKBRC9UBrVha,TRUE,4,26958667,26958667,0,8
1s3E7Q6CrXfYvu9kMXARzWfrbpCDh8pbK,TRUE,1,3510000,3510000,0,3
1PC3q4JgAJvHcpsT2LqwoqVN2ckzAVQoxf,TRUE,4,1966277,1966277,0,2
1LwPAckT7ettEpLEuAU2dBXbqqSd9SrLAD,TRUE,5,1181594,1181594,0,4
17UnXqaH1FEMN1ZJt8ty4Vxq91eTQD9Pnf,TRUE,5,6668591,6668591,0,4
11NT1KhH3aXsRw4LS6PFFrT5fRkdZFmne,TRUE,4,15076153,15086153,10000,5
19k8bc3HQJLZPKz38qCbX1H1PZvgMXkuwb,TRUE,1,0,0,0,0
1HctxwLwjEFCacTPi83me927UBs7aTJ7LF,TRUE,5,40123518,40123518,0,13
1FwUDRvYrJ7yfjYWkM1JchBuFZNZ3pYcjQ,TRUE,4,1000,1000,0,2
15E852ypFkjn8pSUsP3Vk7QegHfHNvpkC5,TRUE,4,0,0,0,0
17uP38EQJ1XTuVunPVoqPag2yg51UFfmKZ,TRUE,1,8372916,8372916,0,6
1MX8BUf7R4rE7xLoaVMyiceX8DE8D3aFQg,TRUE,5,42375914,42375914,0,12
15b3bUWG35GAPwsdCckZBvYCCGm9Awa7AY,TRUE,4,4300000,4300000,0,2
1NpjBxiLhQQ5VVyDMrxESoA5HoHLLQXABa,TRUE,1,13428185,13428185,0,2
17WEP4YMa175HFbr19aVc28ADXS2SSWdn,TRUE,4,40917380,40917380,0,8
1MMoE7y6GpXuvZHty5o53iGm6sMDzegTTG,TRUE,5,4213162,4213162,0,2
1AQYVGVgNEAmJ2TpMeuj7KLFCMPEgdRBNA,TRUE,1,0,0,0,0
1CRZZs75K5GYiHucpkeV8waCenr33Kecs5,TRUE,4,0,0,0,0
1LisQiLaiwa1HZutVFKWhPqfKVUK96Yej8,TRUE,4,7777700,7777700,0,2
1KkpaCJGT64NGnMmh1Ps7JHrq5J3W1FFSS,TRUE,4,0,0,0,0
15xdJ5nhwQCTFGs9AqciPGxgf62hGdWog7,TRUE,1,17406292,17406292,0,2
1DUt5mtqYmahXwN2QJqsRUtkpB2qGUmKT,TRUE,4,36549186,36549186,0,17
1GTzcCBW79F3BtBdN9jx7hqNq65ebbt1Wm,TRUE,5,3995683,3995683,0,2
12t9JFaSt1Sztv9Uta1YWbPT5dTYYiXecr,TRUE,4,0,0,0,0
19s4Nd9oSpKEfT5FPXesMZk8kqgAr2uYYD,TRUE,4,0,0,0,0
1GLJa8dMq9XBaiMhXNJSQjVoNzh2xRanzD,TRUE,5,0,1000,1000,1
12KkDhdBX2zNv24D7SgBBrEBme7eNddvUj,TRUE,4,7116557,7116557,0,4
1EwCEJr5JwpafZx11dcXDtX5QSPJvzth17,TRUE,1,1003783,1003783,0,3
33M2naqbYo1kTtLGX8JPWcW2zkx3BPD251,TRUE,4,1050258,1050258,0,2
1D1nXbBdPmCpy9rPRdtaXjA5ftGzYPPw51,TRUE,5,614417,614417,0,2
1CoY8NBWVc3eMixYDEVdb6YgVVXwpjCnVu,TRUE,5,0,0,0,0
1931VWVqXmbSyEHbtZhP5Fv92tmdkNyx1v,TRUE,4,0,0,0,0
19naMJAmQq6b9XJaSaWpw2MTBBVeW355Ro,TRUE,4,4334168,4334168,0,2
19jEzCpy32rMGk9BfkSd2NgeVhRnXV4V3,TRUE,5,0,0,0,0
1M7np2SEwN416DDjdfYWU69autaCazaszT,TRUE,4,0,0,0,0
16KozpCZz2TnEC7FGxHnPy88E93KmzKAYT,TRUE,4,0,0,0,0
1Gjt8otuWpPrGQCkTzWN9uCqVHYNo6xf3,TRUE,5,1572942,1572942,0,2
1GtdpkxN7izueE1696LQUSRB72Mh71BeNh,TRUE,4,16522213,16522213,0,6
1CEi7Py9hNgMwqPMiCphFuF6SF263v7Yqj,TRUE,1,1378845,1378845,0,2
16yQ1zS2J71JHuNLo8npJYRTsbRLt9LLe1,TRUE,5,17165060,17165060,0,10
1LFP4Pr4dEddcqJnePGSsc8KWTxLcXrL69,TRUE,4,0,0,0,0
17isAHrP2cZSY8vpJrTs8g4MHc1FDXvAMu,TRUE,4,0,0,0,0
3Ano1ijxnFNdFR3n2chwgb8tdLULAh7bnZ,TRUE,4,2720000,2720000,0,8
18oAbhvp7ib8e1zNSVGFR3v8YmqiCeBoFu,TRUE,5,2524130,2524130,0,3
3FWXaUG3p1HsnSAqoK2tnuYGMPeU3MBtxv,TRUE,4,0,0,0,0
3LTFSnPnjLawCiKYa52Eyg13Es4qAu78G3,TRUE,5,0,0,0,0
1JRa6eUCW7kdsX3DYAx5GSMzBF7gUqa51i,TRUE,4,0,0,0,0
1MnUgqSkToq3j7ozwjSh54m1WxWZ3Xqym6,TRUE,4,24167993,24167993,0,5
1DizniLKc16G3C4Sv4LfwT4cDFY6P2TUZ1,TRUE,5,0,0,0,0
