0,0.00002972,0.00002972,1,0
0,0.008,0.008,1,0
0,50.00001094,50.00001094,3,0
2.0005,2.0005,0,2,1
0,0.00000584,0.00000584,1,0
0.9,0.9,0,2,1
0,0.0009,0.0009,1,0
0.001,0.001,0,2,1
0.75,0.75,0,2,1
1.2,1.2,0,2,1
0.3,0.3,0,2,1
1,1,0,2,1
0,0.1,0.1,1,0
0.56,0.56,0,2,1
0.8,0.8,0,2,1
0,0.00000546,0.00000546,1,0
3,3,0,2,1
5.1,5.1,0,2,1
0,0.00000001,0.00000001,1,0
1.25,1.25,0,4,1
2,2,0,2,1
0,0.0053,0.0053,1,0
0,0.01,0.01,1,0
1.25,1.25,0,2,1
0.5,0.5,0,2,1
0,0.037,0.037,1,0
0,0.00000765,0.00000765,1,0
0,0.0000531,0.0000531,1,0
0,0.00005,0.00005,1,0
3.6,3.6,0,6,1
0,0.00000966,0.00000966,1,0
0.6,0.6,0,2,1
0,2,2,1,0
4,4,0,2,1
0,0.0002,0.0002,1,0
0.262542,0.262542,0,2,1
0,0.00001,0.00001,1,0
0,0.001,0.001,1,0
0.4,0.4,0,2,1
0,0.00007513,0.00007513,1,0
1.5,1.5,0,2,1
0,0.00000548,0.00000548,1,0
0,0.0035,0.0035,1,0
0,0.00000608,0.00000608,1,0
0.00001,0.00002,0.00001,3,0
0,0.00008354,0.00008354,1,0
0,0.005,0.005,1,0
0,0.000025,0.000025,1,0
0,0.00003484,0.00003484,1,0
0,0.0000757,0.0000757,1,0
0.7154,0.7154,0,2,1
0,0.00013,0.00013,1,0
0,0.000055,0.000055,1,0
0,0.0000646,0.0000646,1,0
0,1,1,1,0
0,0.05,0.05,1,0
2.5,2.5,0,2,1
0,0.00003,0.00003,1,0
5,5,0,2,1
3.6,3.6,0,4,1
1.2505,1.2505,0,2,1
0,0.0001,0.0001,1,0
0,0.0006,0.0006,2,0
0,0.5,0.5,1,0
2,2,0,10,1
0,0.0025,0.0025,1,0
0.7,0.7,0,2,1
0,0.0000087,0.0000087,1,0
0,0.0015,0.0015,1,0
0.00003,0.00003546,0.00000546,3,0
0,0.00002092,0.00002092,1,0
0,10,10,1,0
0,0.00000908,0.00000908,1,0
0,0.0017,0.0017,1,0
0,0.00000869,0.00000869,1,0
0,0.0007288,0.0007288,1,0
0,0.2,0.2,1,0
0,0.000006,0.000006,1,0
2.4,2.4,0,4,1
1,1,0,4,1
0,0.00011,0.00011,2,0
0,0.00001024,0.00001024,1,0
0.00013,0.00019,0.00006,4,0
0,0.0000057,0.0000057,1,0
0.0001,0.0002,0.0001,3,0
0.375,0.375,0,2,1
4.8,4.8,0,8,1
0,0.0008757,0.0008757,1,0
0.00001092,0.00001638,0.00000546,5,0
0,0.00006,0.00006,1,0
0,0.025,0.025,1,0
1.4,1.4,0,2,1
0,0.0005,0.0005,1,0
0.32,0.32,0,2,1
0,0.0000962,0.0000962,1,0
4.1,4.1,0,2,1
0.5098,0.5098,0,4,1
2.4,2.4,0,2,1
0,0.00006,0.00006,2,0
0,0.0000548,0.0000548,1,0
0.00000546,0.00001092,0.00000546,3,0
0.00000546,0.00001092,0.00000546,2,0
0,0.0008,0.0008,1,0
2.02,2.02,0,2,1
0.005,0.00500546,0.00000546,3,0
0.1,0.1,0,2,1
4,4,0,4,1
0.08562874,0.0861665,0.00053776,4,1
1.0005,1.0005,0,2,1
0.3017,0.3017,0,2,1
0,0.00005497,0.00005497,1,0
0,0.000274,0.000274,5,0
3.08,3.08,0,2,1
0.00003784,0.00003784,0,2,1
0,0.0000273,0.0000273,1,0
0.5,0.5,0,6,1
0,0.00001247,0.00001247,2,0
0,0.00001248,0.00001248,1,0
0.0008,0.00081092,0.00001092,6,0
0,0.01000005,0.01000005,1,0
0,0.007,0.007,1,0
0,0.0000288,0.0000288,1,0
0,50,50,1,0
0,0.000036,0.000036,3,0
0.06,0.06,0,2,1
0.00000546,0.00001146,0.000006,2,0
4.1,4.1,0,4,1
0,0.0006,0.0006,1,0
0,0.0000543,0.0000543,1,0
0,0.0003,0.0003,1,0
0,0.004,0.004,1,0
0,0.0005512,0.0005512,1,0
2.8,2.8,0,4,1
0.2,0.2,0,2,1
0,0.00001093,0.00001093,2,0
0,0.0000813,0.0000813,1,0
3,3,0,4,1
6,6,0,6,1
0,0.00011,0.00011,1,0
0,0.0012,0.0012,1,0
0.00000546,0.00000546,0,2,1
0,0.015,0.015,1,0
0.17,0.17,0,2,1
5.5,5.5,0,2,1
1.0098,1.0098,0,4,1
0.0016,0.00160546,0.00000546,6,0
0.25,0.25,0,2,1
0,0.002,0.002,1,0
0,0.22131225,0.22131225,1,1
0,0.00011479,0.00011479,1,0
0,0.00059255,0.00059255,1,0
0.96666888,0.96666888,0,8,1
0,0.0004,0.0004,1,0
0.00003,0.00004092,0.00001092,4,0
2.45995138,2.45995685,0.00000547,533,0
0,0.00128,0.00128,1,0
0,0.02424,0.02424,1,0
0,0.01178361,0.01178361,1,0
0,0.0002194,0.0002194,1,0
0.00294489,0.00334503,0.00040014,4,0
0.01663934,0.01753934,0.0009,3,0
0,0.00098168,0.00098168,1,0
0.096,0.096,0,2,1
0.0050206,0.00508456,0.00006396,2,0
0.13763118,0.13763118,0,4,1
0.0050546,0.01017496,0.00512036,5,0
0,0.0001041,0.0001041,1,0
0,0.00074917,0.00074917,1,0
0.34656533,0.34656534,0.00000001,3,0
0,0.00009992,0.00009992,1,0
0.001292,0.0013,0.000008,2,0
0,0.00816903,0.00816903,1,0
0.01806731,0.01806731,0,3,1
0,0.00041,0.00041,2,0
0,0.00090288,0.00090288,1,0
0,0.16605963,0.16605963,2,0
0.7378,0.7378,0,2,1
0.0272,0.0272,0,8,1
0,0.0001485,0.0001485,1,0
0,0.00051037,0.00051037,1,0
0,0.31283374,0.31283374,1,0
0.54330392,0.54330392,0,12,1
0.42266,0.42266,0,3,1
0.30783388,0.31445,0.00661612,3,0
0.5005,0.5005,0,4,1
0.00027908,0.00027908,0,2,1
0,0.02074168,0.02074168,1,0
0.1029,0.103,0.0001,5,0
0,0.000536,0.000536,1,0
0,0.00346562,0.00346562,1,0
0,0.00000033,0.00000033,1,0
0,0.00001565,0.00001565,1,0
29.1720129,29.1720129,0,31,1
0.62441302,0.62441302,0,7,1
0,0.00007465,0.00007465,1,0
0.17871173,0.17871173,0,3,1
8.68243041,8.68243041,0,2,1
0.18945914,0.18945914,0,12,1
0.08164746,0.08164746,0,2,1
0,0.00293706,0.00293706,1,0
0,0.00558355,0.00558355,1,0
0.50617928,0.50720128,0.001022,6,0
0,0.00013765,0.00013765,1,0
0,0.0000337,0.0000337,1,0
1.20956532,1.20957092,0.0000056,6,0
0.1405576,0.1405576,0,3,1
0.52261372,0.52261372,0,4,1
0,0.00035414,0.00035414,1,0
0,0.0115,0.0115,1,0
0,0.01054414,0.01054414,1,0
0.15016412,0.15016412,0,4,1
0.00048966,0.00048966,0,4,1
0.02952696,0.02967196,0.000145,3,0
0,0.00004744,0.00004744,1,0
0,0.00119886,0.00119886,1,0
0.01194026,0.01204995,0.00010969,24,0
0,0.00051238,0.00051238,1,0
0.19643247,0.22031585,0.02388338,3,0
0,0.00019,0.00019,1,0
0,0.00125661,0.00125661,1,0
0.43951165,0.44351432,0.00400267,3,0
0,0.03347408,0.03347408,1,0
0.056149,0.168247,0.112098,3,0
0.4915,0.4915,0,2,1
0,0.00010435,0.00010435,1,0
0,0.015625,0.015625,1,0
0.90022957,0.90039151,0.00016194,42,0
0,0.00000626,0.00000626,1,0
0.3454228,0.3454228,0,11,1
0.10336746,0.10391589,0.00054843,9,0
0.1275834,0.1281834,0.0006,26,0
0,0.00012258,0.00012258,12,0
1.2408,1.2408,0,2,1
0,0.00017404,0.00017404,1,0
0.00015,0.00021,0.00006,4,0
0.00012636,0.00013182,0.00000546,3,0
0,0.0002276,0.0002276,2,0
0.52000681,1.07109782,0.55109101,5,0
0,50.00000547,50.00000547,2,0
0.04761198,0.04961004,0.00199806,73,0
0,0.00003703,0.00003703,1,0
0.82237157,0.82237157,0,16,1
0.00001104,0.00500546,0.00499442,3,0
0.912,0.912,0,4,1
0,0.001075,0.001075,2,0
0.01850225,0.02183868,0.00333643,5,0
0,0.00045312,0.00045312,1,0
0.02123894,0.02123894,0,15,1
0,0.06000546,0.06000546,4,0
0.51618651,0.51618651,0,7,1
0.16851901,0.16851901,0,10,1
105.7998,105.7998,0,17,1
0,0.07396534,0.07396534,1,0
0,0.00102042,0.00102042,1,0
0,0.01333616,0.01333616,1,0
0,0.00148649,0.00148649,1,0
0.63052257,0.63052257,0,34,1
0,0.00002862,0.00002862,1,0
0,0.01367841,0.01367841,1,0
0,0.0060085,0.0060085,1,0
0,0.00014702,0.00014702,1,0
0,0.00001768,0.00001768,1,0
0.15382094,0.15382094,0,3,1
0,0.00001062,0.00001062,1,0
0,0.00017679,0.00017679,1,0
0,0.0127294,0.0127294,5,0
0.67240678,0.67240678,0,8,1
0.00054097,0.00057325,0.00003228,5,0
