0.2734,0.2734,0,2,1
0,0.02678469,0.02678469,2,0
0,0.03601689,0.03601689,1,0
0,0.0000162,0.0000162,1,0
0.00011836,0.00011836,0,2,0
0,0.00666,0.00666,1,0
0,0.0001422,0.0001422,1,0
0.48604616,0.48604616,0,2,1
0.00220238,0.002461,0.00025862,3,0
0,0.00008874,0.00008874,1,0
0,0.000512,0.000512,1,0
0,0.00002,0.00002,1,0
1.52E+03,1.52E+03,6.12932559,658,1
3.50345871,3.50345871,0,27,1
0,0.0000361,0.0000361,1,0
0,0.00000906,0.00000906,1,0
0,0.00042711,0.00042711,1,0
0.27991416,0.27991416,0,5,1
0.00000555,0.00000555,0,2,1
0,0.00241008,0.00241008,1,0
0,0.00214773,0.00214773,1,0
0,0.00128845,0.00128845,1,0
0.00000546,0.00001092,0.00000546,2,0
0,0.00276246,0.00276246,1,0
0,0.00803254,0.00803254,1,0
0.341457,0.341457,0,4,1
0.52050768,0.68466768,0.16416,3,0
0.0006833,0.0008223,0.000139,8,0
0.000308,0.00040546,0.00009746,3,0
0,0.0003,0.0003,1,0
0,0.00020545,0.00020545,1,0
0.14742445,0.14742445,0,5,1
0,0.01328811,0.01328811,1,0
2.8147523,2.8147523,0,11,1
0,0.00003632,0.00003632,1,0
0,0.00006117,0.00006117,1,0
0,0.00120698,0.00120698,1,0
0,0.00008354,0.00008354,1,0
0,0.00001,0.00001,1,0
0,0.00500002,0.00500002,3,0
0.13417,0.13417,0,2,1
0,0.00209985,0.00209985,1,0
0,0.00228659,0.00228659,1,0
0.0896,0.0896,0,2,1
0,0.00553612,0.00553612,1,0
0,0.00016034,0.00016034,1,0
0,0.01001347,0.01001347,1,0
0,0.00001067,0.00001067,1,0
0,0.00001361,0.00001361,1,0
0,0.00015699,0.00015699,2,0
0,0.00001,0.00001,2,0
0.24167993,0.24167993,0,5,1
0,0.00004249,0.00004249,1,0
0.14637935,0.14637935,0,2,1
0.10378055,0.10378055,0,2,1
0,0.00239619,0.00239619,1,0
2.45094572,2.45094572,0,1,1
0.73129565,0.73166123,0.00036558,15,0
0.8871656,0.8871656,0,13,1
2.39377742,2.39377742,0,18,1
0,0.01978421,0.01978421,1,0
0,0.00010349,0.00010349,1,0
0,0.00004914,0.00004914,1,0
0,0.000007,0.000007,1,0
0,0.0006,0.0006,2,0
0,0.0000548,0.0000548,1,0
0.00201029,0.00202749,0.0000172,13,0
2.38403466,2.38403466,0,13,1
0,0.00019133,0.00019133,1,0
0.63123674,0.63123674,0,11,1
0,0.002,0.002,1,0
0,0.00001,0.00001,1,0
0.5553606,0.5553606,0,12,1
0.52225862,0.52225862,0,34,1
0,0.00826912,0.00826912,1,0
0,0.001,0.001,1,0
