27340000,27340000,0,2,1
0,2678469,2678469,2,0
0,3601689,3601689,1,0
0,1620,1620,1,0
11836,11836,0,2,0
0,666000,666000,1,0
0,14220,14220,1,0
48604616,48604616,0,2,1
220238,246100,25862,3,0
0,8874,8874,1,0
0,51200,51200,1,0
0,2000,2000,1,0
1.52E+11,1.52E+11,612932559,658,1
350345871,350345871,0,27,1
0,3610,3610,1,0
0,906,906,1,0
0,42711,42711,1,0
27991416,27991416,0,5,1
555,555,0,2,1
0,241008,241008,1,0
0,214773,214773,1,0
0,128845,128845,1,0
546,1092,546,2,0
0,276246,276246,1,0
0,803254,803254,1,0
34145700,34145700,0,4,1
52050768,68466768,16416000,3,0
68330,82230,13900,8,0
30800,40546,9746,3,0
0,30000,30000,1,0
0,20545,20545,1,0
14742445,14742445,0,5,1
0,1328811,1328811,1,0
281475230,281475230,0,11,1
0,3632,3632,1,0
0,6117,6117,1,0
0,120698,120698,1,0
0,8354,8354,1,0
0,1000,1000,1,0
0,500002,500002,3,0
13417000,13417000,0,2,1
0,209985,209985,1,0
0,228659,228659,1,0
8960000,8960000,0,2,1
0,553612,553612,1,0
0,16034,16034,1,0
0,1001347,1001347,1,0
0,1067,1067,1,0
0,1361,1361,1,0
0,15699,15699,2,0
0,1000,1000,2,0
24167993,24167993,0,5,1
0,4249,4249,1,0
14637935,14637935,0,2,1
10378055,10378055,0,2,1
0,239619,239619,1,0
245094572,245094572,0,1,1
73129565,73166123,36558,15,0
88716560,88716560,0,13,1
239377742,239377742,0,18,1
0,1978421,1978421,1,0
0,10349,10349,1,0
0,4914,4914,1,0
0,700,700,1,0
0,60000,60000,2,0
0,5480,5480,1,0
201029,202749,1720,13,0
238403466,238403466,0,13,1
0,19133,19133,1,0
63123674,63123674,0,11,1
0,200000,200000,1,0
0,1000,1000,1,0
55536060,55536060,0,12,1
52225862,52225862,0,34,1
0,826912,826912,1,0
0,100000,100000,1,0
0,972,972,1,0
0,61938,61938,1,0
0,9485559,9485559,1,1
1006113,1738617,732504,11,0
0,184167,184167,1,0
4761198,4961004,199806,73,0
380309,434292,53983,5,0
1748215,1748762,547,3,0
0,5753,5753,1,0
0,103082,103082,1,0
0,182009,182009,1,0
170968508,170969508,1000,5,0
6000000,6000000,0,2,1
0,105162,105162,1,0
0,2956,2956,1,0
0,973604,973604,1,0
24325115,29863873,5538758,16,0
0,1528863,1528863,3,0
50171590,50171590,0,4,1
