wallet_address,malicious,bitcoin_spent,bitcoin_received,total_balance,total_transactions
12qMiXs1pwkrrLXFmB1LBcvWqRbMh96BGW,False,0,364832,364832,1
127uKGL9Yt8XNkQdXFF4hkuxanQE2xekM6,False,0,17480,17480,1
12TubRvY6edsXo51wgStkgR38P5Q2GSQrK,False,0,1001681,1001681,1
12cyevXVPiUr7pbt4S68iQZbdmYSLbxT9z,False,0,1955,1955,1
129AcZvWhdcBcB63vLvn4qvssmHSFqWMEU,False,0,1528863,1528863,3
12jbxuLdykiqH2rwUdbLtNUYFU5oHdWyyR,False,0,220890,220890,1
12BS8irSAmC2JdHg87mbLWaxLa3ZNceX9Z,False,0,145675,145675,1
12XGZC4Z4gEFd1QLrtYRiBwEsqrwfNnyjq,False,0,1007231,1007231,1
11jD5YETSqJZX7mfVhCZjWfGF5SDMdbDb,False,0,1000,1000,1
12S6wCejWLPHofXHbziKx9KXDHP56aDVCN,False,0,187915,187915,1
127p75L6kidXHva1aoBW5bZjaXCscMXw5N,False,0,3895,3895,1
12PDMtH4A3qrSX3S5k7x9wLuagJhQgqecd,False,0,666000,666000,1
12ZmKXYXHbgEucVwLqGQ8LfN1GMToUq9J2,False,0,211770,211770,1
12S9qfn8VqquBs76iSA5dnXvAwXbjipeLr,False,0,6500000,6500000,1
1166RJUidQNKurFK7XbRW2uZWh1h7MeW83,False,0,924880,924880,1
12uSk1mUCo17LK78ums4RXVcrdHZxcdQWD,False,0,1000000,1000000,1
12AB9A2YFzCHVFUDG7749mY95Cg6bHK7w6,False,0,1000005,1000005,1
12Xr8GbNBMifE4XnHEQSM5ikUJbGF87hfF,False,0,1994,1994,1
12UaCPA6EzZtXgV8H3deXRw62GaizZGaaP,False,0,480073,480073,1
12upmwdPW4r8wJJ1v49FwnPAWuc725ptFq,False,3795898,3898906,103008,2
12oiXHqgcsYamqqCqaZ9FGxPTEnZQjioDr,False,0,43060,43060,1
12iWJaqT3Mcxb4EXanoYAubNwDGSdZMAxN,False,160000,202184,42184,13
12ihKNmupPFrfadiiG6aNJJSzifn2gGTBT,False,593540,600000,6460,4
12TsdLrbfxqtttEkWdYLjGLWfG9eDXCPVx,False,0,100000,100000,1
116F4gGXyGXyaCtGed9pfNozcy5ZHXNgZj,False,0,536900,536900,1
122mcw13umDB8qDmRrUY7beqfkQF1xzyCp,False,0,239619,239619,1
12gzkb8mdVrS9gLEqmNjLsLBEcqdsenZR4,False,0,69969,69969,1
12gYL1cEGmFkYKRHGtSy68ZkR1DPvvBbCY,False,0,125913,125913,1
12i8pkMwasMP6enp9mrwwLtgLmkS3jwLhZ,False,9463468,35298570,25835102,6
12Apw4Qh7e8tLN79mxqiXyEDRXPWkEmDGQ,False,0,100000,100000,1
12HFH48XFkJiJj9yQoz8LoKSFZKpBiUCkF,False,0,4341223,4341223,1
122j4jTCtR1kxhjh5Z3B7rSSc5AZQ4ZkNU,False,0,3000,3000,1
12u6HqqRZCtpXREFVWacHrCL7kNMRw7mA5,False,0,48243,48243,1
12ZDvbNi14YPe9uG2bSAZkkUXqVGiUJ9TM,False,0,658758,658758,1
12EL6Ajw5iKLsQChFGqrgxezzZ61oGS88k,False,1008296,1323795,315499,46
12Q4No5UTEdJ5Y88kLCApPmZKPqL99WpdX,False,0,6435979,6435979,1
12KnYnYYg3FK9UMvyeBJ5XaDj6d8QfY9zp,False,0,4333,4333,1
113WrhDReT7wz5x4F93rYYX7rePd1a8Re1,False,0,29686,29686,1
125xS9QGnAjnw3Q51TbgB2jdo5VXnzm9eU,False,0,10500000,10500000,3
12dnDS5zyqk1n4TQ5QT2NcLS23kKVMNWbw,False,0,38844,38844,2
12UWAtzMxCvADHJgvfqdNxsEHcD6gqvv4U,False,0,2004372,2004372,1
114VM12WcX4ojpFrGFTXAYCKFnxDecr5Zp,False,0,5500,5500,1
127s2zGLq83HezqY9XyHFMbppmsMpE3YXV,False,0,2096397,2096397,1
12stog1HqCaNQ52w8EyKzTB1w8x3zjRuWW,False,0,546,546,1
121LzJM7qv9EZsoaTepwUcSSaNyqg8jYYT,False,4894547,5200000,305453,2
123kEpeJSEfhy9pcWTxKrQCjwjvr8pDK6K,False,0,367432,367432,1
12A8427FsbViBpQj77eBmUtU8hY47fFetf,False,1480159,1492536,12377,5
12ddZgCyDVaaVuMk14v63yoPnEzthoWHQ3,False,0,14989019,14989019,2
12FCLfXHMkw1ChU2VuLcnMgzWzkUiCkcSc,False,0,1007300,1007300,1
12mVti6PLerDRCxyS32UMBP8jsyYXCgdGb,False,0,2027,2027,1
12Lkon3MA5gLfGcdZeGLnghXAErFaKjkvz,False,0,16396,16396,1
115bBEm3Q9rnX2CJbuoHuL5uHPtK5PmTL9,False,3100000,3148534,48534,4
12LBmZ4ivDuaygSpcWWFCF4nVtBxVnHQAN,False,0,730063,730063,1
12Vg3YVjebsEuEqvq6ggMWY3okMjKHLXBJ,False,0,817100,817100,1
12sKyndU35bmv5CSHVpkDc42cy42BZJJg8,False,0,546,546,1
125HTyoee2XjP49AYxKbRHF6DmuvDNE5Gf,False,0,5495,5495,1
114HCr3mKMUz3w9EzhXhkshaj1Gf3srEaW,False,0,1088584,1088584,48
12rkt6XA5B93Mzhxufcy9wvbLuck5SE41Y,False,0,106487,106487,1
12P4sz6dj4YHtpXZYprfNfyNeZPPe5wyjW,False,501770,507685,5915,3
12ehw1vM8ZRGYB9nRM915SfAirvgahY32f,False,0,3139,3139,1
12UA2DvKQH1D1DtgEoK6vFDqhAARURvE3g,False,120956532,120957092,560,6
12PhAQ13TFq8Y1yCQvC2GGfHBXG6qK58u2,False,0,731,731,1
12GuxR1TiH1GC7pUtBA1293wc5xwPziw9L,False,25189655460,25189658190,2730,35
114oYPUaFgnLLRKsozuexRMgMaVXWMQCfz,False,409873475,410175363,301888,45
12aUbjzVKPWSyDMFL3s3qSoM9puQJ5Yjbr,False,0,15057797,15057797,1
12MEh5hhC4fvjdTju2w11YqX28cP26xFmz,False,0,811410,811410,1
12CYRGRk6NFbPXmoEGFy94zs7oKpLLidSj,False,0,90987,90987,1
12bUHuXWkz8jyhA67NvKkpeDSjd7ibXZjV,False,0,11173,11173,1
12JTn67J54tXXhGcxu6myJBZiJiukLZ23g,False,0,1000,1000,1
125K94E66xV4RokWzS9zu47pJSuvFxHTcq,False,0,174177,174177,1
12CDM1EMY9fR4gJR4z1aq2GyTPMDfjBeQg,False,695968,718032,22064,46
12gQ9JchpxECPVc3BMDKSvfQWtFkpq3BFb,False,0,290564,290564,2
12CbjTdZVfPEFFFqeihBG9NHZfz4YQY6DS,False,0,546,546,1
1269pqaWr6GVmUyb7JtePSJzNY8rUtfCsY,False,0,1,1,1
12daU3AQipc8y6zoewwFEQiDdmB9SPZAG3,False,0,8491,8491,1
1161ybB4AGdvVdcZgrjhGBN2jmss8nkwVz,False,0,5480,5480,1
121mz31eYmTNp8JF5t8LEPVUzcLzuS6eWe,False,0,971816,971816,1
116G7678wtvzJjjSNfFbyrE8Xjkv7XjR6G,False,0,11382,11382,1
12YVdRccR2dj1u5ZYBXzxYaSPHZFuBeFCg,False,0,6000,6000,1
12nGPNauPCC1LLwWp2CTYqCTXbpsHYRmqi,False,0,23975,23975,1
1228nyqMh36M87To9VjSaRRssMbGCANQt4,False,683653,744407,60754,4
12aCTR3pe3SjFSKfBheiNzsPUgAtmMsfWT,False,0,17054,17054,1
1267Nxo5Fh5B9qFJV6fX3tpEgAcokddPRB,False,0,50476,50476,1
12MHkqPSpYNEK72gMYJvrgpY9UuLgPb7U8,False,0,727402,727402,1
12dZtKPRep4euxJ5FUY9vorcHvxCPQfu3W,False,0,2424000,2424000,1
128UpfxLm67uDMrTZjQtU6QQ1kJXonXbSf,False,0,11304,11304,1
1255ZDDguppL38Z7TaBjk72Hd9BpiqFBpJ,False,0,844990,844990,1
12icV4HeoBeoReMdzEChDpbNmzzgogfzu9,False,0,1000380,1000380,1
12LD9Fby2c3kUAPCcqiz5oqMEDMsmcULi6,False,0,1183030,1183030,1
12DpC3NFWvdSRzSsCR8JRkAP4kk8K1cbUd,False,8306088,9065972,759884,17
124ku4TcYVTNhmCxqCRmmxodHdN6Sqrf5R,False,6000,6546,546,4
127AW2jb6jhkRjAxwjagS7HEuP9XuikdoX,False,0,689,689,1
12RVWQ5aHqf22CzyKc5SceviUsjiBY83jY,False,0,49403,49403,1
12ncGX8Ro1CLCx5UE8dJZ8qwNYsYyRh5Af,False,4761198,4961004,199806,73
12eP3Ju2xZ9kDF5CbWjSpBSziJ4XXnUeAY,False,0,159310,159310,1
128unfbZTmmufdc5ooQRqwZ9w7yfVp4wDd,False,0,457445,457445,1
12CXKbvC3EJHtTkw8CnM5V5u8WmfoJRJ9K,False,0,1539139387,1539139387,1
12rmqEKK2a7pCHRXCf8bT76ygM81BAvTiU,False,646009,944984,298975,6
125zpCSaRyV4YNA21sb3sd7wEES2kfbXiF,False,0,16940,16940,1
12dK4Ef61wUYW5GGsLnT7BR4RBDYkrgd9m,False,0,20000,20000,1
12SQDBL7n6UkndSe2KVkNXDaWBqiJK2xHG,False,896908,944472,47564,61
1288dQowySFSj5kqSqzKxjfPVcWsmu2QVM,False,0,29960000,29960000,1
113c8b3PSruRnigLAXc9J6LDCRPyMdMRhe,False,0,747700,747700,1
12YEkihwAJbR1jxMFZVYcxEFXZJ5gzf4Uy,False,0,164713,164713,1
12ri1QZ1EmZxU8dnkBXnYKoPv1UZUScV9Z,False,0,416575,416575,1
12rnoXLQpyaYMhqUBNLXCCLHf1k4NVp19w,False,0,119838,119838,1
12UGZAgNhvhSqjx7FWD558f89oqNZCcaBo,False,35276,35276,0,2
12WGZd3beEYXUFyhDBTkgvr7EZTPAHGUCf,False,0,47516,47516,1
11DapibusRisusSitAmetXXXXXXZ1KCWE,False,0,2,2,1
12cZyQTEDvhhc6DH4E2hiHfsDRBr21249e,False,0,106763,106763,1
12EpTARrTd13VDQ8N39ZyT4WnZ64ojcHyX,False,0,4228,4228,1
12V5q51WH2Pq43Q5e3UePqvVUSVoBAgaWQ,False,0,211418,211418,1
12T7C9i7dzLfYhqu9beS1rztnLfSZbGonP,False,0,24900000,24900000,6
12e1D5PHPJZNBP2P9c651FnCrS9hHNMD5u,False,0,1325,1325,1
12FdUhTsaCAQoi2thJg14fJaT9XyG7Egin,False,0,1880000,1880000,1
12LNygHmxA1fxtgEnQzThJfWR986cBgz3p,False,0,2114000,2114000,1
12s2XatJ1AMt3Zf3MGwNFhQ6sNaayyEsgW,False,0,300890,300890,1
128tDzBv9UZPVkX8JrV1H2v9HGtDbgbjnm,False,0,8766,8766,1
1217hHKAgFqex685LFeTCKJCSyaQP6M2qB,False,0,1000,1000,1
12bKHgPAqsEwnCFQ5LbnoNMWQg7jUUmPu1,False,52050768,68466768,16416000,3
114NY2uvShdCEYAH5cr14M2cMBWaU4a7Xu,False,0,1405539,1405539,1
12n6NiowhSneXjEe8mwRfWF1oMypjpJUfZ,False,0,77451,77451,1
123hLhsfBcPCwbJNGD3qspp8hvEZzfXarL,False,0,1354,1354,1
12qpEDHcc1CNQ2k3DUXCghqKzVzrq9cNVK,False,0,1000,1000,1
12eVvicp2hB59TfobyoAgK5CHNz5JX7gNz,False,0,19108802,19108802,1
12TXQ9L9zujw3EHxYV4qvcvaPeVazAzfqh,False,0,13959,13959,1
12oVFgbFcH82R3kwiurTm18rxW32JmhnQQ,False,0,3388000,3388000,2
12DqQJqBEkszXpriaf4xQ3zeF8tT2qNRQ9,False,1550309,1560990,10681,3
12fwmThsvHfYNb2cXpLdDzLiKSLVJiiK2G,False,0,17928,17928,1
113cpR9aqAGyC4Dq3LjETyLCd8ciG2qtEg,False,0,76534,76534,1
12T3o6yFXSi7byMzsFCpMz7DxSW1hzG9aG,False,0,100000,100000,1
12RD6kr16Y1hyasgp4CeeZ7KYKrr9ToBBf,False,419400,465377,45977,3
12Di3w3j2i4wJTGvcauDfZNkCTsjM62NpU,False,0,2664181,2664181,1
12oWfcPbwTZLm4W2QDRnKfhWnZ6tGDd3Z7,False,0,229269,229269,1
12Ys29xPhVBKun8Ef3TWheEytvLzkCwJAi,False,430789,430789,0,2
12kyQ6o1Hapqd7XHKzirEnkcJwAuhJCK9m,False,0,3000,3000,1
12K2Xxjq9YiqjBTzjFbSg4AwLLYUu5umKg,False,500000,500546,546,3
11qLqfZEov2PZ79XTXKE2MeJqvexyVdfs,False,0,219351,219351,1
12d5TLvaiCyUJttvccXLYMrbtP4BtVPgEh,False,3344530,3355943,11413,17
12dULs2dngB99iq83DGrbUXcGb4KM4DTh7,False,0,89110,89110,1
12FX9fwk3ArRyd3pLFHth1rYpdZVbzwPrx,False,0,43145417,43145417,1
12T3HA5c7VwKdj314TKH4cH1cJumrXZyve,False,0,22941,22941,2
12MouUWJfFY7L5cgbreqQkiV24owyk59QG,False,0,27570,27570,1
123L8qCwo58FtVysXkamGDA3Wt1rDFzdNc,False,0,314997,314997,1
12ako9ucY5Xxj1nopEGc3pNHWi1CG5HJch,False,0,6062,6062,1
122u6EzmKr4FTUYS2aDpf9G7u2mabPVF2Z,False,485098855,485099947,1092,22
12AuidrKcH913aWmh18V37z18ENdpzd4Hz,False,0,565676,565676,114
12Yg7Yi2HK7uKL3XwRqAqGp9Mqxux5TGgJ,False,113660000,114640000,980000,7
12AuUJCP6fygLzAgK4bLBBbF9sBdG8qduq,False,0,123207,123207,1
124MxEJaf7k7VJUv5tKayzBuw5TQSCPHAK,False,1289160,1300160,11000,3
12pRMW6zQVPbKhVS1C1Zua4zCkkQTyMYi1,False,0,158800,158800,1
12Ui2U2JCg5ZzdhSYj6Td9PN3pLBVTpp2d,False,0,2506798,2506798,1
12m3S5JeV3iZX9mQ4FByYUxBvY5dUm6uxc,False,0,1739,1739,1
113EqbXRRKhTAtQ95EcEXb7K2de2vHANMY,False,0,2062776,2062776,1
12ofCDvmeyTb3Lxexc6BFwaFa2xPHDNB9T,False,0,25498,25498,1
129zpki9h5xeHXw7rzXXYNmG9Tx58LEYDb,False,1320,502730,501410,3
12EUQFUgMYEq5TNJjjtsTmsjppVZmC5hxx,False,0,1000,1000,1
12Aqr8kzfaRadgwZjD7RVXb4ADMPGaxfK1,False,8794526,9880544,1086018,18
127JVxvTtwcSpe5pEN3pLVM7U8QrCHBFA6,False,0,27368,27368,1
122WemDcQzkvt7zydXW8j6k7dt8ktGHhKX,False,685908728,685988290,79562,23
12jo1pFQNkzJnprzc6N3qZznPnwUbDrty5,False,0,111296,111296,1
12MMJDaxRE3icH2ukqYF14eB3ePHJDytSH,False,0,51574,51574,6
12n9pREz4S6aMTacWjQqPmnESoKGXaAVwm,False,0,49644,49644,1
12uLD4gVcJb3gFgeeu8MVVHvcv3wHppy71,False,0,960657,960657,2
12GCHYMSKbPb5gqcmM6yDMQt1QzKSCuqut,False,0,19903,19903,1
12YyYn2FRamdmFZ1cPBi8ydcRRPW7N1kgx,False,0,2500,2500,1
12fUWxadAdFgN4X2jqaJNQb1GdX2GUzV44,False,6198029431,6198539695,510264,450
12KfAYXpoQA5iw1M6LZbH6HNFdQu5PN3Lr,False,0,179099,179099,1
122gUvUQmdtwXtHcLvPXyPXbZoJ1WW6WwB,False,0,9021,9021,1
12ReKAf8e5avufR2xnN5dx1ko7fZacM1qX,False,0,24646,24646,2
12NrwYK11B1DJSFnZpu1RMRQwCMPCgKVaX,False,0,13145,13145,1
12AuQbimtiusyM8rUzMzbh5V9qDBwVGD2o,False,0,14850,14850,1
123Yzka4Z83CRtcjtWNp7oak6cTN4ieJN7,False,0,7853723,7853723,2
12Aaih1NY9suQZZpi8oinDhVYAJEAomqbG,False,0,3660575,3660575,1
12Y6CGR9DeK6pJBPEJxDAXA4FnmSJE6Lg9,False,135974173,136069313,95140,5
12Xzt2zZr4hpjCTDzxEGRBdkRwL2d31612,False,502000,2201190,1699190,15
12KGtQkhCFkUDNm8VHGZYtfxZS5nwsADdH,False,0,546,546,1
12gyK9Dtzqiy9KGiRJKuxkpztjmYcwmBNJ,False,0,760,760,1
12k38TVUt3VuMAMW1zsujCTxguUDvMFS49,False,0,1390000000,1390000000,1
129jd5iZiqWmqXCH3YUNfrXWZ2xWedTkqE,False,26754,37674,10920,118
12KFzM4mg4UqymnK4wMtKiwj3yfirCLc73,False,0,26519,26519,1
125QTiYnu4cBcWjt22kUz8FcYLAbBR7vQ6,False,0,124900,124900,1
12Z6MocmYy6TFDU6cvPjGiY7jLPnXZyM3n,False,0,21306,21306,2
12XEyLLxhCgUjExWjjPaG4Vnq5PxyrYHhA,False,0,169242,169242,1
12GS3Fkh5tK4bq4555gxCaFU8HhqbagUoN,False,0,3034447,3034447,1
12fgaMHec6XGTWrjLDKg5YvKuWR4MLDmsz,False,0,21896,21896,1
12HwJerxeWhzRdErYjK6Tz18nJZWXE17yJ,False,18800000,18813646,13646,9
12XxQGsskEokB7V4Rb8VafMyFhssbrmyRf,False,0,18000,18000,1
12YbQieavd8uLYcxHenNXz14ZKRBhyczgS,False,374520793,374524657,3864,35
126q2MFEHpKTRJqaNMDkxeFFNaQnJs2EFU,False,0,600,600,1
12WPZ7n1dq9NtEwYwk6bTWEbG4YyKBiLkP,False,0,250000,250000,1
12ABJxGAWVEJP8gHiNyzUU961GgUNYHj3W,False,0,114951,114951,1
12mgiSFCwm6ja5SCFVeNHMmhSKQrCBVhC9,False,0,390802,390802,1
12UFQZv4mTdYeK7jwVTnjqybgYXLoe2jQm,False,0,6768,6768,1
12VE5MKpZPsfn239wWbPQT8S8XAUsf7SYD,False,5245,500546,495301,3
12cf6o8WfTX8todUvdqo4ds7v94cveiJWT,False,0,470671,470671,35
1153wQ2rSqQQgKWtXgW7G3LSHkrsnvxuAZ,False,0,70178,70178,1
12DZeVCihw1umYqqPS96bPHPA7YuWJBCPZ,False,0,4089568,4089568,1
124eRR1atZ3DPf7bzxU786RZyYtiUZPUEM,False,121922342,121961171,38829,30
123A8DTj5ULUMqqgicCqPhR7SfEc3NekX4,False,0,1446,1446,1
12Z825A1JpGRB8Hf6JgSdZZ3ow4y1hybWj,False,0,456953,456953,1
12R3n5vrcYjhd7kPyqffCPnVq6ADevgSNw,False,0,76594,76594,6
12kioj5fgrXDTbKpHBWYdkXJG4kkNaNiLz,False,0,10000,10000,1
12369weGDe5eprcCyqdSua9rA1SyXoRq6a,False,368421,368421,0,2
12nLvWoqbekssMGaBfo9YGfeaFTCDmFaim,False,0,726,726,1
12WWmreig8pSayX1tuXAyjXcexQZYZkKX4,False,0,116482,116482,1
12ssCeAcLw1ErQ1HHTgk1cqDZZFU7JD4yp,False,0,10000,10000,1
12V1enoPXMRxACUnubqXwLzE2jGgC7ZhGv,False,0,328896,328896,1
12r5L9a2VrrC8Qa6enMUh5AEGjQ1WDkhgL,False,0,1000709,1000709,1
12GQCdbtUmDbuCF661jp7gyHrrdkq17F98,False,0,5725,5725,1
128bRN8TiAAmc4taHUgPPF1B1P5Ahz21Ea,False,0,3696679,3696679,1
12djge8vpmqBy985E3yFPTEubgex4CUF64,False,0,60400000,60400000,2
115eSYoCPYwZymkokQtwWyShec1zbG22PQ,False,1104,500546,499442,3
12QegA6n89enJFDEqevccrS55TtDTQf5hr,False,0,2732,2732,1
113d1NXyxvftGGEBRx46UbaKpiwjXyuLod,False,0,742,742,1
12Lfj9qtzTX6EiLir1tTH5ojoUeeogLZyt,False,0,3998952,3998952,1
12rM74mUdJWypv3VZtYEeFfaxz4Q4jSBHv,False,0,78803,78803,1
12RQnK1Wskso2w5oK2ZcMUAGFhWZkXvSCS,False,0,399,399,1
12iBS8cHkVgxeFigcm8qeMxSLUmBN7ssv2,False,0,3565,3565,1
12BKTc1GnZnTwx49Hh4GzyukYR6HYCVXhS,False,0,50000,50000,1
127vw4A7rHDHGMbMTPskVsa64C63x5huKR,False,0,52540,52540,1
12tbggDGzxaqgEkMf7bQJF8vxuQJCUD5ZD,False,0,56938,56938,1
12QPEDqjBEWhWXDDQd7te3sUGCqsW6qJmj,False,0,1717,1717,1
12UZ5MrAJRcZRnQjT36N84G6tMqhXmfKg1,False,0,2477897,2477897,1
12LR7AWJ34abqGtg7Y5tg8QRF4MbaQFVp1,False,0,5365,5365,1
12eHTNEPGcoQUmS2djz1G856uLNXcDsoAG,False,121100,250000,128900,2
12iqBAyhALyCwtUg7eDFShvRnhgq5jD8nT,False,0,1000,1000,2
12Uz6Vgegq2T1Rm12AaH1yhuJGP6bGkQVu,False,0,972319,972319,1
12RrZsMuDJPxcb45TbES1XzqFSsc935Nwi,False,0,541252,541252,1
12QzLYwgko1LSxDirckUruiimcGEvz8oW4,False,0,2708,2708,1
113zsJebMGM8Epxf2vjXtQjHwXQJvC9X8s,False,0,5887,5887,1
12MP9WGvbC2oZP36MXg8HKUzh2SUfk3cgK,False,0,792,792,1
12PrpsjcYp1Zb8XdEH7J2DsCPCDtxUPFxw,False,0,28000,28000,1
12G2uH9QiAcsitE1EPhcA4SvXHsUJHVD4k,False,0,61062,61062,1
1296g68HGcsqfKwC1DDTfeBkSYC7uPXvWR,False,0,12042,12042,1
1267W5WKC71Nja8ZaotaJdatJy9JscQab6,False,25171377,25288634,117257,13
12nNGbosTELi1B5U5Sd91DK7rn42tchgXb,False,0,5622,5622,1
12rzq6RJMAH4ivC2rwHQQZ9qxjmApr43Wr,False,0,77714,77714,1
12utHCMVoGg7xLn4RX2XcqqjVTBv3DJ64E,False,0,3709,3709,1
12iorZSGdKhsybEntTZvAmAoUsBnD3wiix,False,0,9644130,9644130,1
122ySZMcM9dtpQB6rUjwmeR4fMrFjbb9ag,False,0,48073,48073,1
12p1HftZ8hjDEDrcX6U5LUxemAixyWHbxJ,False,0,4896338,4896338,1
12hjR1ke5pzdP6kRTChTWgJp9qVjoGnVZq,False,0,600000,600000,2
12fPVcvdJD7oPnRDhew8ipTf4pDNjhzCif,False,0,11185,11185,1
12SSJREns1TY4VzMA4ahc7YQvZHH91gHGb,False,0,55540,55540,1
114g2a1SqASoyB2DyyWVHQYAfrUdBC2zAC,False,0,113600,113600,1
12s1nnwRdGxdNhNee1NjGUyVwmfJ1HQT8a,False,0,4290,4290,3
12FBs7f8upPBYH3ENbiHHo2ii3WCsD78k7,False,0,310000,310000,1
125qxNCcGsMxAu1YDoBFZZWsVHaGeFFNdS,False,0,1000479,1000479,1
12kkiVMX36pu4vPtm2hdiuc6tH2e28qcXU,False,0,908952,908952,1
123UxEHfiRknESyQSKJAKwa1RYuhHaWysx,False,280000,591835,311835,18
12a84paHrGVa8zQt7atUD95qZkrNG7zaUi,False,2400,3555,1155,3
12R3ZLuNitGwy98cQZDSnnBnH6NXZiooCq,False,0,1163280,1163280,1
12641B5hJWswQEofJQJPiwrPmQCj9iMo8N,False,0,546,546,1
127MRm7h43gRcQAcEqXDtYRzzTfYi3763N,False,68319495,68419495,100000,14
129S39sMXC2LQKYgs3LoF7swhAmmTrAYYn,False,0,46627,46627,1
12WF1DEjZbkt6nWhBwrSWdWVMqM495qMHg,False,0,213803,213803,1
129uyE8Zo7Mo1Jy1KoFgfbhGQDiUJidMrH,False,2420383,2866383,446000,5
12dS2qLBqAgcDffFoHswGwEnWPkoX87DNs,False,2129751,2130298,547,3
12JLZmJNDNHNDiNf2gwffWJ9vP9zJQFD5c,False,0,1978421,1978421,1
12e5WRtcHKHvJy18hDVUpdycnuk3esjQDi,False,0,758932,758932,1
12jgZzkT3mY1WCPHUdK3bXows8GGy8vT9R,False,0,3951,3951,1
12jGJo2BhZpsn5Q6xRMrzVaWAurNPDdtGv,False,0,3177,3177,1
12EQnWnFrR1MH6nVpRRTyRk647gKYLjHpK,False,0,1546369,1546369,1
12Rd2cE9xQPtqbMcB5NbUdRdiTTAcVziSM,False,0,1284248,1284248,1
12sXTGe2Lkecm29e9ERPAgoaCnKAL3Gx8N,False,1147596,1484008,336412,34
12RgJmDXxNkc6mhTS12V9WWTDrMZkhMSdx,False,0,62249011,62249011,1
12EEhqDGKzpgR2PRGTXR27n54RZRcas5zz,False,0,1047,1047,1
12dNztFBvs3R3EK2ijs1kP5AzrCaTfTfMj,False,1889830,1896382,6552,42
1297PFnzHCUiMCGPeof2YHzsRxxAMjkQtK,False,0,12709919,12709919,1
12QRmiMDwcaR5xeMU2VvULiCCbc4Fhq648,False,0,27288,27288,1
114G26qYhx8fcvFAM71JYPv6zQqbSHczoh,False,60449304,60498568,49264,54
12hoRHLUMDCqVvojJpJNqWK6mzHkbavnoY,False,0,1991706,1991706,9
12hTrr2gyTm56WfUVV6hc5pRgcgLdryCTU,False,0,3120522,3120522,1
12XBzNmwBCjLkGbarNebUnJ8Ey16qvuqV2,False,0,7341,7341,1
129mfBjvUda4ZoJc2NYdvDQNaXA6CLuuN7,False,0,160000,160000,1
12SCiUnYQAyc959zPAru6LdTPAWaZNRhii,False,0,8422,8422,1
126KyMuUhscUwHBANqNtdjkCgLxyq61tHm,False,0,346300,346300,1
11redqdXY8rEqaqfNfj1vVhVVn4kYN5x5,False,0,78100,78100,1
12CvQFber6EbdAJPEezQcPBarkzacLKEZW,False,34389440,134410792,100021352,117
127y4zJ57Q17nkEpb9enUc8ATEiMU5vcXB,False,0,100397000,100397000,1
114pra2vMLH1wSo3gAFYRhu8CzLGB2uweS,False,0,5823,5823,1
12tAwm3FFVT63mTdD8RPSg9T4eS5NnC8dA,False,0,562859,562859,1
12Rf2pf4RTiwLnQ6pZ896MTLF51NoBhKkN,False,0,4914,4914,1
12iZHyeQ1hjBCFPiE7Qy2ZcQ8wehhtofcT,False,125990,126537,547,3
12EuwnEe3AUVzKgQ9XHnwoqTcFgRu5WYeJ,False,0,1024,1024,1
12RFGXh757xPGLJsyfVy4JSGMd3G8RkUaw,False,0,30000,30000,1
122J618EvebVxSou9shEGXSJ5KfpR7aqtY,False,0,100000,100000,1
12TtnVNL755Y4TNArj8RZPq5nT88XmJ2EM,False,0,10006,10006,1
128qbji5Cvu3o4srYGtcK2Mw21rBPY31fV,False,0,5315717,5315717,1
12aWTsNYASUyLTdtAU7yLw91FqeT9zQcgJ,False,0,1563,1563,1
12LTyQntidVcH1TWCDrxoXMDrWJzP8NxVX,False,11466,23478,12012,64
12KMmTeunA3kph2khw1Yq1CNMY1JKu6uFc,False,0,581627,581627,1
12aYM553dz8HonkNf19czFeun8Gua248S7,False,0,1000,1000,1
12V54kA5awKezws9GG5ymAg2iKoATsZjoN,False,0,2351290,2351290,1
1264zhzLh3tCjzVtGwZYRzSCU3fVhHQGPd,False,0,5000000,5000000,1
11rRwp21ExHbSsnnRpXoiNdXG26WvVwS9,False,0,515200,515200,1
12aqGGSu1n1PpQWVei5mRB8QhAtTaXmCy5,False,0,299999038,299999038,1
12obDk62kMfBYLEBjpKHVvcj4YCUTQGbAo,False,16372795136,16372795137,1,39
127ESAoL1tn1RNZ8B83nShaH4WJxDC7PPK,False,0,417734,417734,1
12FKm5DKjsYDsYBpCNpaTva1ZVff96PCtP,False,0,35414,35414,1
12RpMfPWgsaeRUDi9CaK4FcfAfmSr3Z2Qq,False,760718,760719,1,30
12XUYrcbeS6Uhn2sQJMFuznyEVQPKWxUje,False,0,152815,152815,1
12nqGLBD5sfA8U5JUrPhun17cYRb4sVCWK,False,546,1146,600,2
12LemTcwgGTQRqQUxnWcR1qac1rtQq42eu,False,0,7947,7947,1
12K11aaUHLAjKKC3xVcqG4RcogdCsaPYsk,False,0,1167,1167,1
12WKWGLoKqVx6aieyBkaEJaLHYQpboWt5h,False,71865512,71866400,888,3
1246cS2tunKqa3mZsY36fSeByv2pF16AxC,False,0,995950,995950,1
127QZxT9sYF3G9svB14PGL9DbMQeUDxMQr,False,0,216225,216225,1
12qY1h6Kj8qPDVjPUJCNuKaYVpuSnpWsTc,False,0,385274,385274,1
