wallet_address,malicious,bitcoin_spent,bitcoin_received,total_balance,total_transactions
12hZSMLpwASPnuz77xBE3eWd54r31Qsk6V,False,0,300711,300711,1
12Pn69uS83VLKaGPrtFGJu4XVfHj16MSJY,False,0,645400,645400,1
12QYXKHJ3uripSXUhP5UX3t6CpNkKov5En,False,546,1638,1092,4
1161R4svQL4SnkraubNe5kXJcJH9w85cP3,False,1925785,1973525,47740,6
12aBW8WZFxV2EDmGVNLMS16c86PVQ5VXvS,False,0,802451,802451,2
12SyMW3Nwkrtq8MBhA71wZhJZTDz2wRTHE,False,0,9999995123,9999995123,2
12WQ3tGnDDcUVoCt4kWt5VcB1EZVjyP9a9,False,0,963223,963223,1
116EFgKUmdLJ9ThAttvqosEPMXKiRrM78o,False,0,55120,55120,1
12fpytv4XeBqXssETeQCZPnb87rcC5JW2d,False,0,2055,2055,1
12WWtWAMB5M2muo9VEXfrUyGAFgCAZoqLE,False,0,14880,14880,1
127TtfoCyz6EBkvipNLofEARjNUCKaNcik,False,0,8454,8454,1
115Y6qRQ1koYDcUfxXLSdr6nhxJZJP3Mdw,False,0,1245,1245,1
114JirrG6AVAhgdANRCuEb2BFNp8fWSgtJ,False,6986,52920,45934,15
12pHGsXweWjXmMMARimi3Kpu14pbzbqVig,False,0,766800,766800,1
12uMQuacY1GSkC2PjJJvXbTA5YVCvUGzjU,False,0,84946,84946,1
122pf5ALPsX4hQ7hBEq48soXvXFGoWF5s8,False,0,131007,131007,1
113aiDiCTp3L99cBC97mhdaqtYiGgX8mMF,False,5265246,5329346,64100,83
12tD9w9Hp25NYsSy8zkuzeMtrc2QaqJRMX,False,0,2854,2854,1
12SvjfT5tnRCwxTtx9gEwQCTm98SdFfs4V,False,0,70361,70361,2
12CDa8k2StUZhvaKQxMAitkWKR61nJWt8Y,False,0,73875,73875,1
12HwhnPw5zoJLcib8BVmyVx1oZGPzeMaAE,False,0,6571,6571,1
12Fr7yswanTM6EVsrh42CJebgh5uq9WKQ3,False,6520,22920,16400,14
12KRLS5R2YZDjdPXupMvDNAb9jysGcWmUF,False,0,548,548,1
124empCCmNmQX1hzf5ZLcFveL3xrVnG5j2,False,0,89850,89850,1
11p62vyAnq5Xb5opWSdT6JfoeJkMERkSW,False,0,520945,520945,1
12nBNFq61uiqDxoXhSDeK68CGYfitZENKg,False,0,737300,737300,1
121dDYFKpL8NH7JbEeYTxPoMj84FdqFczt,False,0,3658,3658,1
12mkC6dyDYg9UFkpJ6dXSPK2SSVeYHApiV,False,0,7984,7984,1
12kTGbFsCgJeB6SoGb7P8FKCqC4ioAAfYF,False,0,2744791,2744791,1
124rmsA1cmcuSJSy8GLzza8XH6FRUtcVxz,False,0,98193,98193,1
12gTucHnPNWgTJiRDjsxuDc6VjK5RqSotP,False,0,732518,732518,1
12e5jcZryxjedfNYRM1dpok6pp8X6khuMr,False,0,703,703,1
115UWAkDMbG8HSJJoC59oC2JGVVBG2rjjH,False,0,997686,997686,1
12SGiX3sq8ZDUbUESyvh2d2gcKS8uvcrBU,False,0,730,730,1
12aWSU9AGrEcEkUDhcHjZxUkw9vHo5yUGx,False,0,2500,2500,1
12GUBVC1ABdyzeW9m86bfjQTtULhQLSEbm,False,0,1608451,1608451,1
12jHhvGSmnAfWkg9GYjZtCRcbbxD7vxzXW,False,0,1248,1248,1
12LpqPddPYuZawT1NUUe9dksCkfmEn9vuE,False,0,996,996,1
12RKjP5Jsg6QpJswNy5dYdPBdyR1DsNnhk,False,0,3000,3000,1
12h72DT18ALoQTuypHsC3B4xZvpWtK7HyH,False,3169,502730,499561,3
12QsugCkvLWbhebtZTVDTYUxiidkyJ6gyh,False,0,52125,52125,1
12mjQ2W8gWPjUZGX95usm4C7jcpeFYpgAE,False,0,46946,46946,1
12BwjvGp2uyKsUKZ35ba7FreQFD8XNnNk5,False,0,608133,608133,1
12g3gF6QMmkqN2VECcHgQGDVtmaXrmdpfu,False,0,202423,202423,1
115hd835qXTHQLnqgaew6gyPuq1uzUXsBG,False,0,489944,489944,1
114NmDuQMcD9p66ZcFbLE2CEfoAG2Yeuwg,False,8736,9282,546,33
12gVYWeNkqhPXog8ww52p4WJP2jwn6JYW6,False,0,250000,250000,1
12mMGy5T8dnD7W3ciEC6sZfmqeynBoZBNj,False,0,60000,60000,1
124A3StwhsLhQdkR5fKb82SpEaqT7oHRfc,False,0,1095344,1095344,2
12UozGSfKB9vFsiiZjw5uWjnGwS3TZEhrR,False,546,1092,546,3
12sCjrtenMye821cf3YgCWcXgEkdeYQ1vt,False,0,47200000,47200000,1
12omuqRM9huV6ntzQEMWCKWy4hc2w4BmGM,False,0,97564571,97564571,1
12cRHpZBgMg1F8x4kZgH2WLAD1JsgJ4XPB,False,39878430,39941930,63500,4
12NgZ3RLS2r4HWmd6eTACrhACX8dmwksrQ,False,80000,81092,1092,6
12BuDKbg7wEUuhFM8CaNP559c7qhc663Jm,False,23961568,23961569,1,3
11txj2CqSw5CzCstm5n8rCeX75UhLtJBL,False,0,70000000,70000000,1
12h7LxAJ4J7Quwbz6qXT4HGurdss26R7p2,False,35148,37668,2520,16
12NDARTiZpnZViD2Bgd3NYi4Eh3M924nN2,False,0,2816692,2816692,1
12gmpE9iPowjUVyqgFgeXGbm2kyswNeycx,False,0,20122,20122,1
12ate8cADjZ6uMFwWtNbRecSNDioXHysK9,False,0,10000,10000,1
12NXfeNj7e2L8d6coPVViDdSRVMxznXAY2,False,3749373,3749920,547,3
12MoVyMrTXLpggqugMaUiEpEMQfgiKcVCL,False,0,5430,5430,1
12GWKPQwPFm4YgLsL6SLhDwDfgBQG6ZdbT,False,0,23622,23622,1
128vPtj28keUG1pyiZBuXWfAViFt4ZFnod,False,0,9879,9879,1
114cbXYpsUKJrwmQSD3Kk67ELG41om4RTS,False,0,39011000,39011000,1
12WqdM1Q2bA5gNeQhZLz4jfsBR15JZ9Cw7,False,0,477828,477828,1
12Vw695ej9vQ4BUV3ePswLZ3fcvnf6EbdP,False,0,3580,3580,1
113pZWq4osYu46chJS91pwb59KJRtDZB9Y,False,0,7521379,7521379,1
12pFH9UNqFAC2b2jUJ2UcZEdRcfveMGj4j,False,0,3666,3666,1
1248m35mq6MaT5bT8Y282tBHRZrhje1qnn,False,0,684384,684384,1
11RT4vw6CgwHcq78RfZbmutXSSRSrGMGu,False,0,1072977,1072977,1
12Nw1KNihy47Xi44GUQZN1Zq9sMbYeGzk4,False,0,86047421,86047421,1
12c5DMkZBS5sBqErcRBEaBfqM63jXVFDe5,False,100000,110220,10220,3
122NwKfS9iUBsawuy9VFfDGGaQRMA6ZeUL,False,23868376,23937000,68624,2
12GCtmukPYAPVWLTy4vzSKvExX4JYmeLvc,False,0,14089,14089,1
12Ng4RNPLTcv7nkkEgUENwBqNFDuip2DEX,False,0,1000000,1000000,1
125KcYJapn9f9WUUu3SDWhGVNtMNL3HHbN,False,0,195559,195559,1
12GQDW1mXYSS22sQyBaq9BhfH5GEz7fNEQ,False,0,31301,31301,1
12ZkBQFNMHfrM1MXJPHBvXcXRS3LQ2xaXW,False,0,19599427,19599427,1
114Px628mcFbgPzVogvZS5N6e4X4W39Mco,False,0,11000,11000,1
12MngX9vRuazK8j6AuJnf4JTyLv1QAqFkc,False,0,3048181,3048181,1
118Yd44WQDziNKwWFx2oD4cfFAoRVEzTw,False,0,1000000,1000000,1
12nCbQaBXvtC9diyt711myobpsNP2rgYam,False,1092,1638,546,5
1159A7pvXH2yc61ZMqRJnboVtwHkL8cXoQ,False,0,13679,13679,1
12J7nHXZ5DGf6goNqhizPh8si3jgyHYTuM,False,0,100826000,100826000,2
127neb8KfbkkS5z3Ms1qwtUmnvadeSZnZD,False,0,125272,125272,1
12tbmzWPUF1DBe8CBu8XwAeJVWFcMq1FJE,False,0,575461,575461,1
12e4r99gYyfep6yPxtB9a8wscjTz4pGhUd,False,0,35886,35886,4
12Fge2x5XsKR4Y41B8AKdoPHHssgo8NYEL,False,0,3152,3152,1
126ZGdf9AisxjUt8fM4fTNchCCS72zE4eW,False,0,100000,100000,1
12Y8mwVPPs7zmnPi9TGzD6BPEdgCgy6NSg,False,0,31855,31855,1
12aMhZEC9Wttth4gcULBr7VdD5CTUkTNgB,False,0,905500,905500,1
1291iKL2Uqu6eQAFpEqCVD587Xh7SpV8nT,False,0,141844,141844,1
12ZXR7kM3FeXsssJm4fN1Mbub3LcHrmky1,False,0,100000,100000,1
12RnFrCZGXEgKAdzXMSA2pKQpNYiDHCXoc,False,0,570,570,1
122VZhiq5NZqmzsE4YhxoKso2mu1G2tjR5,False,0,1814800,1814800,1
129h7RoFs97AwbE3N6yndh6NZ5uPxk6ubA,False,0,1766,1766,1
12ZoC17gzqmxqXAvpgrF6NjGCt84nEvXcR,False,0,597589,597589,1
12JjAPyUYcuEf6TSP1k1HURzLKz8AYGSaM,False,0,662495,662495,1
115HrwgowAfxkieNovZJUUgqRSQiayQPVU,False,0,5480,5480,1
12NohzSnrZx6rMupxS1t3GSLeCmG4QaHMU,False,0,48168,48168,1
12hnEwuJ6RCwBoacPjPjpXxNEay7nEFQpV,False,0,243400,243400,1
114wjnXzvS87TmAZYFEWgARp7iyyJihjR7,False,0,2480305,2480305,1
12qFudn58zyDbS2SbcraUYTYEpZRdkbmmK,False,0,18111881,18111881,1
12RDrs477Qq8JHTPGF4xxpd3ezNAarwxmw,False,0,521328,521328,1
12T9C7D1mTsVnJYeVqc81dJjeFenrz9nXb,False,0,463494,463494,1
12bUPVkd42pwvtzgsb1yS9XrDqbRokH2MZ,False,0,2412,2412,1
12HksYZKFLoW7ti9reHCbFUJT7p3prRgmp,False,45324,82801,37477,2
12bERSbFhUx6ubCSpj34RNaUk4CMJzkZBF,False,0,1004272,1004272,1
12RJx4fmV7Ft8WoTFiMGszDD95AmEjxQ3k,False,39241202,39241748,546,3
11Nis1NuncQuisTortorUrnaXXXakMcMx,False,0,2,2,1
12Mexrc4YXD2qDKG2SiMzM2221ds3JUUPA,False,0,100000,100000,1
12jY9mnzvd2wqDCZ8a6QUySo7CqEk6s9op,False,0,100000,100000,1
112cEHaWF2kCuZ317hSxRB439tCKMjyqeT,False,0,527612,527612,1
12PYGSneD1gu6Hf5DSqHiFUYeBJrAhLXyR,False,0,799987,799987,1
12t6SN6woxFb6615aABoyBBzJRGqmQBNdx,False,19497090,19497091,1,3
12BdVcns8gBzWLNDxyRecobbLbdot12DCc,False,0,118431,118431,1
12tF8Szim8oMELyHyWzFrvbYKz6QgNTgnH,False,0,1,1,1
12nMLxFnXv7AfCD4tNCBqZpHkmRHgsZbif,False,0,2630767,2630767,19
12ajqHKPAGETqgqcLDaaXjmJQS3X44sDme,False,0,41345,41345,1
12M8hqaF8227pZ8kGdt5cHxwY3JwcyUJUH,False,0,17169814,17169814,4
1157S59gBxuuNt1n34mCoBDhpAfCKHtLR4,False,0,1000,1000,1
1158haLDQVM4HzHXenzAuezt9MYe8WqYwc,False,0,1272721,1272721,3
12JNArrrBbzFcuMj16vYqpjFkobZRyZaYL,False,0,3600,3600,3
12buuYV1szXTEo8zdVEvjaAjcRoKPwJpCh,False,1029543,1581923,552380,10
12cVscohrxGPweSrZ8VBUg19Twhi8bn3bo,False,0,4464,4464,1
12gsYDQsn9nETHdrixpA88HVpd3p78uVdT,False,99510000,100000000,490000,2
12oRaDsV8LNEVYn5nPF3G6UfYyfvZFVyBg,False,0,29409,29409,1
121uiC7BiEzorpbraXzHGBBbs41YybRFsZ,False,0,13241,13241,1
126oRfLiCbq2WoNLQucXc2QxkZe77N6u8d,False,0,1754300,1754300,1
11tRq4ZuiyLDiwodwfgRYmvvdEJyJLEvz,False,0,18628,18628,1
1127yvGMFhDAHUdsYe2qgyAeeYmtEeMoyf,False,0,18443,18443,1
12ov7GmKWDPzQGQdRdvbJ56bnhpWBm7wZS,False,0,5696,5696,1
12nx9fGfBcNsYq2Cdme8KSbhHi8CTeoPTt,False,0,1025,1025,1
12AqeiVrhaUCjX6sMfBqs4ZGJbohh1vuRQ,False,0,10000,10000,1
11KjrjdNz7TsGmvjHHCCqyHCVtMxXp4sg,False,22739236,23750292,1011056,26
121nN4LRWVh8uSfgL6MBnvrPEXka9c7kkV,False,0,5470,5470,1
12eq64o5wX1tPHtByniKeqgN1hbFacnUXj,False,0,5972324,5972324,1
12jyegVNQtv2AF3ySLM4iEjQM6iKZEJQK9,False,3026879,3026879,0,2
12pWisEpqmAATtihDbZ5SnMJQ1tQ3pbFLq,False,0,1289,1289,1
12EkC3wHVvL316EZRsxvVB8iQhviESfykz,False,0,12080,12080,1
12YQE2GxYNV3wppX2urydXCHEgdYKQMzKG,False,0,5500,5500,1
12bD3unrYnwiqSTzsogm2vR5me21bGp4RD,False,546,1638,1092,4
123TZh3D6oQd5y57XjFAeetR7rMMA3aAt9,False,160170,167495,7325,103
121NrqZ1XgQ4CYrr1EwaA42ggztwCPn3xY,False,0,100000,100000,2
12BZFgK1MDnb6pVrQ2N5SkxRhRz7nPyxsK,False,0,103936,103936,1
12UdTW93bEtNEDTCrygpJjpKZQ29gptSbE,False,0,3999,3999,1
12Wq9T9cgQPxh8w2DfVGvQpqnN9ps7Dpg2,False,0,469316,469316,1
12tAebG6Go2YpfGFYhVXgdtUeiqymjSCrY,False,0,14855,14855,1
12QcWWAKv24qNkAtDcHKdnwSik2K7Jnc5M,False,0,409220,409220,14
12Hzksb3TrtTbnzNtjVA5yZsdvHvaNEdL5,False,0,1693600,1693600,1
12SMvjc21wA5ZiAVdkCEFaAA2bsSigxjqX,False,0,903200,903200,1
12WWHPNbYfJk2MW7UEr5fwBRT8ZKTeF1aC,False,0,150000,150000,2
12pr51pArzfGxfwmPLMmRVqjZBhi9992jj,False,0,5910,5910,1
12d4tYbA5YfhQzGsvzDFnqR568XXDYt9Td,False,0,2949,2949,1
124KyFkDYu6SpePnQG3GVjZjDKCXMwq1cu,False,0,550,550,1
122ZbjUsNbiFCeuwvYLEAbvnEgA4y4eTLi,False,0,107535,107535,1
12sCNGSCbhv5ipGWJkDb53JdB3f5EBPNd3,False,0,722673,722673,1
127VgFzTp7wxUdSAaT8KqJwmLmwqiQ2gy9,False,0,12610,12610,1
12QFL8FJzHHBhxwSG32KXvRonWgjLEFfoW,False,0,40000,40000,1
113mUa5VtReTVrYdsrMNPXg9C9PZVrL9S5,False,1402000,1670000,268000,31
12ZULe28kNQ2aVchAveTuP5h79K25QzhKu,False,9757710,10336085,578375,9
12uJ7CrUakyyM4x6wLTg5HTF5b1pDQHXEg,False,0,10000,10000,1
12iUtk7KerW6XmByRAZPPbauhA2oV9WAFp,False,2773039,5214915,2441876,4
12dUKhjubZstM25rf84XGjKkijdNSPAP8y,False,0,817934,817934,1
12qjAxSVvS2o76XUFsDx33mLTTEZ3VnxKF,False,0,25929,25929,1
12V5pGJTiHZbWxMGMtYF8GuAx7Sqvp1tjQ,False,0,17891,17891,1
12gMghtPegWqi9dFYhf6Z61uj2UpfyLyCZ,False,0,2730,2730,1
12P9ryydxXNSNTALHeSYCzjAuKsG5TvpR8,False,3096,3642,546,3
12Hugfi4JubdRmCH6iLJBAayckyTa3aCtx,False,0,250000,250000,1
12d3dUkZ1NJggkGCgMKFX3JdNnjs5KCi4w,False,0,35862575,35862575,1
12ghEztUzAVsjJYQeoBNo4U67dNRBvSvJn,False,0,426280,426280,1
12AYNBg2DpKVJYL3FJjJ1VYqFeffSeu9kC,False,0,3347408,3347408,1
112WGETMYM498UmytjdNhoxt8MrfgDwhxK,False,32359,500546,468187,3
12SCGnwNnvcBuoRdKsvkTDX7EGgZxLVMnN,False,0,6000,6000,2
1255eFaVZrdLGC3i7g1ncFG3qDHea4XHdF,False,0,568228,568228,1
12AxrsBVmSRhsHtrzzEFmgnxKaSVfSTeVY,False,374985003,382950416,7965413,10
12d2e6eY7PsQBJLFNSeByobNtr1Ck2sgcC,False,0,14000,14000,1
12KAoLAHdfSwmPAPdeCxUhRLYGodutrcB1,False,0,2500,2500,1
12D38eHNCs5G1gKeqVmD9bEdNpnur4V6oZ,False,0,8105,8105,1
127BsELQEJLavSPZ4e6SrP9GA4VDVZbVJC,False,0,86600,86600,1
12XfQ8GZw6roZ5qUdkV5yjnGeotcyWWHk8,False,3211045,3211046,1,3
12axpww2Vqbk6wfLczmv7oncQ7VdVeDwAS,False,11421753,11421754,1,3
12Ve8zZfVTpcyt61pEv4L7cWVVfeD3SV8Z,False,0,5893662,5893662,1
12aBdqMa7qMtsKgSXXmkF1vshWZJCDKQDq,False,0,6863,6863,1
12reixLrX1tEVsGEeamewn6G8FhzCaNDGp,False,0,20440916,20440916,1
113JV2q8que4FKd5pGeTTPh88AGikYbeXb,False,7386984,7399232,12248,157
12pXXXfNhg1hVAMrNdXVNd3n6TU1LAk5L4,False,0,3100,3100,1
12LGRwAcjsLeer1W34x9GMfadqGy5h2YcD,False,241999,267386,25387,11
12ArL8gNXPZaxBmrQc6FwxGQneU3iJBYCg,False,0,1000138,1000138,1
12Fzj9TDeAHKiqwHu1T1AixHMdjQ6Ai9b4,False,6733074,6733075,1,3
12Xmwi4zcvirYStBqMsE4fMn4KBu8B4rTc,False,30838054,32328769,1490715,16
12hJ37HbEEwkWGAcRGN8w8i4RM5tt5UQoH,False,0,226771,226771,1
12N6nFp8pthgfSMoroMYW4abDsdPdeAD14,False,0,2332,2332,1
12gKHNSzxMh7prDGkvBCTRpgtsxw8NHScq,False,0,4468630,4468630,1
12NUpouXUKoEAtywz2t3vbcnbfiqF649MM,False,0,39515,39515,1
12mFr8YVGTcvNpeX5xcw2Cjwsu8P4868RG,False,0,60600,60600,3
12uXVAj2rQPeXvLoceN1PpfeBCHyu4oRDK,False,5460,6006,546,21
12guSeFDFPqnxxBmsRpU7QyQ4gndtH8XNF,False,0,1000,1000,1
12n99RMvjyb4cy7ZTdJ1RwBvDx5sL74da8,False,0,803254,803254,1
12QqTrhcWXWX7PJyrFqXCUNbrNoHiTTU2T,False,0,52566525,52566525,1
12AG5CnhQ16EJ9eBSYWfUYBKKWAnjv6FWH,False,154906,3171091,3016185,7
121UrLwHZdKfxd9KCDtftkafubGmwykCRn,False,102730,119110,16380,7
12bew8fi89et4xmwN9uiAn6LLnUi4yMG3a,False,0,25762,25762,1
121G87qtnsFjmsrDd8XPkvh97xHpEUvFqS,False,0,312327,312327,1
1237mvNbzYmHEiqFyvv8jjHfo1CYGVwsiU,False,0,7268177,7268177,1
125Xn6oqjvQ6D6WPwPyodXRusKUExT5Vk5,False,0,7230290,7230290,1
12ZYtk2nb5d1uXt8Y3ZJ8ieHPcM2XWRj5d,False,9136260,9136260,0,2
12taVKWELLoHTvbjq6kfW9QnijrknZ5zNi,False,11162000,11488782,326782,2
112k6HvYE9qNSPThpnKaUce6VCroSTMjT8,False,0,1000000,1000000,1
122uENxbfc4omrmLUbi8sZbJkT7jqrnEVY,False,0,446667,446667,1
12q54EDJR31mhDQxttdgkV6s4myR5r3hxQ,False,0,24880000,24880000,1
12eKn5RDJaUDmZCuEU7rHSXDEUmRvF7U8p,False,0,874,874,1
12PTp7W5MQs1Kyik1NuDu3aVbnSXDXqXpe,False,23140,23140,0,2
12uRNb9gWEh532tRLa39poDC2JyUs5ZfL5,False,0,8270,8270,1
127ErfL5DRgV7KnjtpjCBAnAJ9S5PWLzzm,False,0,581186,581186,1
122Ee3MTnaUVnmjVb8LuY5c4nPxf9SfKa3,False,0,4394,4394,1
12jTubAfM6i9zrEhf9bD1Cnq467VoTQj86,False,10198784,14409480,4210696,25
12L2QvrYAHxxNWL2xytWYoj79HgoSfppsa,False,70834535,86531906,15697371,20
12jzTD37LaMHLiKbH8BDx2WWV45RNoNXh9,False,0,1064,1064,1
123LpUKXTyPeBFg1uk3N9JyWHSSaQiG7qU,False,0,1000083,1000083,1
12G3Qs58Vqi1w4YbtgzQDkXzJHfAVx2pt2,False,0,59191,59191,1
12fDfivh1JQ9uVhsB5c8o2hkibV3cRX4D9,False,0,125661,125661,1
113ubtL7oLp9Bh7yDvXEUvQW2e8yR3UmNZ,False,298781362,298781365,3,8
12Zc8pbTQ5cfS3fHZq5JMHgg2rhjEtwh66,False,9114,24468,15354,7
12ard7BbXzb3bdsFT619kKzdxrTDQLojjG,False,0,567,567,1
12sLyK7a7M1C2rQFzvKoyKDogiMGK3Fksu,False,0,11174,11174,1
12CgBcPcdyD7BssSLJCnc994P3KxM4b2Mz,False,0,1306,1306,1
12jxg3SEwmq8z8sBe89Vg2g9T8tjRE9Xqz,False,0,1782944,1782944,1
12YEC6d59UDowDwKVnvL7u1TureX62pKF4,False,900000,970000,70000,6
113d7paM1YuLRDw4mHmdNwzmSAP7WmpwfE,False,0,3000,3000,1
123szRQvbrnzLTzmmMwvxeZHzMJWDSJNnZ,False,0,17771,17771,1
12TysFPfAVNmQrawfKRNjaQ6ArcfWN8WhP,False,0,568508,568508,1
12Po5TH8E4eynhQ8yDFveBisPXdZFb75Fd,False,0,9659,9659,1
12LBux9pj2ScLVqg9bYETuupZAbRDW7FTv,False,0,3000,3000,1
12qmtUKZBo1LLW2LQvcHk1YHMQ9tznh64h,False,0,10665,10665,1
114RvR1fkYWoDuvwREbyo4b8foxJKiaC9B,False,0,2118000,2118000,1
12VcTqkn8SGfrT8E9PPKVAkhvFBnjA5woy,False,0,1304,1304,1
12Miyqs1ZaN3mart5c9MEJkmACyYTJ7AgB,False,0,1000866,1000866,1
12bq1Y85wMWBDt1go1TbYxpw9p52Br8pCQ,False,0,1217,1217,1
12YWwXkEawSV7YHVus8Abf2ydJBftRyooZ,False,0,20825,20825,1
12UFhK55steqeCx5N5UuGVcszTwjqicJnM,False,845490,852288,6798,10
119VxJgc4NHFSMVquSvFvxstpeDHBYQxt,False,0,5195,5195,1
12BJ1FqK8cehDAdbC7FdpUgeXqq6tFWFrU,False,1442,1988,546,3
12KxW5snDUHzRtPBDRvTBYCkcQPyEjJWr5,False,0,670210,670210,1
12DKQBDE5riYgGVB1Bc5HBWskercgWQ55U,False,0,373938,373938,1
12JvMjmL32GBVdpeQM3e51vHtZTrVnSAwB,False,0,852497,852497,2
12VkihLwVoxoTsLboxCZRm3vV438Gytnxx,False,0,241560000,241560000,1
12bnUhdEFnXSiW74k7jULogSZQaQvVMqS7,False,0,22078,22078,1
12pCixVHhcNfz7rH6YzUuFG5pbNKRHVBEw,False,0,75968564,75968564,1
114wrNG1WEPyYktBagRX4cSVbK3TpE2Xfk,False,0,266416,266416,1
12BYMUkunM6szWbdVb4nToYDMNvezBzVAW,False,0,59000,59000,2
12HPaJXeHXVkfybwjVr5ktgERwziGygK55,False,0,1000000000,1000000000,1
12o3uyECeK1o73AWVZUogL62UuLzsoY9Xq,False,0,4341,4341,1
12buSaJ9dxeTqZHLcP89MNqTntMckBJqf3,False,0,3700000,3700000,1
122euP3XkWFzBadNLKheXe1W4jB1qm7EyC,False,0,1000,1000,1
12GtX3eRzgKfgNnAUoMRbtxa7kahV35Um5,False,31219106,31230000,10894,5
126kQ57DS3wZ31Y8CFGpFkW6v1L17W2E7F,False,0,359197,359197,1
12PTED1j8UgU8N3txk8LWBnYJnYea7Fs2A,False,0,372547,372547,1
12DkBwvU5spxMCmUeFqHeaPkAS528jL68o,False,0,293706,293706,1
12Xq9FfB4iTXXUtwQcfeWQ5WjXiAxSrppx,False,0,287790,287790,2
12hYVMxLderEuA4aEQZj3P7Dc549cce1me,False,0,7461,7461,1
12LRRtfj3CeqxKuaPMqd1hCJ6G31nzTYME,False,0,138714,138714,8
129f4Jsod4mAdnDTmh5CRQA8fw1TrDBpZq,False,0,6774858,6774858,1
12AfPP5Xip9UnRDsgj54J7AmVV7nzgfZNs,False,0,331348,331348,1
12ZcWBcehbV3ionBedvCjGAienafLUa7yM,False,0,570,570,1
115uPW1k8u9NmjPtTMoX4YiFPCe7dSxHz,False,97763200,97763201,1,3
121WyKAUxZqPQfUfcoRfLPGgtGXQf6XPqM,False,0,71476,71476,1
12VxVFWsduZ4bvpj6mcZA5q3LH3Dg72CaW,False,0,5246054,5246054,1
12kLLuwYoPi6x5KcvqppGdUas2ewQp9uPj,False,280747687,280767576,19889,44
124riAc96xHLw8DojZXCmbPauXbuAUjyuX,False,0,68138,68138,1
12FVL97ZT9N6MyxGfQPbx38aQDc9C9Jdvp,False,0,1281800,1281800,25
12SQjDhnGGYuJRgDSdnD9WRFKS3REeYPrq,False,0,124144,124144,1
12fzujPxjVcEjzYeqKrnqeGfAJ97LPSeHs,False,0,45036,45036,1
12bEcFV5Cv12oULHFSgQTeZnRxWgbzTYRU,False,0,1000004,1000004,1
12QtNFous65H4qbzMke7SwCg4inQ1Zi8Xr,False,2184,2730,546,9
12RvKvBmv4CyXV9S3WH88nqyavxVcS9XvM,False,0,37120189,37120189,21
12km9Z5ZAijGaVhuh4XEPgTSkPkS8tc8qD,False,100000,500274208,500174208,4
125K6Jbj7iA9qeMvdyxvv3NYj3Q4nbjMxw,False,0,258646,258646,1
12TfUgjh8Qyo6nkqEdgRimcq1fnRVdrjPC,False,19092500,19992500,900000,45
123eFw1KYtwvWWPxR4fQDM29xXjc31FwkN,False,0,32820,32820,3
113B1ioJUDQbMVAHt7BnYWZ3M1TFgyXHmb,False,0,3630,3630,1
11cEhL3g5Si8afHnKmgoVJ7vhbYXNfMsq,False,0,5480,5480,1
12QgQjMDsXpJ2SD1Wkg7umsgirQJx25U7e,False,735406,740786,5380,7
11SrC1hm9CvDdFL6dk7LzDu4GbK2kRRSE,False,0,509441,509441,1
12QTBzmgEwissGqHsTf4UyT9hmzn11HYAS,False,300000,559500,259500,4
12PxbRyYsX6BDB7vjw7xdQoLs9WYW8iqMH,False,0,1500000,1500000,1
126a3SxNmtN3MpJfWP81cFeoNdt4MSNF2S,False,0,7988,7988,1
12WzAfoMPUQBg9YPGudeXgQZ62wFfsGbP4,False,0,6000000,6000000,1
12H5rRRAPRyxM78vYgTXt9E2xFFKX7CqDh,False,0,797283,797283,2
12W316gKYeshBNwD7Z7rji9PSwPE6ZmrC7,False,0,99950000,99950000,1
12MJopkyxge3VJgzqRfVGCyGz65hCvbNPd,False,0,2034,2034,1
12Q3G4UQBBfpkXnBFZjdw8S19zpY1VCr9K,False,0,11566500,11566500,1
11XNcez5LF6sWBVLos9ux18kVKN6ixWUP,False,0,5140,5140,1
12sPQfU89FVM6GHi6UciXDNayiPRBR7u5f,False,0,103651,103651,1
12uqY1nGF7nB1wALn5rdfrXwSMxysqBurW,False,0,9708996,9708996,1
12KUjvpX7WGrM7n5eEArYoptN1MUeo4mV9,False,1832,500546,498714,3
12DHG1GuJDiWR9B2BZhT6CLwxnfUZWH6hD,False,0,1078000,1078000,1
12JSSNyCpHXbUAtG4iwLp2s1ge6GNN3Mck,False,0,27000,27000,1
12aB7SzTzas6orTSgVNVd7AN6kjbRejDKi,False,0,52532,52532,1
12PGnkAir3wvBBEJQazkx8VctrS3i3dok9,False,0,3731780,3731780,1
12tvJ1KPcTUCjnncQxrvj9Rf9u3Rzi952S,False,0,102130,102130,1
12K3CQc54jcnuvtWye1p793yG2ErQM2eXp,False,0,1000000,1000000,1
11DvFhwKhDJKarcnDktwrvdkq46yZJCTo,False,0,5480,5480,1
12eYENVGtvM6Xxg1TuT5uKaacw3F2jiwdV,False,0,58230,58230,1
12uQC3cEaGv5NjDGUVSGt8jaqwHLc4gTRd,False,156877,501762,344885,4
12ir8UxYjewjGxikz2VGkMJDgmG2zzA2CY,False,0,10000,10000,1
12jacMjCXYQcEyx8BJY6hkWRuXRQhioXFs,False,0,2429,2429,1
112Y3apD8jb692FrNrHFM2eM3Shi2W3Zhy,False,0,1000331,1000331,1
12e9Qr9MEx8JzcW7abhqb7gydSwCGnWhKL,False,0,17052,17052,1
112Va7ahxKfYu6pusXWPURsY2gnZ4Jg5yd,False,0,1000019,1000019,1
