0,0.00003745,0.00003745,1,0.00057879,0.00027497,0.00057879,0.00027497,2,0,0,0,0,0,0,0,0,0,0.002754821,0
1,1,0,2,2.73795443,0,2.73795443,0,2,0,0,1.62658342,0,1.62658342,0,4,0,0,0.001308901,1
0,0.0001,0.0001,1,0.04922311,0,0.04922311,0,2,0,0,0,0,0,0,0,0,0,0.001851852,0
0.00024679,0.00024679,0,2,0.044472258,0.059454292,0.044472258,0.059454292,3.2,2.4,0,0.002831635,0.002831635,0.00284127,0.002822,1.5,0.5,0.000009635,0.018867925,0
0.02370103,0.02551089,0.00180986,21,38.7986827,324.6709208,38.89937456,324.6664992,156.5517241,311.6578679,0.100691857,0,0,0,0,0,0,0,0.04233871,0
0,0.00471525,0.00471525,1,4.24903365,0,4.24903365,0,2,0,0,0,0,0,0,0,0,0,0.00330033,0
1.2,1.2,0,2,2.161201349,1.798202747,2.161201349,1.798202747,4.571428571,4.100771456,0,3.452958725,3.437041275,3.452958725,3.437041275,2,0,0,0.001186944,1
1,1,0,2,18.92714977,0,18.92714977,0,2,0,0,3.94388445,0,3.94388445,0,10,0,0,0.001359619,1
0,0.00091131,0.00091131,1,0.059756417,0.099042865,0.059756417,0.099042865,3,2.380476143,0,0,0,0,0,0,0,0,0.00862069,0
1,1,0,2,88.23189347,0,88.23189347,0,2,0,0,0.99980595,0,0.99980595,0,2,0,0,0.001214329,1
0.7,0.7,0,2,17.6326293,0,17.6326293,0,2,0,0,0.69984442,0,0.69984442,0,2,0,0,0.00132714,1
0.0028,0.0028546,0.0000546,24,1.08E+04,1.08E+04,1.11E+04,1.10E+04,1747057.5,1735376.5,235.6376991,2.873375,0,2.9325887,0,31414,0,0.0592137,0.052401747,0
0.00168763,0.00168763,0,2,0.030772174,0.116244505,0.030772174,0.116244505,2,0,0,0,0,0,0,0,0,0,0.016806723,0
2,2,0,2,2.332603523,1.082980169,2.332603523,1.082980169,2.4,0.8,0,1.29E+03,1.29E+03,1.29E+03,1.29E+03,63.5,61.5,0,0.001228501,1
0,0.00011151,0.00011151,1,2.46E+03,0,2.46E+03,0,42227,0,0,0,0,0,0,0,0,0,0.000515996,0
1,1,0,2,61.16588402,0,61.16588402,0,2,0,0,1.799605,0,1.799605,0,4,0,0,0.001397624,1
0.4,0.4,0,2,403.7001002,0,403.7001002,0,2,0,0,0.3989873,0,0.3989873,0,2,0,0,0.001515152,1
4,4,0,2,1.144545236,1.35761231,1.144607637,1.357743524,2.428571429,1.13688918,6.2401E-05,0,0,0,0,0,0,0,0.001114827,1
0.5699,0.5699,0,2,15.924,0,15.924,0,2,0,0,1.36946885,0,1.36946885,0,4,0,0,0.001461988,1
0.9259,0.9259,0,2,3.4133,0,3.4133,0,2,0,0,0.92575911,0,0.92575911,0,2,0,0,0.001204819,1
