5.1,5.1,0,2,2.375760545,4.266432211,2.375760545,4.266432211,2.8,1.326649916,0,0,0,0,0,0,0,0,0.001119194,1,,,,,,,,,,,,,,,,,,,,
0,0.00001,0.00001,1,108.6975699,0,108.6983936,0,2525,0,0.00082378,0,0,0,0,0,0,0,0.000426076,0,,,,,,,,,,,,,,,,,,,,
0,0.00072464,0.00072464,1,0.09186964,0,0.09186964,0,2,0,0,0,0,0,0,0,0,0,0.000898473,0,,,,,,,,,,,,,,,,,,,,
0,0.00978241,0.00978241,1,0.01010049,0,0.01010049,0,3,0,0,0,0,0,0,0,0,0,0.005319149,0,,,,,,,,,,,,,,,,,,,,
23.19728588,23.33755939,0.14027351,17,9.573336289,18.06715937,9.573336289,18.06715937,5.684210526,6.72037461,0,17.38566789,30.55444679,17.38566789,30.55444679,12.8,18.33466662,0,0.005839918,0,,,,,,,,,,,,,,,,,,,,
0,0.074449,0.074449,1,1.001878,0.998122,1.001878,0.998122,2,0,0,0,0,0,0,0,0,0,0.000572082,0,,,,,,,,,,,,,,,,,,,,
0,0.0011557,0.0011557,1,0.04628,0,0.04628,0,2,0,0,0,0,0,0,0,0,0,0.000631712,0,,,,,,,,,,,,,,,,,,,,
0,0.00012134,0.00012134,1,0.0043,0,0.0043,0,2,0,0,0,0,0,0,0,0,0,0.000966184,0,,,,,,,,,,,,,,,,,,,,
3.83285176,3.83285176,0,24,55.84123101,236.9766224,55.84123841,236.9766531,124.5648148,440.9261564,7.40E-06,0,0,0,0,0,0,0,0.00945254,1,,,,,,,,,,,,,,,,,,,,
0.00002737,0.00002737,0,2,0.042367531,0.103948416,0.042367531,0.103948416,2.25,0.661437828,0,0.00162921,0,0.00162921,0,2,0,0,0.011560694,0,,,,,,,,,,,,,,,,,,,,
0.00107297,0.00107297,0,5,56.51059323,263.9741,56.51060814,263.9741699,1655.565217,7191.285063,1.49E-05,0.28295061,0,0.28295061,0,29,0,0,0.0019992,0,,,,,,,,,,,,,,,,,,,,
0,0.000576,0.000576,1,0.18154933,0,0.18154933,0,2,0,0,0,0,0,0,0,0,0,0.002145923,0,,,,,,,,,,,,,,,,,,,,
0.8,0.8,0,2,0.167957228,0.116947385,0.167957228,0.116947385,2,0,0,0.79977918,0,0.79977918,0,2,0,0,0.00141844,1,,,,,,,,,,,,,,,,,,,,
0,0.00033307,0.00033307,1,28.47769943,24.94849772,28.47834748,24.94881606,175,42.05551886,0.000648047,0,0,0,0,0,0,0,0.000595238,0,,,,,,,,,,,,,,,,,,,,
2,2,0,2,5.580133797,13.35266019,5.580133797,13.35266019,2.789473684,2.066753044,0,50.0050018,49.9949982,50.0050018,49.9949982,2,0,0,0.001176471,1,,,,,,,,,,,,,,,,,,,,
0,0.00000852,0.00000852,1,0.003550503,0.004970967,0.003550503,0.004970967,2.666666667,0.942809042,0,0,0,0,0,0,0,0,0.000805802,0,,,,,,,,,,,,,,,,,,,,
0,0.000302,0.000302,1,0.045515,0,0.045515,0,2,0,0,0,0,0,0,0,0,0,0.000613497,0,,,,,,,,,,,,,,,,,,,,
0.5263,0.5263,0,2,13.24008168,0,13.24008168,0,2,0,0,0.52608507,0,0.52608507,0,2,0,0,0.001230769,1,,,,,,,,,,,,,,,,,,,,
0.00011,0.000165,0.000055,3,32.62657331,30.53650648,32.8275038,30.78697298,11314.66667,11148.5226,0.200930483,16.25382599,29.64477995,41.65196905,51.18591939,17785.2,32170.75163,25.39814306,0.001506024,0,,,,,,,,,,,,,,,,,,,,
0,0.01,0.01,1,22.80152199,0,22.80152199,0,2,0,0,0,0,0,0,0,0,0,0.001349528,0,,,,,,,,,,,,,,,,,,,,
0,0.00095507,0.00095507,1,0.005373893,0.000122462,0.005373893,0.000122462,2,0,0,0,0,0,0,0,0,0,0.000740741,0,,,,,,,,,,,,,,,,,,,,
0,0.00015777,0.00015777,1,0.008983107,0.00582926,0.008983107,0.00582926,2,0,0,0,0,0,0,0,0,0,0.001626016,0,,,,,,,,,,,,,,,,,,,,
0,0.00010776,0.00010776,1,1.29E+03,0,1.29E+03,0,35342,0,0.00034296,0,0,0,0,0,0,0,0.000436491,0,,,,,,,,,,,,,,,,,,,,
0,0.00055463,0.00055463,1,0.00883147,0,0.00883147,0,2,0,0,0,0,0,0,0,0,0,0.000665779,0,,,,,,,,,,,,,,,,,,,,
0.00015612,0.00015612,0,2,0.0041485,0.006284199,0.0041485,0.006284199,2.5,0.866025404,0,0.00019463,0.00019463,0.00022647,0.00016279,1.5,0.5,0.00003184,0.009615385,0,,,,,,,,,,,,,,,,,,,,
0.0003015,0.00084466,0.00054316,3,1.28E+03,4.95E+03,1.30E+03,5.01E+03,1250.75,4832.515035,14.58435725,0.09003227,0,0.09003227,0,21,0,0,0.002475248,0,,,,,,,,,,,,,,,,,,,,
0,0.10079998,0.10079998,1,0.54096226,0,0.54096226,0,2,0,0,0,0,0,0,0,0,0,0.000668896,0,,,,,,,,,,,,,,,,,,,,
0.7,0.7,0,2,20.04784097,0,20.04784097,0,158,0,0,1.49972676,0,1.49972676,0,4,0,0,0.001315789,1,,,,,,,,,,,,,,,,,,,,
0.3518267,0.3518267,0,6,16.01488227,22.56077468,16.01488227,22.56077468,19,24.04163056,0,0.246144983,0.122014755,0.246144983,0.122014755,10.66666667,6.18241233,0,0.003717472,1,,,,,,,,,,,,,,,,,,,,
0,0.00005347,0.00005347,1,0.008623305,0.006989725,0.008623305,0.006989725,2,0,0,0,0,0,0,0,0,0,0.000702247,0,,,,,,,,,,,,,,,,,,,,
2,2,0,2,2.555046325,0.987837348,2.555046325,0.987837348,2.1,0.435889894,0,75.08146685,74.91853316,75.08146685,74.91853316,2,0,0,0.001212121,1,,,,,,,,,,,,,,,,,,,,
0,0.00006065,0.00006065,1,214.6557555,0,214.6557555,0,15088,0,0,0,0,0,0,0,0,0,0.000443459,0,,,,,,,,,,,,,,,,,,,,
0.02575025,0.02575025,0,2,0.074465122,0.043558827,0.074465122,0.043558827,3.166666667,0.897527468,0,1.3219108,1.32034145,1.3219108,1.32034145,93,91,0,0.016666667,0,,,,,,,,,,,,,,,,,,,,
0,0.001,0.001,1,0.00226973,0,0.00226973,0,2,0,0,0,0,0,0,0,0,0,0.001329787,0,,,,,,,,,,,,,,,,,,,,
0.00283271,0.00283271,0,2,0.074637999,0.32111251,0.074637999,0.32111251,2,0,0,0,0,0,0,0,0,0,0.013793103,0,,,,,,,,,,,,,,,,,,,,
0.8,0.8,0,2,2.13E+06,0,2.13E+06,0,68030,0,0,0.79972745,0,0.79972745,0,2,0,0,0.001233046,1,,,,,,,,,,,,,,,,,,,,
0,0.00000912,0.00000912,1,0.00036124,0.00015532,0.00036124,0.00015532,3,2,0,0,0,0,0,0,0,0,0.001007049,0,,,,,,,,,,,,,,,,,,,,
0,0.001,0.001,1,2.99454517,0,2.99454517,0,2,0,0,0,0,0,0,0,0,0,0.000809717,0,,,,,,,,,,,,,,,,,,,,
1.25,1.25,0,2,193.8992955,0,193.8992955,0,2,0,0,4.4993055,0,4.4993055,0,8,0,0,0.001137656,1,,,,,,,,,,,,,,,,,,,,
3.08,3.08,0,2,16.83135376,41.12011374,16.8314702,41.12063464,11,28.58003117,0.000116442,0,0,0,0,0,0,0,0.001007049,1,,,,,,,,,,,,,,,,,,,,
0,0.006258,0.006258,1,0.02512545,0,0.02512545,0,2,0,0,0,0,0,0,0,0,0,0.001526718,0,,,,,,,,,,,,,,,,,,,,
0.3587696,0.3588196,0.00005,3,1.44E+04,1.44E+04,1.44E+04,1.44E+04,82378.5,82373.5,0.001224565,1.44E+04,1.44E+04,1.44E+04,1.44E+04,82378,82374,0.001199565,0.001038781,0,,,,,,,,,,,,,,,,,,,,
0.30766576,0.37762268,0.06995692,10,42.46839739,90.38032724,42.46839739,90.38032724,19.83333333,39.8765456,0,0.812880768,1.041952169,0.826872152,1.035524043,10.8,8.908422981,0.013991384,0.004403347,0,,,,,,,,,,,,,,,,,,,,
0,0.000007,0.000007,1,0.0000248,0,0.0000248,0,2,0,0,0,0,0,0,0,0,0,0.000814996,0,,,,,,,,,,,,,,,,,,,,
0,0.00270351,0.00270351,2,0.023761893,0.016663153,0.023761893,0.016663153,7.833333333,4.179978735,0,0,0,0,0,0,0,0,0.006079027,0,,,,,,,,,,,,,,,,,,,,
0,0.01587724,0.01587724,1,0.534704125,0.321537055,0.534704125,0.321537055,2,0,0,0,0,0,0,0,0,0,0.00286533,0,,,,,,,,,,,,,,,,,,,,
0,0.001773,0.001773,1,0.41771047,0,0.41771047,0,420,0,0,0,0,0,0,0,0,0,0.001040583,0,,,,,,,,,,,,,,,,,,,,
0,0.0003,0.0003,1,0.61204923,0,0.61204923,0,553,0,0,0,0,0,0,0,0,0,0.001689189,0,,,,,,,,,,,,,,,,,,,,
0.00000546,0.00001146,0.000006,2,89.69536997,89.56551056,89.97756936,89.84770995,131810.5,127278.5,0.28219939,59.79691513,84.47379667,59.98505006,84.73985534,87874.33333,121081.176,0.188134927,0.00621118,0,,,,,,,,,,,,,,,,,,,,
0.5,0.5,0,2,2.110453658,1.764746357,2.110453658,1.764746357,2.95,2.519424537,0,309.0089804,308.9989778,309.0089804,308.9989778,15,13,0,0.00110011,1,,,,,,,,,,,,,,,,,,,,
8.00008558,8.00008558,0,166,1.87E+06,4.15E+06,1.87E+06,4.16E+06,165574.8571,283733.9272,3.64E+03,0.67195789,0.885784026,0.67195789,0.885784026,3,2.236067977,0,0.139378673,0,,,,,,,,,,,,,,,,,,,,
1.2505,1.2505,0,2,2.63519281,0,2.63519281,0,2,0,0,5.00007433,0,5.00007433,0,6,0,0,0.001154734,1,,,,,,,,,,,,,,,,,,,,
0.079,0.0855,0.0065,3,0.023486035,0.033983791,0.023486035,0.033983791,2,0,0,148.6679375,209.7850655,148.6701041,209.7835309,12550.33333,17731.17564,0.002166667,0.001242236,0,,,,,,,,,,,,,,,,,,,,
41.2494,41.2494,0,35,39.69110459,16.82370014,39.69120567,16.8238912,34.59615385,18.16829404,0.000101083,272.9640701,190.2588356,272.9648329,190.2581223,115.75,106.2364697,0.000762825,0.016982048,1,,,,,,,,,,,,,,,,,,,,
0,0.00013232,0.00013232,1,0.01038378,0,0.01038378,0,3,0,0,0,0,0,0,0,0,0,0.001492537,0,,,,,,,,,,,,,,,,,,,,
