122MvWAve3rh7PmJf6cjdKJTWdcjo3oRgK,FALSE,0,193424,193424,1,3250000,2750000,3350000,2850000,2.5,0.5,100000,0,0,0,0,0,0,0,0.004149378
112J5z2qDMm4EkMXfAdL3EmtDpmRKc9jMo,FALSE,0,546,546,1,89431776159,0,90364891090,0,1567734,0,933114931,0,0,0,0,0,0,0,0.001190476
1135ZmfarGGgjYF1BBsLgRq1V1S2fygTxg,FALSE,0,3677865,3677865,1,1.97E+12,0,1.97E+12,0,21766,0,600122245,0,0,0,0,0,0,0,0.001091703
113j7bsWe7bVA3rDNq8LeNJwDF1RBeAGQn,FALSE,23534,23534,0,2,108438899,482334430.1,108497416.7,482321359.6,22.47619048,16.34339548,58517.66667,0,0,0,0,0,0,0,0.008733624
112J7nQ2TVRg7YHqbDtmUVadXP5tJ6Zeap,FALSE,0,27902,27902,1,19618,1582,19618,1582,2,0,0,0,0,0,0,0,0,0,0.001335113
111111111BumHKnZ2jXw2mbmHrRwJ3h,FALSE,0,5500,5500,1,70424000,0,70424000,0,2,0,0,0,0,0,0,0,0,0,0.000424989
112ZX38Gza2Dp53SJTFEvCtf6djXndLAYY,FALSE,0,620000,620000,1,6653221,0,6653221,0,2,0,0,0,0,0,0,0,0,0,0.00083682
113ezDDVmR1dAjfUUJMkVfixJfjXNj46ST,FALSE,0,360000,360000,1,4983400,0,4983400,0,2,0,0,0,0,0,0,0,0,0,0.001028807
112tKALrhCvtCmRyZW7WcZXbEzk73qKe4K,FALSE,546,1146,600,2,8969536997,8956551056,8997756936,8984770995,131810.5,127278.5,28219939,5979691513,8447379667,5998505006,8473985534,87874.33333,121081.176,18813492.67,0.00621118
113AKpywqQ3tEQA7fDNxKcmwHcqqT4LPXG,FALSE,0,5310,5310,1,220000,0,220000,0,2,0,0,0,0,0,0,0,0,0,0.000672948
113LKgxVZj71PNQWPnRUKq5Ray2dn1XBbq,FALSE,1185863,9814660,8628797,19,4.32E+13,4.32E+13,4.32E+13,4.32E+13,2356.5,2354.5,0,1500000,1500000,1589991,1410009,1.5,0.5,89991,0.211864407
112H9MBWBTN7RJBDa5Fup13Zy3p33ZHCem,FALSE,0,49999000,49999000,1,50000000,0,50000000,0,2,0,0,0,0,0,0,0,0,0,0.000477783
1126qTvJbXSutn4kje7MdXHjhTa5azrNji,FALSE,0,3000,3000,1,1777035000,0,1780624800,0,50066,0,3589800,0,0,0,0,0,0,0,0.000623053
112xKJ9a4FnrsjQitnhJnsBqHYwyPoJviZ,FALSE,0,15475,15475,3,3657921.333,2400020.676,3657921.333,2400020.676,2.666666667,0.942809042,0,0,0,0,0,0,0,0,0.001962067
113wwuDu4KKYc4Fj28kmEfacwuoZH9FsUa,FALSE,131053030,132313938,1260908,6,165225271.7,277986482.9,165239179.5,277997890.2,54,109.2764079,13907.83333,89137732,62068205.55,89558034.67,62354227.38,3.333333333,1.885618083,420302.6667,0.003183024
1133VKCKapWXCdio32FQsETC9npUJyXsZr,FALSE,0,546,546,1,56814838,0,56956970,0,137,0,142132,0,0,0,0,0,0,0,0.000610501
113GuWXghXUy3DHzcmMigdyGGbo9LVT3zj,FALSE,86649,111758,25109,11,117156.4,144142.4939,117156.4,144142.4939,4.4,3.382306905,0,152633,179793.5657,181372.6667,158758.9999,6,3.559026084,28739.66667,0.029810298
112ECwJiw5J8b22G579QwXKfYdiNPUoDha,FALSE,0,146185,146185,1,3160875,0,3160875,0,2,0,0,0,0,0,0,0,0,0,0.000659631
112LdJUnYCxdjd1oynTNRDHiGGzfJYma4R,FALSE,0,1308441,1308441,1,6674910,0,6674910,0,2,0,0,0,0,0,0,0,0,0,0.016666667
112vtt4rh4qCSzLN8iUnakRhgYLSt8gU49,FALSE,24612165200,24612238900,73700,8,4.00E+12,9.65E+12,4.00E+12,9.65E+12,719.5714286,1300.589082,0,18308767120,17502084996,18308781860,17502090305,5.6,4.8,14740,0.002891218
113A69ddQVjrQXM8q6HBEeNb6WSA6MGvF8,FALSE,0,140284,140284,6,2.22E+11,6.28E+11,2.23E+11,6.29E+11,2182.555556,6166.835405,372514360,0,0,0,0,0,0,0,0.010869565
113h7SPvR7TKT9aNuuCBWxVWXNvdzY4MeZ,FALSE,0,23970,23970,1,26670500,0,26670500,0,17,0,0,0,0,0,0,0,0,0,0.001941748
112TeQnKqbc8Us1tCgXmrwXvhkd3cM5Pq8,FALSE,0,1000198,1000198,1,2456413531,3248852288,2597647137,3331705119,261.3333333,317.2058567,141233606,0,0,0,0,0,0,0,0.000382409
113BBZr3V872pU8udoKGnAmHeEVShNxDvA,FALSE,0,10000,10000,1,10000,0,10000,0,2,0,0,0,0,0,0,0,0,0,0.000515198
113ULxbBwJ3VrbsRpaqB49vpCtq32Tv854,FALSE,2398333,2404974,6641,8,1902809714,2690238907,1902824900,2690260383,273,383.2518754,15186,3254821.333,1241218.317,3257035,1239693.814,4.333333333,2.624669291,2213.666667,0.00733945
112U2BWo9V32wDY6m1MHfaxJkT4cd1jabG,FALSE,0,69013,69013,1,599567,0,599567,0,2,0,0,0,0,0,0,0,0,0,0.002325581
112bQnhmAtdhDcv3q8tPPhBwXz1Ba2BTeS,FALSE,0,300000,300000,1,3220000,0,3220000,0,5,0,0,0,0,0,0,0,0,0,0.000825083
112gGaUswVTGjajnxeZ7PmYL5cjQfzdQD4,FALSE,190024000,201113400,11089400,25,66097757.6,133963692.4,66435058.93,134109824,21.4,71.00028169,337301.3333,26257128.57,37037863.76,28786363.07,36592693.14,2.428571429,2.32115383,2529234.5,0.02076412
