wallet_address,malicious,bitcoin_spent,bitcoin_received,total_balance,total_transactions
112jbqdWV9AGy3vF4zZ9o2BDRcATfqXcWp,FALSE,0,546,546,1
113nt8tYu9zKCW3jYEXr2XLAvGGdCEH485,FALSE,0,152643,152643,1
113Gxy2n9gHEoKNW895pRc4PEpVcqm4ebj,FALSE,0,1484,1484,1
113Dq9uPBoNniy2Dii2AS16itvVqxLstCm,FALSE,0,11314,11314,1
112vCAdnUT5qbVGyWbMe9uNuN6cp1nqiEn,FALSE,3276,3822,546,8
112f19fnBKVLFLDHuDshGWhi9zDZrCSzHw,FALSE,0,13222,13222,1
113ZgonEx3qv7aaN6KPiupJsdBqJxgtPSi,FALSE,1163200,1163200,0,2
112GrfBrqPLsUiUMGecNCZirxvkFRffrDh,FALSE,0,957,957,1
1137jRSbiUtogF6NwhXmbs8DPso6qgo479,FALSE,0,6000,6000,2
11123sRogtTv9gowurwfNqGQ8iFfyhkZbR,FALSE,0,828730,828730,1
111bzgtx7ryQ4G3PWpx77SFizUtSbEcM6,FALSE,0,480000,480000,1
113PHMZKCFKiNaavKPo32XYMkXNbLPQiBu,FALSE,0,654,654,1
1111111111111116e9ThMiVeQfumS,FALSE,0,6480,6480,2
113y38hUKkeRkWFa59e8FD5tMwgHoyHjm7,FALSE,0,488077,488077,30
112H6ypxUxpZo3wusdnj17bmjdXfy4bk24,FALSE,0,126638,126638,1
112LLm7YtDTxUoPNgcyBXYoivNEnL5CLBu,FALSE,70524,70524,0,6
113Z8RZKSbgGcc4pNMUJrmqYrLRKYLEC3F,FALSE,21167745,21190748,23003,40
113HyiPxgqUboPd2VaYQ9agS2bYcW5FZKv,FALSE,317882800,317882800,0,2
111pH97ZM88dY3hLZpvRLq8zzVrqMB1bn,FALSE,0,43742,43742,1
113Ph8mGZoD83hSCP8WaCfTiX6JrrM4SEN,FALSE,0,12904,12904,1
113TrndGVMguyzhzLeTevSPHoQUejjReiD,FALSE,4726279,4726279,0,2
11111111113UMudt6u3qhLS4CaocnFv,FALSE,0,548,548,1
11111112qdAx2GurLogQnQVLmnPthYih,FALSE,0,2000,2000,2
112pRmhjPbGYYF3xQACkxejU8LhH3ZHtuW,FALSE,1346214863,1346254750,39887,19
1136vE5F923NujzjUfJpN9KpCY6gfhfFaS,FALSE,0,10000,10000,1
112pnDWdQRCaMqPf6r7yuJm7o7uzuyxNt8,FALSE,0,815,815,1
1124fASZQfvGAUMEqLK8NkiYxRdVdT4pBQ,FALSE,0,21863000,21863000,1
11119PhMRJiPM1d1wDu4pZEqSk5nU2yjG,FALSE,0,6048,6048,2
1124PWmUMYYVxZk93bW84qyaD6yhLwJr3c,FALSE,0,85665,85665,1
112EiY2ULGbB3kSw8sRe8iqtgu3aawHuND,FALSE,128039829,128210894,171065,8
113xTjDq5uoXVKr9okKwuF5He7hLzaL6SC,FALSE,0,27570,27570,1
112kiNLNodV1onuqjkS2GGJ8P5g8y8FoBY,FALSE,804549,804549,0,2
113FDGF32NqFF6V42iyNsxrt2A9nRUG5R3,FALSE,0,451160,451160,1
113QURRyytxPMr7Qi7TrnKKwhkdhjGCGZj,FALSE,0,156679,156679,1
113Dd5CRFNbVpbAFudSSBCnMU5xP26zPs9,FALSE,0,100000,100000,1
111111112dyNc8CgfGwc4iASFMW1f9k,FALSE,0,5500,5500,1
112tnNunWzgjWW3fzggodLZWqZehU3nhet,FALSE,0,1093,1093,2
112BArwiuhVHFZCXsRpwHgNEonyJAhbLb5,FALSE,0,130823,130823,1
113emHehSnmDukgX5GmqADn2HTmG6vd5wW,FALSE,114529,114529,0,2
112aKRzw7wruYJ9LKYXverwatSewN3KFbx,FALSE,0,1950000,1950000,1
113DX6ASUqvbve4JNz3CXS71EQ2mPNGs93,FALSE,0,5980,5980,1
113T759XviygbGEaJaCMemhUZ5xuGX7vE,FALSE,0,2688,2688,1
112nRr58HKif37crJ5hyhFceeoAyXhdL9r,FALSE,0,13026,13026,1
1128PqcET48r8Nff7F3bAqUYX7GA8hZmAj,FALSE,0,132021,132021,1
112NaF5soZxkBMRdz7kV5PJfagRfBzjSa6,FALSE,0,40540,40540,1
1137RvjpZCTRgEs2CEBeepXC8CBtLEXktp,FALSE,0,30000,30000,1
111mZCttvWV85TCZggRj3HHYm63CrtndE,FALSE,0,1300000,1300000,3
113uzc9X3FY4wpRkmXB9APK3JMiVN7Xv3B,FALSE,105031902,105031902,0,4
112pVDfv4T9DWrZkCwn3TVx9mG89dseYdX,FALSE,0,247081,247081,1
1132Fgx8UxbjsGrWkZiBgbZWHEP7Vt5sG4,FALSE,4338,4338,0,2
112prS81xUrKiKv7VGSE2Fs8vjVgi2sGZr,FALSE,0,98475,98475,1
112bisGuRFqq9iBi7m71h7NgjdDZXCSjEK,FALSE,0,8000,8000,1
11111111111TcgsE5ehVn4AQAF1Y1m,FALSE,0,209200,209200,1
112ZgoG6dWdtET93PGj3ZBvUGkEVKsuMpv,FALSE,71364,73266,1902,9
114xpScPzh6FotuhdtuP1NtVjH8rW4usbt,FALSE,0,5500,5500,1
113HqgNgzhkizT58Mh1GLQdVM94ZvkMTok,FALSE,0,12856,12856,1
1153WhRDQVTmsDj92xrRFxy5N1K8hw8ewB,FALSE,0,696836,696836,1
114DcU2LfZsGynFH6CSwgrbKtcR5E8a8zK,FALSE,18306,18306,0,2
114aeheDNuGWQqdSbn7MYhGVzUUACTXHJ3,FALSE,0,1000000,1000000,1
1134yFYCdR2cpd29gQo8Y8aRYfMSE7pq1Q,FALSE,0,7360,7360,1
1136stpVSvHNrEHGkF7SjqF2f2jkMkpuhg,FALSE,0,121924,121924,1
1151Dd3ZsQEngCP1oYUFsCoJwqzXHenV9,FALSE,0,11500000,11500000,1
112yygfMCDtJqVuSe5Ec4xYrUkExJn4Kp9,FALSE,532898,532898,0,2
114L9EzUDbEqEkQshPrqymq3F7DDac8BkQ,FALSE,0,393695,393695,1
11468NXEgjCyrFPciqxxauysc3qTKyVdDQ,FALSE,1092,1638,546,5
113NKZuVd3cdymqBMWkD93efrz8vmEvUQV,FALSE,0,12683,12683,1
114jarn92zhj9GnJecD7UUnXG8YSqrk3ec,FALSE,13508378,16625696,3117318,2
1141avVwV4AU1MEekH1pBGxHbUsoVmMXbX,FALSE,2157782,2268134,110352,10
1134CNS9hV9VHDnW3MLCx8LuHYYVfWpixL,FALSE,0,1004500,1004500,1
113Yj9w45Br96zrE9UFVzBgA51c2YdCCge,FALSE,0,392473,392473,1
1155JFsEJZvZZq28KjAXEaqwhtp91qS23h,FALSE,0,8117012,8117012,1
112w1Wytf98QTNv52Q22jATWyHjJFjbkep,FALSE,0,4151,4151,1
113UmTk7zwtgyeutizvAistQX2f8xXw5s2,FALSE,0,1000529,1000529,1
113pj5zEE5wYYpHRn13F1MvZSSP78ujSgi,FALSE,0,40000000,40000000,1
114bKKQCHneVWJ8DxWggKQuNKtUSDHQqyN,FALSE,7000000,7000000,0,2
114RP9yZftcEtjsURM4jAGKfBXWkmdPLUL,FALSE,43630000,43876363,246363,7
1135DEYUJGYXc9fpYpqbDFzwyDqkqeGpTR,FALSE,53480362,54079942,599580,198
114FDKjXp7SmiT5C3XEmKBhwMDZkbG8NpC,FALSE,0,2373357,2373357,2
114Tvo6858trpYfdQRdMzWTyPSpBeW57ic,FALSE,0,87570,87570,1
113TdunzEUNno9cQVtzShB25bhtGrAdyDx,FALSE,6759826,6759826,0,2
114eyV4YoeBWbDn4mncWeKDJEUV1Jf5w7j,FALSE,2056565,3101301,1044736,10
112yYWHQ95rxe8Fy9895tJ5pnph1qsCGRV,FALSE,0,473147,473147,1
113SzPhemhw2axtTKk7ZD7RSAscKGgXMy,FALSE,0,1875,1875,1
114QMAtxEc6DQx4gzrZvd2E6vt9Ryyzm6S,FALSE,0,41334514,41334514,1
113AfrzyKdYnrA9p1LHSJxVwvJrnzMaSVm,FALSE,0,500000,500000,1
1133tSUY3FQFm7Ajm9pDKVuCzxfaaVhbCj,FALSE,0,671347,671347,1
113B1ixzpft6kTAzDh44eBHuYfPzqhJH4k,FALSE,0,10000000,10000000,1
113Q92Tk4m4VW3vvtXkcc6PzZnZz6bGbiQ,FALSE,0,625807,625807,1
113bZbPAp1xY5qMHAVrHWzqPa7of7QbjDz,FALSE,0,26030,26030,1
113BVUBgAKYyiebP7SAdtUoqgpoxNzFzJX,FALSE,0,1000000,1000000,1
112zcdfp9N5MuN7YbKryPSEJnSnUVhfJuy,FALSE,0,5000000547,5000000547,2
114X6KEn7JVhp5zzmWaTDuUFBzQVxeF6JB,FALSE,0,10000,10000,1
113qBSAWTsnoobF5qDPUc1Lj5HFac1wuHz,FALSE,0,101841,101841,1
113C4WATpwRB6iEysMnpV4RA6KmR5H6xZF,FALSE,1092,1638,546,5
114d5asCDLCqNwa4s1mgbD6KZU1sTparn2,FALSE,888005,888005,0,2
113sBvF1H8iSTKSTDAzDvHC2BfpxgHjygJ,FALSE,8256,9546,1290,3
113wsQxMpuJoJztb52fAtcRrkQU2StDgy7,FALSE,439537,439537,0,2
113xn8nps1NfGrpNchsiBLYHD6K1xL5jD3,FALSE,0,5480,5480,1
113Eprizsngk3hu7WRRu5E1sdELAq8uwUN,FALSE,0,1660000,1660000,1
114UN64EKECVD3ZJimMz3QgwEVnDGz1FA9,FALSE,0,10000000,10000000,1
114mXEMRMsW5dXsm2wywDJUbwLj4FDUeVM,FALSE,0,5480,5480,1
114pn4JAbHdViX5XtW791mtPtTNvLNeMhi,FALSE,0,59000,59000,1
113FKcmfssQLRPn4YwmNEwJjgpv9EQC8Mh,FALSE,0,268940,268940,1
114MCtW8MU7ZpHzceajZeTjoKyRwhW8Jya,FALSE,0,5195600,5195600,1
113y1KpSBpUbC8GUG17xqMMbzZqqZ4hut,FALSE,421499763,421500000,237,6
113xdBENEkaM2bM4sCWtHhmLgvJFH7DHjX,FALSE,0,51410,51410,1
114idgScu8J1Hgg8s2eLEXc9eRZXQ3j7r9,FALSE,0,29606242,29606242,1
113aN7e1h4DHAHEbbXnuaA7FqbCQMrhPmY,FALSE,0,1162581,1162581,1
114fpVdFKbJYHogkJysyyZ7WRZdv7RY2zT,FALSE,0,7570,7570,1
112zFFY3GoeqoycBUXv9ESiLkZPWZ3iaqi,FALSE,0,381930,381930,1
1146sHdf614LHY8w8L2CPVTouyii4pE3Km,FALSE,0,100000,100000,1
113UHBHyNezZ9DQiVbtpyTSkEXRLDBvTCF,FALSE,0,72906,72906,1
114wmBHZTReznvDUB4ddtKJMKZgQDZNUZA,FALSE,225175,225175,0,2
113cVsngLzypYR4hUBoCARVQgRekVPBLMC,FALSE,108180,109260,1080,3
113ELmeZFcF2GBepspHXWWQVK9QUh4W71q,FALSE,0,100000,100000,1
1137CcE4QpBTVc9pen2wS2b3CGCeTkUnEi,FALSE,0,1564,1564,1
113dpgEnQCQVBASmLicpgcJL51GtCL8KbZ,FALSE,23158002,23158002,0,2
114hsXJfqdiWd6h9hqemRtPvw78bLmxs7X,FALSE,0,400,400,1
113YLsab6T3VWeM21RXmVSHHC6YF2rJ75z,FALSE,27157,41237,14080,4
1135B6Tbs3zXCK6TcGVPWrmg8RdQjXDEnn,FALSE,0,358352,358352,1
11349jat6mJu25teBhX591rT7w5k6nvV4o,FALSE,0,837000,837000,1
113PWaSRC77xoULeX2D1U4pARsSgmiLYHG,FALSE,2399305,2399305,0,16
113BXDSMh652WLZW2E4oimXeBrgqQx1sXG,FALSE,0,81324,81324,4
114sRLWs6hS3pDVcx5QrfbLdJWabhUyfq1,FALSE,6807199,6807199,0,12
1142nFeNTE226edega2DBJ5nroa31gWjB6,FALSE,0,46000,46000,2
114fHvrxdRNFCJaPTcz7KAUpD8H82yCSht,FALSE,258059,269638,11579,3
114feMqfWAtsNozsraujAAaxcWy2hbg1gP,FALSE,65000,79283,14283,9
114u1PMrgxaPbpxmNvRjky5e5ZMG8qhiKc,FALSE,0,146515543,146515543,1
114BBgpzBb85BhqhrAGcNCaxy4Ts3rF2HP,FALSE,0,27986000,27986000,1
114MquFiqa57NhFM8LxkKRfXepmiokyzqA,FALSE,0,478232,478232,1
113yeH6MXCAQWiJjcZ3YQMx1h5U6oFupCK,FALSE,0,45720000,45720000,1
113i7fmuScbTWHDpVuFBKqvDWofvZJHsbz,FALSE,0,10142,10142,1
114F5vXBn8zf5NWoUXvci8qNsTZbiaNtpQ,FALSE,0,3873,3873,1
113e8XkLf2xZ2k6UDaA5W6Crie1N3uEtzG,FALSE,0,5653,5653,1
113gU2gg65iefWDDLGJUBiHecAsFiSABiA,FALSE,103789,103789,0,2
113kDse2iQrxDq2K2cx3uh7XbLGWUjKcKL,FALSE,0,3000000,3000000,1
113q7AhJzbs1KdQv5YxHqVSNpVb7eMAWug,FALSE,190017393,191450763,1433370,199
114wQq8PoDYhwWBv2DuxerouFrMLn1bLYd,FALSE,0,6738440,6738440,1
114qVYD5xHAdFPCwQcTQ77Bvo2BdjhEGiN,FALSE,0,207576,207576,25
113jvEz1kdL3PXmLFBSBxwHFdRk2Nve1cr,FALSE,0,5463,5463,1
1139arJKq3xFQ6QgRnh4GRGzi2UHhSCqqz,FALSE,5476482,5476482,0,6
113ZqpHpSBk2BcMbVPtuySbi5CKAJB6Qed,FALSE,386389,386389,0,2
113WsxNdWVHnhseUvF8iCMb3DiTmygEDVe,FALSE,0,1000,1000,1
114Sc5qXKcQD8eE3Ut2Cs1nvJ6iGeFb9zg,FALSE,4307714,4307714,0,45
113jTGYABzwboNALePqKfW6KcmX8TqTAok,FALSE,0,282000,282000,1
113ZLHxcHeDXUXr4jyQyx4fkffTbgBA6Xk,FALSE,0,548,548,1
114rvb8ZQN5nTGGP5Y8X9a7728rn6Br1Za,FALSE,378112,378112,0,2
113dtai7MTtusKYzdzYBTrveBc6EKq1KVk,FALSE,0,80,80,1
113Hyyc2gjXg71MmXebRVJRtLYiMt4MvE7,FALSE,0,7182,7182,1
113C8Bt6WH1BuavkPapGsKjgcnbSXSPtJ3,FALSE,0,132358,132358,1
114RRD3GXCEeV7QqdKX1o3fJbPzfCs1LB1,FALSE,0,16923,16923,1
113EZthvpPX4duqfrUy6RHmbyz3heFC5AP,FALSE,0,10000,10000,1
113bgPWhGPFB53P1Ea44TmBWxhFQvJvwGc,FALSE,0,72560,72560,1
113auYJa5V7ZTKJAC22ek1zpRWarxZ9J4B,FALSE,0,2183155,2183155,23
114XSvqmj2wqb8bDBKT9Cvuh67PMc9252F,FALSE,156700,156700,0,2
114fSY8tpkCRX6jpCGKUqYfV21x3dnGE4T,FALSE,0,2730,2730,1
114vfSqydAnXNP3c7i5zLv1jZzpkMUBt82,FALSE,0,221479500,221479500,1
113kSRuWbiCsdZFsRziPfbjrZCxeo6U3sh,FALSE,0,18640,18640,1
114iC6mqfSRzffpCkU2kLa85RUBUPCR42k,FALSE,0,10000,10000,1
113PcuDzUyUB42Rib9Fce1yhkPqcVT7rEd,FALSE,3811,500546,496735,3
113QmjmZo16PGFBGuL7W5ZW1SCkYSj34mV,FALSE,0,1000073,1000073,1
113VvD1uR6pqiDrn5hj2mMqhRmS8ezmQaS,FALSE,0,6480,6480,1
114DrCzxpfohzH8AFg7wh3Pst1CdeFwJJf,FALSE,0,14564,14564,1
1132LMRnwUCWY311CrMjGAGnNyisFc5gXR,FALSE,4675568091,4676725606,1157515,36
113UzEzeajqnFRf4ApC4YKUEdqnD7AL5fd,FALSE,0,577015,577015,1
114XNzYWXgV3q62chzH1ydtETc4hYbaj1c,FALSE,0,849911,849911,1
114TeYcw5x5czB4A44r4qNMvqwRBmu2dv1,FALSE,29053920,29053921,1,3
113bnk5aEja6uzgDbmbJ9onSGShrh7t3mL,FALSE,0,111569,111569,1
114AXNMAbAS8KGkzYbDiZkYHfhxsyE1EnJ,FALSE,0,77316,77316,1
114Wmd6wWBF74aHUkM7LigZbtxNXSrUNQZ,FALSE,932944,932944,0,2
113VMzA6tDeKyjseBHqRqsJMsnAR5u4a1K,FALSE,0,3133583,3133583,1
113tCbfLQVA3a7RJSwpytMsyUPJCddyJNe,FALSE,2979512,3003341,23829,5
113nP4gQQ54eqdVszakfbZeuj4S8qMHExw,FALSE,0,546,546,1
114qqLCCuzYeCE1GJxeYQJLuKyuueLpNzW,FALSE,2924899,2980299,55400,27
113b7yzCyCb1ukhqZ5348MzqV9RbikVns7,FALSE,2790967,7606740,4815773,274
113TeP8bpNeibNA71trCWuhpcF211Y4H3U,FALSE,0,3534,3534,1
114fzcb6Th7piQLXQ4grz5JFWq9ZbJaes,FALSE,0,546,546,1
114FjUrSRgrKR61q3xAnBXLJpUr3MLos6k,FALSE,898910,1151848,252938,79
113cjvnMid9S2M5iyGQQLNioBsXjjX5WX2,FALSE,0,10000,10000,1
113Cwj1kXvZiTzAGqQ58TATGBkCBXWVMSs,FALSE,107018302,108049160,1030858,422
113veVjNhUVzvTu7uJ7auio7XQuncrDwhv,FALSE,9808,9808,0,2
113aQZQwnwQN1xacrRG8r7KpEoFzfoSCbP,FALSE,0,16409,16409,1
1138AaUgBkj2qJ2f2rFnh5P5s5bP2AcoEU,FALSE,0,200000,200000,1
113HUCjtBju77g5GaHZqxkLDGS3NS7DGG4,FALSE,3578548,3578548,0,8
114ndcqd5QyQSWWxQ2ZKFmv8CuDz2wSE1V,FALSE,0,5671,5671,1
113UpEUMxYZ66w5xGCk1wrJS4NTg5tmdYu,FALSE,0,51235,51235,6
1146QavAAa2ag1Zgq8hX53C8WsbXwnmMQp,FALSE,0,17510,17510,1
114RWgsYFNTCqX5ETTDtdZvycfosyuWjD6,FALSE,0,339544,339544,1
114hgCx6eyR1uGM8x9KnJxFWXHj6nazdzE,FALSE,0,34268,34268,1
113VKRZ6nz4quwyTJcd1kTcya9JortXjfq,FALSE,0,15289,15289,1
1143J8SaukKQp9eJe2Erv5Vr4env2F67gi,FALSE,4892000,4892000,0,2
113tE6AiuV5jKqh4yUMyhDdyvp3rs9dubf,FALSE,0,1000000,1000000,1
113FUXxAsLg7Ai5Yg5hMJaWSBwaLm3jD5t,FALSE,0,1011116,1011116,1
113pMzNebyoppNvZwPkNir6qoRZPnJrs91,FALSE,0,7088907,7088907,1
114SRX8QsBnUUrHxLy4RjZeuR4L6REGdiP,FALSE,0,180109,180109,1
114dvDTaY2mh5wFjvAac9sXqQ1ZyqJQEWK,FALSE,2758223608,2758321829,98221,90
113kRzbPNXYMHNayuApp27YTxQ2zC5Bxub,FALSE,0,59430,59430,1
113fpjjbwyLZtobJYjtVb5Sfzgr5NvfeKD,FALSE,0,85583,85583,1
113PRhFE44hBYpBWCUuCaGi63NpZK3SXTL,FALSE,130613,130613,0,2
1151AgQ5EFCLU49QyzYfmE7syVZiw4s3d9,FALSE,54669028,63131028,8462000,8
114S1etPJ977G8EvnwLdfo7ZsusHx3myjf,FALSE,21000,27000,6000,6
113hJjsHzq2XmcR8YDBZ8W9XEH7tcAkh9S,FALSE,0,5559,5559,1
114upXyH7MaDRffbpdzbPqHX29QkEzdesP,FALSE,0,21291,21291,1
113G5xr6QADt3GpLje2DuuciCESd2UQ3kN,FALSE,0,4670,4670,1
114u527RExrEFaUMzBMzhE283WTAXgYLGB,FALSE,0,61496,61496,1
113WSTS5RWz2VUDkT7X3SsEPZEEgL4Svec,FALSE,0,12705,12705,1
114uUNLL39dcKzGAFNkJiAjmxNZhjjUHk3,FALSE,0,1141,1141,1
113sTxCy5AJ4nJc9qMhei4P8yVnwFEj8Lp,FALSE,1092,2184,1092,6
1132RdBVux6494rt5zMqUY2WsN4LjU1sm9,FALSE,190076,190076,0,2
114CUunaMCVjuLqovSVh6U7kBgt67BS1cZ,FALSE,6160000,6192984,32984,8
1144pmCshn3ZphzsMHd2Nt31c9rkVSzcGP,FALSE,0,4568240,4568240,1
113F77X7rS9bn2A6SwZrvjdkUY6wHd9MYG,FALSE,116632,116632,0,2
113Kx9vH2MRihrqrxHGkm2229tjUUbpwFh,FALSE,0,5153,5153,1
113Twnyrs62Qptwoq9sMNPBGKCe4X6pVmo,FALSE,0,4530,4530,1
114UaSjSDMYJumk9EFWiNxiRUCJJxniC5r,FALSE,1000,642137,641137,2
112zHkaRpfUwXMADhdzWKgLgfLjvitUq4J,FALSE,0,3078039,3078039,2
114gps7Uqva2JKDUfuBhcx7CzDjqgjSiUK,FALSE,49981000,50010000,29000,3
114ASm8BJoUZXzC4pE8aAw9p18isCzb8vG,FALSE,0,330810,330810,1
114FjvKbaN14FWd82hzzM1S15sXHHuq5HK,FALSE,0,32569,32569,1
113nz8b7aESVvNEiJbzDTsk9v9VEG5wXuy,FALSE,0,936855,936855,1
113B3v2cnsXUQXnMX7FKjJSBpHg18PW35D,FALSE,4462203,4462203,0,2
113rkZJgREYswkpgaQjqWesBMQrDRqG12U,FALSE,0,2604099,2604099,1
113mq5X2KaHhiXkscgjNeHcU39wAqQLMX3,FALSE,1970,1970,0,2
114YBVFdk94DbB1LbFP264uKKNUgq6JDji,FALSE,6966163154,6966171019,7865,73
114rs1aFRiRN7ihk4p3CworCrt69XsPFK5,FALSE,0,2071,2071,1
113f8ejN1mwQmyweiMbMJrniTxNbUFaUHh,FALSE,0,7393,7393,1
114d488AG8rCF6F755njfvSo4qftWX9bi8,FALSE,0,5677,5677,1
114tMwSvBvYhKP8kTYTHeR5fLAFSsb7ZNW,FALSE,0,7249,7249,1
113CqgYb4bcxJvbBg5p21Qui7QzAzKdqfJ,FALSE,0,9466510,9466510,2
1142UvK3rnatxLzs5PX7yg8Rb6Vtf6DqYP,FALSE,198161,207620,9459,3
114TskM1kZKJwEzBkVoFJDt21bpjupS3V5,FALSE,738518,760661,22143,19
113hEWvFhRtVtqXarG1HgfyyUjCM5jHKwy,FALSE,0,975556,975556,1
114aYLcexFfUPDuma6bMJ5Ae2GwswNLVSG,FALSE,0,40095,40095,1
114BQJbzznhKgq2XsMYBdJPk9YZWP3tJXq,FALSE,0,1205,1205,1
114GyNsaJ9cFB5zWtMQADDwEu3ZkCzXnrL,FALSE,0,5480,5480,1
113DD7WpNumXcY9P88Sb3xz37Q2VVH8cMz,FALSE,313380,313380,0,2
114A4dVXJgdjejASbmgYceLWYJqk8x9bFc,FALSE,0,13300000,13300000,1
114aHdCPtC7QzaoscqY3gPAHNrzSqdW8pZ,FALSE,0,672208,672208,1
113eS8g3cteishpV3wqXJJcdYhWNmWews7,FALSE,0,5548,5548,1
113Xw8MmcRJp8vRJaoxupuyQ4QdmgTQ1U5,FALSE,0,4557,4557,1
114C2NCfnzcFxMhtACcUgV42AGL8wJ8wY2,FALSE,288353,288353,0,2
114D6mGx7twLsHVUy59bmKHtCAgqQwocbg,FALSE,0,13074,13074,1
113Jhbo2etRKMs5YGsDHrT6LSc4dqpZCuy,FALSE,0,1600000,1600000,1
114bjGSCnfrRRWZmRAjh7HdCVGHtjH8FwT,FALSE,0,1321109,1321109,1
113tVJpNESLdHq6MQfVTnq4rHi4X7T9GKp,FALSE,0,1495,1495,1
114qntvVTiDUZ9gijjVkbNsVz3Bc1MJjZJ,FALSE,25430,58970,33540,7
1143PDgB8NbTDrFoStrKXv8nAfXDyhPAJk,FALSE,0,1136363,1136363,1
114MDzmo1G8WS18TKHaBRNcntKSsEJHqqB,FALSE,0,80925,80925,1
1146vfshNtE2eKUzQ5STPrrH6WsSoNU2wM,FALSE,0,49629,49629,1
113WK27Q3wyTbeFnn6e6QPX5zUFZBpYnZC,FALSE,0,15119290,15119290,1
113V9jVVdvZsUzdADouRoaCrtHucgt1mDo,FALSE,91008,116008,25000,3
114jLvzqDt7QzH5xDARx3Nkc37xKGDEuJr,FALSE,0,1000107,1000107,1
114RyrvLTDog8JNAFWjYJzC5P7FQsyTcVN,FALSE,0,53108,53108,5
114zrwC6mDZX9sST6YuwUg2RT4hPnvPcWm,FALSE,0,660000,660000,1
1143d1v72Fq8uwep5frg6gbmvqMPpZdmfc,FALSE,0,8773870,8773870,1
113EMEeeCHkMdhMAdN2U5MiboPV5XATqEe,FALSE,5259,502730,497471,3
114fSfAmVa4jL46od6jtLkEfnJaCLxeZBa,FALSE,0,19235,19235,1
1145ePxf7oZfcGNHJvqAEfKMzE1Xz1h9gV,FALSE,7448691131,7448924343,233212,5
113pJR2QoLRFyMAA2VrNtVxgkND4bGqvh6,FALSE,3953890,3954437,547,3
113nx4mXV3nvoeoHRiwVrM9cgA52HU2WLF,FALSE,0,1859,1859,1
1138yzHJSk5MYFiEpZBD7rVMpDzym43wSy,FALSE,0,100000,100000,1
114HGtdN3zx6Jk3eGCpETGtAw7gBwFXfbH,FALSE,0,5480,5480,1
113emEbuKQjpxAekPL3ev6ShHxv5ehGEnx,FALSE,0,12299,12299,1
114RENCYDjqmP45n5vZEA7qHiXD3B9v64P,FALSE,0,71647,71647,1
113yoFwUDp99pWcaQywb5wDVUF6vLJTApt,FALSE,497884,544528,46644,4
114A3mguUxDXnY4boHjaRp8qt8HTH9pnoq,FALSE,0,12128901,12128901,3
1155B5y5eGCDmsVsnCu5DD6BY52DXWC7qf,FALSE,0,138040,138040,1
11488QS6Mxb7RqEZhEyPva7E8ZiJMeYbLk,FALSE,0,34510000,34510000,1
1133hHEbkCFEruy9rAb3dMrcapN4adfchC,FALSE,0,120000001,120000001,2
1155GgEiUGm45Y3iGGzdpVqzRPTqx8JMM6,FALSE,0,997679,997679,1
114d5Jp9RPY7eTyYRdgRADPmiCUCY6TPy7,FALSE,1119000,1119000,0,4
113G47i7hmJH3V1kUwREiNypE7PNtrgDnn,FALSE,0,377582,377582,60
114cs5Pp1ybx5RPywb8PNpGp6bnYCKg2Yg,FALSE,0,997785,997785,1
114TwwkezLFnbxMwWQH9zGiHrowZM8PzRF,FALSE,5053922,5054800,878,3
113CkMqouf4RsNZ5JYjuYScgMvEn3BCZwr,FALSE,61092,121092,60000,5
114kfZF2A91i11rKeVfQR6QoU1CuSjcvMP,FALSE,0,33713,33713,1
113MmowcdbrD3pd57q8metKV9ibaHt8fe2,FALSE,41150,41150,0,2
114pdVmJ9Fk1LRbRaYsPE1qgQ6voabVb4v,FALSE,0,175596,175596,1
112zjAtTuZrdnBEm1aMbJcSSJs62ynaD3f,FALSE,0,729,729,1
114a7EEX8xq4vZU1LGfqHwg8Ak9KwQUGxz,FALSE,433177535,433180243,2708,63
113UvRa8Hr73BkFvemJBPmhQeRf2PKAKUw,FALSE,0,14190,14190,1
114RxGAYtUKmco7nq1ZBshFALbRs3PTCex,FALSE,0,16411,16411,1
113yNU2mkXyfcHAPidNtcYEj7bnPMrahnu,FALSE,4041574,4069734,28160,12
114enQniiLFWXEwfdWKUNshDwSwKQi1fkt,FALSE,0,50000000,50000000,1
113PCWctUHD7456M5tPL4ZFXhHv5MhECot,FALSE,0,500000,500000,1
113dijkdJtQYduLPpy61iZiYWvRFq3ohcD,FALSE,533074,534030,956,13
112zrnngnTZEKzE3MmvzRZofGgYHz37Wui,FALSE,0,1174,1174,1
113mgsBeYW62u7iFBZeJSDN7fjhMYzqWpt,FALSE,0,998555,998555,1
114vQnXzDtZ9P2mA69Cq71PmHxgRY6JgzS,FALSE,0,60440000,60440000,1
113zMe8ni1vQ8fTN2hcnjp4cxXxP6DEHnr,FALSE,0,601278,601278,1
113gHkBo56VqXi1GPsYWkCfrcZXsiYxcvQ,FALSE,0,7008,7008,1
113Acvzxbk8VEKFKhngX9FsMwx4gaZDsgs,FALSE,385893,385893,0,2
113o1idaxsBr9XGq8UiAGJqwjhzJuvcpLi,FALSE,4186861,4186861,0,9
113hkvtLFvYmwdLZhvezst1bT71vrYuk3d,FALSE,0,20000000,20000000,2
112Nqp3UrJj9fub4uJdLKqZ94MH6jQuk2P,FALSE,0,623,623,1
1127tt6HYrTGgVLqneR1sYKPGBiiqqmgJJ,FALSE,0,333859,333859,1
