112J5z2qDMm4EkMXfAdL3EmtDpmRKc9jMo,FALSE,0,546,546,1,89431776159,0,90364891090,0,1567734,0,933114931,0,0,0,0,0,0,0,0.0011904761904761906,1,0,1,0,0,1
1135ZmfarGGgjYF1BBsLgRq1V1S2fygTxg,FALSE,0,3677865,3677865,1,1.97E+12,0,1.97E+12,0,21766,0,600122245,0,0,0,0,0,0,0,0.001091703056768559,1,0,1,0,0,1
113j7bsWe7bVA3rDNq8LeNJwDF1RBeAGQn,FALSE,23534,23534,0,2,108438899,482334430.1,108497416.7,482321359.6,22.47619048,16.34339548,58517.66667,0,0,0,0,0,0,0,0.008733624454148471,2,1,1,600.0,1.0,26
112J7nQ2TVRg7YHqbDtmUVadXP5tJ6Zeap,FALSE,0,27902,27902,1,19618,1582,19618,1582,2,0,0,0,0,0,0,0,0,0,0.0013351134846461949,1,0,1,0,0,0
111111111BumHKnZ2jXw2mbmHrRwJ3h,FALSE,0,5500,5500,1,70424000,0,70424000,0,2,0,0,0,0,0,0,0,0,0,0.00042498937526561835,1,0,1,0,0,0
112ZX38Gza2Dp53SJTFEvCtf6djXndLAYY,FALSE,0,620000,620000,1,6653221,0,6653221,0,2,0,0,0,0,0,0,0,0,0,0.0008368200836820083,1,0,1,0,0,0
113ezDDVmR1dAjfUUJMkVfixJfjXNj46ST,FALSE,0,360000,360000,1,4983400,0,4983400,0,2,0,0,0,0,0,0,0,0,0,0.00102880658436214,1,0,1,0,0,0
112tKALrhCvtCmRyZW7WcZXbEzk73qKe4K,FALSE,546,1146,600,2,8969536997,8956551056,8997756936,8984770995,131810.5,127278.5,28219939,5979691513,8447379667,5998505006,8473985534,87874.33333,121081.176,18813492.67,0.006211180124223602,2,1,2,0.0,0.0,3
113AKpywqQ3tEQA7fDNxKcmwHcqqT4LPXG,FALSE,0,5310,5310,1,220000,0,220000,0,2,0,0,0,0,0,0,0,0,0,0.0006729475100942127,1,0,1,0,0,0
113LKgxVZj71PNQWPnRUKq5Ray2dn1XBbq,FALSE,1185863,9814660,8628797,19,4.32E+13,4.32E+13,4.32E+13,4.32E+13,2356.5,2354.5,0,1500000,1500000,1589991,1410009,1.5,0.5,89991,0.211864406779661,25,21,22,1.7142857142857142,1689.4761904761904,52461
112H9MBWBTN7RJBDa5Fup13Zy3p33ZHCem,FALSE,0,49999000,49999000,1,50000000,0,50000000,0,2,0,0,0,0,0,0,0,0,0,0.00047778308647873863,1,0,1,0,0,0
1126qTvJbXSutn4kje7MdXHjhTa5azrNji,FALSE,0,3000,3000,1,1777035000,0,1780624800,0,50066,0,3589800,0,0,0,0,0,0,0,0.0006230529595015577,1,0,1,0,0,3
112xKJ9a4FnrsjQitnhJnsBqHYwyPoJviZ,FALSE,0,15475,15475,3,3657921.333,2400020.676,3657921.333,2400020.676,2.666666667,0.942809042,0,0,0,0,0,0,0,0,0.001962066710268149,3,0,3,0,0,0
113wwuDu4KKYc4Fj28kmEfacwuoZH9FsUa,FALSE,131053030,132313938,1260908,6,165225271.7,277986482.9,165239179.5,277997890.2,54,109.2764079,13907.83333,89137732,62068205.55,89558034.67,62354227.38,3.333333333,1.885618083,420302.6667,0.003183023872679045,6,5,6,0.0,0.0,2
1133VKCKapWXCdio32FQsETC9npUJyXsZr,FALSE,0,546,546,1,56814838,0,56956970,0,137,0,142132,0,0,0,0,0,0,0,0.0006105006105006105,1,0,1,0,0,0
113GuWXghXUy3DHzcmMigdyGGbo9LVT3zj,FALSE,86649,111758,25109,11,117156.4,144142.4939,117156.4,144142.4939,4.4,3.382306905,0,152633,179793.5657,181372.6667,158758.9999,6,3.559026084,28739.66667,0.02981029810298103,11,5,6,2.2,2.2,8
112ECwJiw5J8b22G579QwXKfYdiNPUoDha,FALSE,0,146185,146185,1,3160875,0,3160875,0,2,0,0,0,0,0,0,0,0,0,0.0006596306068601583,1,0,1,0,0,0
112LdJUnYCxdjd1oynTNRDHiGGzfJYma4R,FALSE,0,1308441,1308441,1,6674910,0,6674910,0,2,0,0,0,0,0,0,0,0,0,0.016666666666666666,2,1,1,4.0,2.0,1
112vtt4rh4qCSzLN8iUnakRhgYLSt8gU49,FALSE,24612165200,24612238900,73700,8,4.00E+12,9.65E+12,4.00E+12,9.65E+12,719.5714286,1300.589082,0,18308767120,17502084996,18308781860,17502090305,5.6,4.8,14740,0.0028912179255511385,8,7,8,0.0,0.0,3
113A69ddQVjrQXM8q6HBEeNb6WSA6MGvF8,FALSE,0,140284,140284,6,2.22E+11,6.28E+11,2.23E+11,6.29E+11,2182.555556,6166.835405,372514360,0,0,0,0,0,0,0,0.010869565217391304,6,0,6,0,0,7
113h7SPvR7TKT9aNuuCBWxVWXNvdzY4MeZ,FALSE,0,23970,23970,1,26670500,0,26670500,0,17,0,0,0,0,0,0,0,0,0,0.001941747572815534,1,0,1,0,0,0
112TeQnKqbc8Us1tCgXmrwXvhkd3cM5Pq8,FALSE,0,1000198,1000198,1,2456413531,3248852288,2597647137,3331705119,261.3333333,317.2058567,141233606,0,0,0,0,0,0,0,0.0003824091778202677,1,0,1,0,0,3
113BBZr3V872pU8udoKGnAmHeEVShNxDvA,FALSE,0,10000,10000,1,10000,0,10000,0,2,0,0,0,0,0,0,0,0,0,0.0005151983513652757,1,0,1,0,0,0
113ULxbBwJ3VrbsRpaqB49vpCtq32Tv854,FALSE,2398333,2404974,6641,8,1902809714,2690238907,1902824900,2690260383,273,383.2518754,15186,3254821.333,1241218.317,3257035,1239693.814,4.333333333,2.624669291,2213.666667,0.007339449541284404,8,6,7,0.3333333333333333,0.16666666666666666,1
112U2BWo9V32wDY6m1MHfaxJkT4cd1jabG,FALSE,0,69013,69013,1,599567,0,599567,0,2,0,0,0,0,0,0,0,0,0,0.002325581395348837,1,0,1,0,0,0
112bQnhmAtdhDcv3q8tPPhBwXz1Ba2BTeS,FALSE,0,300000,300000,1,3220000,0,3220000,0,5,0,0,0,0,0,0,0,0,0,0.0008250825082508251,1,0,1,0,0,0
112gGaUswVTGjajnxeZ7PmYL5cjQfzdQD4,FALSE,190024000,201113400,11089400,25,66097757.6,133963692.4,66435058.93,134109824,21.4,71.00028169,337301.3333,26257128.57,37037863.76,28786363.07,36592693.14,2.428571429,2.32115383,2529234.5,0.020764119601328904,25,15,17,1.8,1.8,8
112hpsNmQj6kRZcEt1YeYygXzXvXRNp4Kw,FALSE,5460,7098,1638,14,2676888046,2138745713,4113367863,3006104904,40061,54932.87413,1436479817,5235500745,0,5237515540,0,2446,0,2014795,0.025454545454545455,14,6,9,3.1666666666666665,3.1666666666666665,24
113tg8FLea8XK3uDUzrk3HdCuTUmGoBYD5,FALSE,0,202205,202205,1,1055425,425074.3501,1055425,425074.3501,2,0,0,0,0,0,0,0,0,0,0.0017331022530329288,1,0,1,0,0,0
113PFAF4ih3X5AnsuEKxFfcNqVoweUtqyR,FALSE,0,549,549,1,13110559.5,13074510.5,13110559.5,13074510.5,2,0,0,0,0,0,0,0,0,0,0.0005927682276229994,1,0,1,0,0,0
1129CeRxkvqgihm19iVRmJNasWPFhZhrQU,FALSE,105430,110860,5430,3,40210417040,37643217860,40619077852,37237519997,89314,42051,408660812.5,2567199180,0,3381557855,0,47263,0,814358675,0.0024469820554649264,3,1,2,1.0,1.0,2
112sSjj8MLTWH1vQN5pDmYxVHBDu73pXej,FALSE,0,176191,176191,1,92807.5,84491.5,92807.5,84491.5,2,0,0,0,0,0,0,0,0,0,0.0008244023083264633,1,0,1,0,0,0
1126uqrMBbZJyjRGxSqHQDP5Wf9sK9EgCT,FALSE,92487043,93170978,683935,36,2.43E+12,5.62E+12,2.43E+12,5.62E+12,97920.47619,180790.3124,332694.619,66243521.5,26243521.5,66585489,26585489,19,17,341967.5,0.01565217391304348,36,33,35,1.5757575757575757,1.7272727272727273,117
