wallet_address,malicious,malicious_type,bitcoin_spent,bitcoin_received,total_balance,total_transactions
19Q3HZtnznuB5cuWng8cacwqZV13gNpZaN,TRUE,4,128166239,128166239,0,8
1PNpAXTo6jh4V9dhXRvimNYqPYjvZEnQiu,TRUE,4,40135778,40135778,0,5
18kXxMp9NuTMUFVAfXR4TFT4CrrHWVzwm4,TRUE,1,49677880,49677880,0,6
1J5SXcupgaq2tUas5S7wVtf7evJp6YC3LJ,TRUE,4,120048619,120048619,0,13
1Brr1nKR278Tot5hRwEeX4sG1UZbcd5BpR,TRUE,4,47183661,47183661,0,10
1D8s7FovTBcE3bZPhppX1KV4vsQbgPGAfn,TRUE,4,111807925,111807925,0,11
19QF9119FQwN3tUgEmL2ovNEy56H5NMJB5,TRUE,1,14151688,14151688,0,4
16ybfsEfC4YxqW7pNm568GXobYVD6ntcNz,TRUE,4,19178595,19178595,0,2
1CYkVoaDEfVNfDubo7NHCuKYL34TwjeFMf,TRUE,1,45210000,45210000,0,4
12qkWhYmJ3rTPmEnVEPbQzQupK79RN6xoa,TRUE,1,788,788,0,2
16LBDius3vg6ufFvnc7PGXfiTZgphuZgr5,TRUE,4,82747221,82747221,0,8
1E69X8qQMEUuMaMPPtupgj4mV4USwdtE1n,TRUE,4,36656151,36656151,0,9
1NJQDJcbdn7EP5Z3EESEY8DATdidC5q2uZ,TRUE,4,77010957,77010957,0,9
1Jo9gmHjgbwuXZCec6Z5AZ2oVEZpbRRZNM,TRUE,4,76950,76950,0,5
1BkjUFMuAGFkis84ktSTZogo4wX2Tba1pj,TRUE,4,17018581,17018581,0,4
1e8o68StxCFLr6wdwKBrBqMQZc1VbFVMk,TRUE,1,26111818,26111818,0,5
1CBL25Whs99QDMmrQjcF6v9ivx1HFrjAVz,TRUE,4,8000000,8000000,0,2
1CRXrdkwXfee2iGSfUUn7CEJ66gZojpqmQ,TRUE,4,39105331,39105331,0,5
1QE58Xvc3Nm25uSqqFeUyXx2WPu44HKvDE,TRUE,4,75738223,75738223,0,10
18eBGkYam1wjz1S77jz3VmADuYYFzhA3vB,TRUE,4,219496962,219496962,0,20
1BPUUNghhuwQjDDvFd3TnJz2ato5dyDLr8,TRUE,4,239377742,239377742,0,18
1KFyQyxY9UXCk5NUd7MZ4DSZFxjchweG2L,TRUE,1,21374629,21374629,0,2
1CnQxRTP5WeGmwaSriYdefDEHyjWpY7tjw,TRUE,4,22836576,22836576,0,6
1DrCbXWfTqJbaiak2wjGUQiEo1WBzCBnof,TRUE,4,30687514,30687514,0,5
1GEhuEajkFXVe7vhtZqy1hRLdCaguhWBC2,TRUE,4,14056100,14056100,0,2
1Mj5cjH35v4GPBrj9FQykKrUMM4to8xWEq,TRUE,4,78089531,78089531,0,11
1EGap2ZeR8pf9hfJ2KrSAQ1eYCPBcxJrqo,TRUE,4,33925429,33925429,0,6
1HkKgPbcMyfhrdPsbufTFczzVnhyT5snB3,TRUE,4,113082905,113082905,0,9
19rvCcYfSwPUSvJJKNyTyRFi5vxt6zaqJC,TRUE,4,126007669,126007669,0,10
1UKR6XVqWCfS7jLDjijxKapU3UX6U3Nh6,TRUE,4,55604968,55604968,0,5
17zmnmqEUCesNz6UgXGbRk7fKnu8iq1q2J,TRUE,4,148933288,148933288,0,16
1Lq8TnU33SMFUXcyGYmwkfriaBAfEoX5Co,TRUE,4,215853542,215853542,0,16
1M3r1T2MnqRPJUgWoSZTgaTqpVQUNdkpeC,TRUE,4,263644908,263644908,0,18
1AVSEj7UKjadhWCjcPcC1mbS5VVv89Hvgb,TRUE,4,94524252,94524252,0,9
1G1qFoadiDxa7zTvppSMJhJi63tNUL3cy7,TRUE,4,629828949,629828949,0,73
1ELzee2T9Wd5YPTYhWbWD3xK7xB5tJ94J4,TRUE,4,202764870,202764870,0,15
1DG8pnwK9vdevHjB1nfDQRUmyYVJyPQNf9,TRUE,4,302741327,302741327,0,19
1EJcaYXy5AHuqPDSSSZ8rWiPXD5vsyfoAS,TRUE,4,350345871,350345871,0,27
1E5XMWQtyYnCY4LkLnjMtqBMQNnC1KS3m3,TRUE,1,79295544,79295544,0,7
18z5c6TjLUosqPTEnm6q7Q2EVNgbCy16Td,TRUE,4,183052147,183052147,0,19
1EiJMyvw2NP6T6vyWQ81HgUfBUVT1mqZkM,TRUE,4,78412547,78412547,0,9
1GjZSJnpU4AfTS8vmre6rx7eQgeMUq8VYr,TRUE,4,354892329,354892329,0,28
14cxPepKjJ8XR5k4u7jskJiqMH2vGFV5WY,TRUE,4,554108430,554108430,0,32
12L7czMjP1P9Sd35of8jRsbgVcLmy22LQ2,TRUE,4,13466475,13466475,0,2
1DaFGaFRN3Fm8VodCERJ8F9DF7KBsewa1y,TRUE,1,26174394,26174394,0,2
1BfxXVTtt6Mw39ZgEsHQshSrjnRAycCkmx,TRUE,1,16000000,16000000,0,2
1Dn3my1woN5G5XMGLhJ84BsHssiCLvipH2,TRUE,1,16243500,16243500,0,3
1BPkc1939fmU8fkyNS56cJpDjhyEVLsppe,TRUE,1,115801932,115801932,0,17
1NPy1TBRyk6vMeGG3e5GaJWxYa9HbsNtDm,TRUE,4,23500000,23500000,0,2
18vVjgfyC6sbLEEJvYHTXoWeuupZDtqyNs,TRUE,4,25308000,25308000,0,2
1Pdf1QMXH7e9957vhMskAFKQNi79eoa9Rm,TRUE,4,3286576,3286576,0,4
12VA3fnjCkJBYwgxffD138xXqFNYTWwV5w,TRUE,4,26142,26142,0,2
1425bbFBXW81ycj25PYMtRQtHKPVxfqgxj,TRUE,1,110135678,110135678,0,13
1Q23GNAvmszFSR1AcK6u8gpFBjp1HpZqmm,TRUE,4,15098,15098,0,2
18Pt4B7Rz7Wf491FGQHPsfDeKRqnkyrMo6,TRUE,4,537906608,537906608,0,61
1B3ca3nrQT9KzTvabcSGFgaFXjeeunn4da,TRUE,4,78433200,78433200,0,8
1PH5CYMeD4ZLTZ2ZYnGLFmQRjnptyLNqcf,TRUE,4,90035100,90035100,0,8
1KpioVDQJ47uQ8vepwwtaKDwUpyWLXV8cJ,TRUE,4,71939968,71939968,0,7
1MuhsTiKregH46K2dUyRa6zimPtHNBnjsr,TRUE,1,4000000,4000000,0,2
1MUhSTik1iNuK9wVrhaBLQqVTjeLzCkMQs,TRUE,1,8000000,8000000,0,4
19ZMFx4yDB7u7g6fBghQS7r2qouebeSZD2,TRUE,4,69486149,69486149,0,10
1MuHSTikZULxp6jDx1k2KakjkTxoJSsotc,TRUE,1,16000000,16000000,0,8
17YKd1iJBxu616JEVo15PsXvk1mnQyEFVt,TRUE,4,517321451,517321451,0,78
1KeCBKUgQDyyMpaXhfpRi2qUvyrjcsT44o,TRUE,4,105720576,105720576,0,9
35H5cWjj61Tk8grVxtQsH3z5D6R6hNxRVA,TRUE,4,25515334,25515334,0,8
1AgexGi34oNAHXS9vs8ZrtKw5ULkV1LoWg,TRUE,4,56623100,56623100,0,4
3NLSUFJxkkW26cZKTVLrcfBQhiN7eHBET3,TRUE,4,1237811270,1237811270,0,2
3DvxwiT25cxTycMDQqxyXhyzqnL5uZdavY,TRUE,4,15000000,15000000,0,2
14JLSAk9TKR6hVFswC6oRPoeAcydSecLFX,TRUE,4,122452828,122453920,1092,16
1BCGDtVZPqBMZWm5FdFe1RVgCGku17LZgb,TRUE,4,36004669,36004669,0,4
1V4WS8j3ZduMi24TfmMXcLsrHJPYmsMbG,TRUE,4,43681318,43681318,0,6
1Lg61xNCT3YJQkzJsftrjhxQPsaZtzRx2y,TRUE,4,36735798,36735798,0,4
1AuXbXYsB6HQLpiEhFr2EYp3DDioJDv46H,TRUE,4,126141617,126142709,1092,21
32rHze4Pe7p959C1xtDwzSuQJEGBXNVteR,TRUE,4,12377800,12377800,0,4
1JgjcCi7sWmr3L7YXKaTAW2qoQdKztcSeu,TRUE,4,161064249,161064249,0,38
1FVz43GH5s4Ja7SNHxRbCXz6KLXG1ggFh3,TRUE,4,26660000,26660000,0,2
1taeJZbDZnhrk46nmDaG3GkQBdEQf9s49,TRUE,4,3820,3820,0,2
1EqQhPmf2wtKHWQKohzzk47Xvx8pDFcGEt,TRUE,4,24987,24987,0,2
13vNvhJiWbLhvESHdYikQR7PodpgXNaQqf,TRUE,4,26987,26987,0,2
1FVuyuSN41aa3JN9sn8qkuD2PmaMEMHHnc,TRUE,4,194634978,194634978,0,14
18c74HRohRc781Fw34gDBN3TkQm94hi3q1,TRUE,4,42270,42270,0,4
3JRKMDfhiMudTsjUxn4zzDhkpxnke4eGD4,TRUE,4,13850719,13850719,0,2
1HB1GxZCBbdbSjnTJuqtJu2e8XNLqDnAXM,TRUE,4,27925,27925,0,2
1PjxMdF22GCcTKSTaky7ema3F5V4kjRxam,TRUE,4,23589190,23589190,0,6
1D9n1NdMC51Ex6NVMmzjHdV88QRVHqBm6R,TRUE,1,24797,24797,0,2
1EtkXcUaRuZqK8Lvoe4QRtjM3zBjoxKtnK,TRUE,4,123191503,123191503,0,10
1JLcgizRh2o6jk53wZNJ4mmgxHrPdJuW3L,TRUE,4,104340077,104340077,0,10
1AzVpAbxm9ASVKnXyJ8PwccmK9KYo1x6fA,TRUE,1,47310469,47310469,0,8
1Nic4CFBGdy8QBEnJPFMmBBR7Nz8tfu9ve,TRUE,4,27906,27906,0,2
1Jh1miFmhTmGQvn6Zejaqg85viD4k1vVjG,TRUE,4,650283872,650283872,0,50
13KFgfRnwa65pb3qBaj5jtLr94jJj5hetT,TRUE,4,85541700,85541700,0,6
13VQu3vDixov5jV1zi4GCJgfrzsuwD29hK,TRUE,1,18965872,19000000,34128,3
1L47wHe7FXWQ6pfPTbnykdX44FxQGstFeS,TRUE,4,35484506,35484506,0,4
1DGbzvTGi57M9LVpqgEnCS1stCZyk8rACn,TRUE,1,130901437,130901437,0,12
1MrUDSrZiqD3ijxsBUPt2SukoFy534orP2,TRUE,4,64412861,64412861,0,8
1Cg13rqUjiK6y5uskCTCsuZmXsDQYkahQd,TRUE,4,34608557,34608557,0,2
145SmyE7DBEQExsnXZobojbQqr5UdgbCHh,TRUE,4,1043063440,1043063440,0,78
15HYuDbDsNnZTE3rDQdtHvEf6zWwf1SyYe,TRUE,4,737043956,737043956,0,2
33BqVgZedUZDC7svJCzj2e4yLEeVeqv6nM,TRUE,4,12909963,12909963,0,2
1AqbY9v2oFADgdH9A7dGPdGcT42F4dd2ak,TRUE,4,43390949,43390949,0,5
12xzi3R6feRgynM4mFT8JiM2N6xSLpZSMi,TRUE,1,70533926,70533926,0,7
1FXXqb6pbukkW1Kcfo6ZKW2HZFayR78EbE,TRUE,1,112276789,112276789,0,8
1LggHXAQfEvbzvrBtSyvQgNdw716KALX3V,TRUE,1,35981091,35981091,0,11
12rNCSXfxVioHYGce2D5FBU39aqEu5DNFL,TRUE,1,177702106,177702106,0,10
1HteitfqttNH7Y1Qz89ATK2XCWxHetp1ji,TRUE,4,33990979,33990979,0,7
1AZ3yZdKqSHmr8R3vDsiN7oLVpy3Ky5ZvP,TRUE,1,30962039,30962039,0,4
1MWGJJ29hPzLubSDtzQ4nKWuhfaLnyWSUr,TRUE,1,121600369,121600369,0,8
1CfP23trPQ5ASh5vPpNnqTswk3ApSUHpg3,TRUE,4,72554996,72554996,0,4
1Au4rGjZvKFP2FitZoYGCwLKVdbV3YEKAq,TRUE,1,99817690,99817690,0,15
13yeuff897dzMkRqTSoEpG4TLyHeAZ1nf4,TRUE,4,144274135,144274135,0,29
18cFCmESfC6PKn8LL6HPbtK2EWLLdsryXp,TRUE,4,197437527,197437527,0,16
1E1sP44kzbGMQjzXMg5hsz3CzNQcWXBEru,TRUE,4,15852340,15852340,0,2
1CcYkUKB5ViUJyNdKynSmt7H4YHiru5Ecf,TRUE,1,28206381,28206381,0,2
1MBmZsY5NdBc4swF6rJ8jyLatigooBUUKs,TRUE,4,45416860,45416860,0,2
1KR7dmKjUjKsg7rLr32ikD3Gpyj7Aj2x4r,TRUE,4,29729167,29729167,0,2
1CDZVR1xdbLBczSsf7M5zGK6aSEBN5R49a,TRUE,4,27500000,27500000,0,2
1NZc7FJ7eHJgRMRSrmncJJM9bPnusJeuR6,TRUE,1,29900000,29900000,0,2
1Bg6VfKM9CLnCPyNHXU37YzHk9We5mAEFK,TRUE,4,35000000,35000000,0,2
1JbXgFiMPcrLdGndqYhD93KqM4kgeAax7A,TRUE,4,28817281,28817281,0,2
15G9wyGRDssFXsfwEm1ihdJs2xabVPDu68,TRUE,4,116448020,116448020,0,10
1GshbKKBe7bAYSRr1eEw4onxMXoEmPJi9t,TRUE,1,27510500,27510500,0,2
398Qz1Autx6HJbJwvejXVhw4mXAmBW2KsW,TRUE,5,62650885,62650885,0,14
1DiEqE5R1Ktu7QCLUuJN31PNtpoBU41x2E,TRUE,4,62135729,62135729,0,8
14fDLVg9xQqpkrV3sQMPhvPFKqFpsLChUC,TRUE,4,59417084,59417084,0,3
19p63VSjmRLPNP34ASWPEixUDYhvGQxTFK,TRUE,4,33115874,33115874,0,3
1N7LjoXByqiTuHB2V8zmRRJ3YkBkougEZQ,TRUE,4,63705269,63705269,0,3
196FGBPW7JzPNCNjRZLtvpn3s6Ugppgdt1,TRUE,4,30200000,30200000,0,2
1LQBgAcogRPjk7LD7BJnC8VFmbpNb3kFEg,TRUE,4,49878048,49878048,0,3
1JfcsTLZ2DcYvaAADE3Q7mcbme5kBccNtK,TRUE,4,16033359,16033359,0,3
1cGgSTTGBFbpjNXtXcWXYipALEDj8xSEC,TRUE,4,29770000,29770000,0,4
142e8SgyTLnkvwkDkNNon9jMtKY4UDvQqr,TRUE,4,151504740,151505286,546,12
1PySaTv351ess2WFYRqVynNTmopzWcTzMY,TRUE,4,11228633,11228633,0,2
1ANnnhQY6CVyLNBu9AkWzpiZaLPwE678cU,TRUE,4,20000000,20000000,0,2
12Urpmduf3t6Xb78Tnxvh8e8ikMbpmKaEt,TRUE,4,14482280,14482280,0,2
12PUa2SHjWAUEpZZUxQNvxa7epab7g2Ksb,TRUE,4,82964156,82964156,0,9
1AaSQ56Uzp6p5rU3hsPU8UNLZ5w6EVoyCK,TRUE,4,146727566,146727566,0,11
1SAduAKcw4sTxxCc3PBUrwKx1ymn9WG2F,TRUE,4,44044018,44044018,0,5
15wz4Cccpwf7UKz3C6VWoAM4fJi6gKqvrR,TRUE,4,42790424,42790424,0,3
11wQFVQ65DdfzWXqup3JdY7prFazMbXjc,TRUE,4,98812530,98812530,0,7
13QKq8RsvbJnLRbi5ZcVX1ziYW83tqvp1q,TRUE,4,20806300,20806300,0,2
1GF8J1XRaiX2oHM7SQo9VAFAtWZcRgMncg,TRUE,4,227683101,227683647,546,13
12EMAbSboa1nvg518vcjvogSL4aDwaUCv9,TRUE,1,203134884,203134884,0,25
3Bm8gYN4NwvEmYPViroV57Sgq5iaUeHX8N,TRUE,4,111085159,111085159,0,58
15LZuFSVyDAoaNLtbh4ru7ZQWvZxEosCaf,TRUE,4,5992374,5992374,0,2
1KP9XndyghM6LDKfWJXDLQz2NVey2UHcFh,TRUE,1,25500700,25500700,0,2
1FZ6NsvbtovBKDWYA1HUceeoVdQdJFZgT6,TRUE,1,27985257,27985257,0,2
16zMV1xrua7rTPH1kThabt5ccWEEmHvtaM,TRUE,4,38046,38046,0,3
18F7Bg7Ji21krkkGNnUgATbC8sKGUqHcwX,TRUE,4,55500526,55500526,0,3
18DGKAQ3gHQVmPHPVyLvBGsCoX1d4G8yfq,TRUE,1,51539100,51539100,0,3
1GwhEnQxmVTdBUW742yZ42vMtrDDghksVk,TRUE,4,28096991,28096991,0,2
1DyiDqXUQ44qbnuBxARp5Q2Q2j6pvXZAyQ,TRUE,4,26349221,26349221,0,3
17eKLHhofAiNgz6bcMrHbhJZSXgqBdmh5S,TRUE,4,40000000,40000000,0,3
17vqV4WvH8SwGmugnswkSVueEzQcReGLsn,TRUE,4,10393312,10393312,0,2
16xg78KbZSR2TrcY3hR7ViMtJecyyZEoQJ,TRUE,4,39334719,39334719,0,10
164NL2muDgdS83LpKWpwaky9Btdwanskb1,TRUE,4,98825870,98825870,0,16
14GHLvKaXSNtDTkshZi5j8uUo3mFtJ52FN,TRUE,4,11943931,11943931,0,2
1PMYjU4A4cEZjKfysjTEeMtZADVDREs3ge,TRUE,4,2936850,2936850,0,2
1GXBRWZaTqTEvxY2NzfdrMwYbPHqfWNNYE,TRUE,1,26252100,26252100,0,2
16mspDkzfTBM5tw14AChnjApujHcZsMNCW,TRUE,4,26489000,26489000,0,2
12YXRfYeszfDSTzc5zH7wBbHPWpJkeSD3p,TRUE,4,24261100,24261100,0,2
12iHnwQwVS8XxBszKM815ARks1fL8QrzLe,TRUE,4,27415437,27415437,0,2
1JRfE57ZF8Eaqa7DktHmVCoAneA8q4fpP2,TRUE,4,25666000,25666000,0,2
1GCz3YBhwpqFRUQ4B3rEvpiEkn6XtTD4GA,TRUE,4,27858723,27858723,0,2
1DrThpxYV7JtvrVkneuJMYtn8Fik8efSwn,TRUE,4,81451846,81451846,0,7
1p8djKtYwsf4n6m9UYx9z7dwJ3RmpixnU,TRUE,4,44084964,44084964,0,2
1KmzrKYxcpAyEVEH38KPrMSVfGejk1ABQz,TRUE,1,12329979,12329979,0,2
1NL9MTdnTxsVxEg9nHeY5oiw5U9Mxzsh8v,TRUE,4,19639116,19639116,0,4
178weWXPeMALJjq72tYxmWgNx5bQDpKN9u,TRUE,4,55482445,55482445,0,3
13P6jiaydDcwciFu8zzKNW64fAQeHkXiaR,TRUE,1,6229495,6229495,0,2
35WTbjLgDpNDFNMCH657NmrTeFJk1tBjFJ,TRUE,1,50618691,50618691,0,10
19CKxXUUsd6dAm7mWibJ4A2mifZKiZjMWP,TRUE,4,17722886,17722886,0,2
1GVgsTh6j1oh5PUksWQDdiChtsRiWwkR6Q,TRUE,4,101860930,101860930,0,6
1HUHBgNHYCz9Djy9z615adkgd2NYQNMVUd,TRUE,4,1401633,1401633,0,2
149zE8ZaYXk1CtpfY5qsiuaf7LSdqsRs88,TRUE,4,24600000,24600000,0,2
1816WoXDtSmAM9a4e3HhebDXP7DLkuaYAd,TRUE,4,29762387,29762387,0,4
1MZsUfERBoQp6PJW4Gcx9PvgH2S6WcLiyv,TRUE,4,25432988,25432988,0,2
1NaPqtW9P7558JUxGwhyVEJbqCUfv6JFYg,TRUE,4,51463886,51463886,0,3
1LWbhU7623zZjLHTnfTRyrcqbRnXoVKaBd,TRUE,4,25430000,25430000,0,2
1LAWGnA2K5njVSshERU9bcUSrW2YWwtXs1,TRUE,4,25000000,25000000,0,2
1G6t7JQs4wwp18Q4sY3bFVQdiTzuDAmWs4,TRUE,1,25473229,25473229,0,2
1GRHyZf18sQ65CdG66YCYs7vhrzUEV1HVs,TRUE,4,5142009,5142009,0,2
19SDJp3rdgU99sadqEb437b1qAynsCg9r8,TRUE,4,23321115,23321115,0,3
1PLfzxybxkTKbcxRwhRw23TxcYDJ9wsphS,TRUE,4,25753300,25753300,0,2
14dM8NWRhdzKixe3hcvY6HfQGcjt736Gkc,TRUE,4,25650000,25650000,0,3
163qcNngcPxk7njkBGU3GGtxdhi74ycqzk,TRUE,4,25924622,25924622,0,3
13Xp4WMQ4JvNzYfHTzxr6yny1kiQSMRNkn,TRUE,4,63567229,63567229,0,6
1EhV1o8AinHxRgtze5kb8T4egHUKWsT9bn,TRUE,4,61161353,61161353,0,6
18pKQ88ZpatLYmyeKpuCFwvRFcjHjwVB2u,TRUE,4,2650578,2650578,0,2
1ELgYTbMLmw9vaHADfZmMcKVMWCNmRH8S2,TRUE,4,53374420,53374420,0,6
13imy3S2nBKu5itBiik7ZAEz5KsDGS6FhG,TRUE,4,39319771,39319771,0,4
1LX5SEa54kf2SaAWH1vJ1F8SPkhpHCmzY9,TRUE,4,25830000,25830000,0,2
1FUieDeAPMpTpz67aKfr1jsWXmJfvQ6V8w,TRUE,4,26427383,26427383,0,2
1Hxkqd6fib8ZrXyYj2iqQVfDxw8vjrc1aA,TRUE,4,8094830,8094830,0,3
1Ci1u7ymi3S4s4BTFQHpRmpMs1dU5CDDpW,TRUE,4,25871000,25871000,0,2
15mWFjVymAdqimVim2f1UgX6oSD4TYeGLE,TRUE,4,265793957,265793957,0,33
15rKs3hn3FCv7MzLdRaX5GAgfaAeA4dhgE,TRUE,4,13630000,13630000,0,2
1JSxpsPw2SnCkkSjpVwp87wVtEZufPUB53,TRUE,4,15016412,15016412,0,4
13Y3nPW5fu2btSjEZdUCuV8bR86fJfaKFK,TRUE,4,26086088,26086088,0,2
1JaxomTa1yWa6eUYQ45fk7tFtwL2ebeSgn,TRUE,4,300122,300122,0,2
12GAw5DayGgE3RNPf98DMg1c6QXGgUfssB,TRUE,4,10766200,10766200,0,2
1Cboy74YFQy1pLJTRrnibYfqiVo3FXv9fe,TRUE,4,26399920,26399920,0,2
1Haramy1YgW6KRHf9B3f3f8QAAVz5C5T6E,TRUE,5,39892109,39892109,0,21
1DASN5fH1E1PCoxU9qMEF7QDjnXcA2b3Km,TRUE,4,87847552,87847552,0,8
1QEkESQ8xR13P54vt8QKBHvhKjkrCBybzk,TRUE,4,26254200,26254200,0,2
1J1vk69xCgSbfS9KXbHXkgc5YZpU9odfbN,TRUE,5,245094572,245094572,0,1
1GoWy5yMzh3XXBiYxLU9tKCBMgibpznGio,TRUE,5,245094572,245094572,0,14
13c7mDPmnuJx76JWNrJL6KyWrH2mPo9sHa,TRUE,4,459629921,459629921,0,33
12UF2ax23st5mrTBZgEDR6QLJUrcxpmsuE,TRUE,4,1140710,1140710,0,2
12yCNJHAwda8Kgxv9DswpS9k16XnstSqcJ,TRUE,4,23626931,23626931,0,2
132xYDZ5dTFRHhKaWyjQ1yFAiuMy6r3aF6,TRUE,5,220031028,220031028,0,29
166666c927KgLmHLCJCWtoKHjawo7W7Hmp,TRUE,5,51618651,51618651,0,7
18CyRnT8rxjUBCKqjJP55LAY1CdEXc2Nat,TRUE,1,45615911,45615911,0,20
1GdSHQ4aE7zUD8HDqVJDEwU9dxn3LfJLMK,TRUE,4,600,600,0,2
166666PxYba9jJPPvB5NNForLYhsGJdyE4,TRUE,4,82752990,82752990,0,8
1AXYKHyCb3uMQLKS24uviT4NHERU58hLqH,TRUE,1,28488700,28488700,0,12
16cEnZDRCCb2oMdvGXvrYnYTRKdeL8tvRc,TRUE,5,12859171,12859171,0,2
1B3Lx1t4CQSt3ck85bqzGHC9TeEQGANhUR,TRUE,1,12116074,12116074,0,4
1P5b61XJJg9dD4Z6ooRGwoNxCaPQSsFjcQ,TRUE,4,62056812,62056812,0,6
1PWMVBQVS51Ej4RobUZ3EQnUa7vPof1XGd,TRUE,5,32013985,32013985,0,8
1FrS9GYM2L7f6kW4bPfHd2FYvwSat1Ayuq,TRUE,4,50053129,50053129,0,10
16S5JXq5HTR5zHPTko36jYZYfLSKCsvZCh,TRUE,5,13192612,13192612,0,2
18LpnvnxavZrvbRyRvS6uEJGoY4C2SsK45,TRUE,4,0,10000,10000,1
1MMpSgHvAi2UFwgTLLSeAQADNiJNHQvToJ,TRUE,4,0,2678,2678,1
1LK9q1MwiRTjQaPoci51A943W2GFiUVChB,TRUE,4,0,2347,2347,2
14B3FpCjNnoGxTsGor46Wk689GsvKbyv4x,TRUE,4,0,2500,2500,1
12Vso1cRX7zQovZG4wH7RAz2HqtdW1Lvek,TRUE,5,51642228,51642228,0,4
12We6HFUr6GmxrHu2GFKfPSLD16ki31Msf,TRUE,4,78078206,78078206,0,6
1C1gQUNYpqzYT85u6A37RNZArnwtvaSi1w,TRUE,4,53540000,53540000,0,4
181EcKKiagjnE9Tk8xBkt8rysEy79XeoXd,TRUE,4,24034801,24034801,0,2
1K2ZKs6cjPmgkKhedazUezUrMg13ME2Kik,TRUE,4,38605627,38605627,0,3
1rDubnYnw3FHB8jX93DKTvG49FkZfMUu5,TRUE,1,10000000,10000000,0,2
14MDSpmw9B7MVeh3d99TL8T9nc5d1PMYGZ,TRUE,5,16942536,17589036,646500,4
1HGRVnvDaMAnSemfgepvA6cgo7w1ntPg6W,TRUE,4,48407240,48407240,0,4
1KiY2X9tww3zDgZmuoFRvZ7ssWx1b4moC9,TRUE,4,9600000,9600000,0,2
17QU3bzgqQZCs8wRCAmLqiRL4yytRKqVs3,TRUE,4,10190005,10190005,0,3
12bYqKzCRJPhu75dP3NPtf6C2NX3dHAXiU,TRUE,4,47923716,47923716,0,4
1CjZhStjKz95xqDEQ1PESygR2gKve8Yf7U,TRUE,4,25846000,25846000,0,2
1BDaStcRvbM3QJei5ZT1FxLRy7M7Jk3j1c,TRUE,4,79474599,79474599,0,5
19XZH6gwYRAjd1LjsPrjNWfhjTCQU4PD8p,TRUE,4,25980000,25980000,0,2
136NawuGLkuJwAWYwkCkCnBdE9U1e1fJhx,TRUE,1,25000000,25000000,0,2
12i8q8K7apATJworX48SqQzNgiVmPpWGpz,TRUE,4,24130000,24130000,0,2
1FcCacS5pebEKMR6wtz7k98JEqbhfhCkDw,TRUE,4,25560800,25560800,0,2
1N2TgsjPs6NmBdxVaD1CmFmBxmyveBd74z,TRUE,4,38515384,38515384,0,7
18wUUSghRQJ2FJoBY9TuE9xqPooSqCvTXX,TRUE,4,25941588,25941588,0,2
158KQRGUeRjhP1Sofe3Wnai8k8F9JfU4hM,TRUE,5,17000000,17000000,0,2
134WvjZ5zcEVKC5ZtU2FbxusHQLTNhoRue,TRUE,4,25659000,25659000,0,2
14tydkpP7HaJiGX9DLwzhScgKYsZWxoqp5,TRUE,4,24500000,24500000,0,2
1CUjEnYCbkGuJpGzqnB6W172v7j65QRbza,TRUE,4,28399292,28399292,0,2
1NJ2JS3F8SanD6GBAmg4HScXjARcGjkNya,TRUE,4,282666,282666,0,2
17aqLMSQt7HRd56o5CPC9sZs3LZNAAezjG,TRUE,1,48376388,48376388,0,5
1FQBA6LYwjFYfSgrHTwizV6aLPUuG3cMBa,TRUE,4,30399288,30399288,0,3
1PwL6D4NfF44eUrKik7GnxcS429Qrnz2UQ,TRUE,4,3352112,3352112,0,2
13FDEoFSZFYWmPd64aEB6pU1tJJCC7jb7N,TRUE,4,25892649,25892649,0,2
1PAcoXVyzBDRryyg3MAmBQhDuofNYu55Uo,TRUE,4,67240678,67240678,0,8
12s4cfoNTzT68gSdxLjmSRT3qdvaqwDWNz,TRUE,4,70967653,70967653,0,6
1CNfocKkaC55X5diSH5EzUyZvK4oVqYEUe,TRUE,4,17118178,17118178,0,2
1Fk8iDQJMYeU6Zx8ruorAsqrQsmUHAPZcJ,TRUE,4,18696404,18696404,0,3
1NRJTm2sUKvWUFhvg9CGEbcjuz3DPzPcGv,TRUE,4,20218722,20218722,0,2
16paE3kj3sC8gP2MjgTGM7QNHazc9Eseqo,TRUE,4,51266141,51266141,0,9
1DQdTdqSfVqnJgR9JJDz8FtKLq4CKJ3krR,TRUE,4,19297701,19297701,0,2
15SX5v86cqj3erE7HWagmXJfQ3MuQaRHdJ,TRUE,4,35890793,35890793,0,7
1H1K8MfLEJgjCCfDEkTJmv9GJjD3XzEFGR,TRUE,4,15264902,15264902,0,3
1666666vT5Y5bPXPAk4jWqJ9Gr26SLFq8P,TRUE,4,381985447,381985447,0,26
1HhPTepoSC59jXTD9ZDLgosLJwpRCwhjtM,TRUE,1,46489000,46489000,0,19
1EVe67RXBA28s14cnnsVv1WkxhtoXMjCTy,TRUE,5,57217519,57217519,0,10
1CtE3LcQDy2vB5Y2r4RZxUnExCLarmu7aR,TRUE,4,37460747,37460747,0,4
1QBHcpX8AweM8SFmzz5b5sahCf6GohssW1,TRUE,4,18450000,18450000,0,2
1GmJSYfLTB9depThZW7qjvRGUrJjAPkpAr,TRUE,4,23035185,23035185,0,2
18VGyKycVH1KAcEwVan2kt2uSZAqCc99Jr,TRUE,5,23997670,23997670,0,2
